OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa
;Tammela;366;19730805;1973;8;5;3325000;6735000;17.8;21.7;15;1;13043;16.26
;Tammela;366;19730806;1973;8;6;3325000;6735000;16.5;19.5;14.2;0;19570;14.28
;Tammela;366;19730807;1973;8;7;3325000;6735000;18.4;22.7;16.1;0;13853;16.43
;Tammela;366;19730808;1973;8;8;3325000;6735000;13.4;17.4;10.9;14;13899;13.79
;Tammela;366;19730809;1973;8;9;3325000;6735000;12.7;18;9;4;16116;11.88
;Tammela;366;19730810;1973;8;10;3325000;6735000;12.5;18.1;3.5;0;17434;10.4
;Tammela;366;19730811;1973;8;11;3325000;6735000;15.9;19.4;13.3;0;10349;14.65
;Tammela;366;19730812;1973;8;12;3325000;6735000;14.8;19.4;10.2;0;18368;11.92
;Tammela;366;19730813;1973;8;13;3325000;6735000;14.4;21.4;4.4;0;18469;10.97
;Tammela;366;19730814;1973;8;14;3325000;6735000;15.6;22.6;7.7;0;21901;11.94
;Tammela;366;19730815;1973;8;15;3325000;6735000;17.5;25.4;5.8;0;21931;14.03
;Tammela;366;19730816;1973;8;16;3325000;6735000;19.1;26.3;10.4;0;21944;15.05
;Tammela;366;19730817;1973;8;17;3325000;6735000;19.7;26.5;10.3;0;21610;14.64
;Tammela;366;19730818;1973;8;18;3325000;6735000;18.8;25.3;12.5;17;17815;15.39
;Tammela;366;19730819;1973;8;19;3325000;6735000;15.2;20;11.1;0;15636;13.09
;Tammela;366;19730820;1973;8;20;3325000;6735000;14;17.1;9.9;3;11035;12.05
;Tammela;366;19730821;1973;8;21;3325000;6735000;11.1;15.7;7.9;1;11242;10.62
;Tammela;366;19730822;1973;8;22;3325000;6735000;8.1;13.2;3.1;0;13127;7.81
;Tammela;366;19730823;1973;8;23;3325000;6735000;8.8;11.5;3.1;1;7939;9.07
;Tammela;366;19730824;1973;8;24;3325000;6735000;8.9;12.6;5.1;0;13716;8.17
;Tammela;366;19730825;1973;8;25;3325000;6735000;7.2;12.9;1.8;0;10708;7.97
;Tammela;366;19730826;1973;8;26;3325000;6735000;6.9;11;2.2;0;7276;8.12
;Tammela;366;19730827;1973;8;27;3325000;6735000;8.3;14.2;-0.7;0;11635;8.09
;Tammela;366;19730828;1973;8;28;3325000;6735000;12.4;16.6;8.3;0;8688;11.41
;Tammela;366;19730829;1973;8;29;3325000;6735000;12.5;16.9;8.3;0;9166;12.49
;Tammela;366;19730830;1973;8;30;3325000;6735000;12.8;17.9;9.1;1;9953;13.02
;Tammela;366;19730831;1973;8;31;3325000;6735000;11.9;18.7;5;2;11594;12.91
;Tammela;366;19730901;1973;9;1;3325000;6735000;12.1;13.6;10.8;12;5542;13.4
;Tammela;366;19730902;1973;9;2;3325000;6735000;10.2;11.8;8.8;10;6037;11.94
;Tammela;366;19730903;1973;9;3;3325000;6735000;9.2;10.5;8.2;0;5149;11.15
;Tammela;366;19730904;1973;9;4;3325000;6735000;9.8;14.9;5.7;0;13052;9.47
;Tammela;366;19730905;1973;9;5;3325000;6735000;10;14.3;0.2;15;7602;11.48
;Tammela;366;19730906;1973;9;6;3325000;6735000;10.7;14.3;7;0;8309;9.75
;Tammela;366;19730907;1973;9;7;3325000;6735000;9;11.1;7.2;1;4970;10.12
;Tammela;366;19730908;1973;9;8;3325000;6735000;8.8;13.5;4.8;1;7699;9.9
;Tammela;366;19730909;1973;9;9;3325000;6735000;9.2;11.7;7.1;12;4341;11.15
;Tammela;366;19730910;1973;9;10;3325000;6735000;7.1;10.9;4.7;0;8455;7.81
;Tammela;366;19730911;1973;9;11;3325000;6735000;5.1;10.5;1.1;2;9625;7.23
;Tammela;366;19730912;1973;9;12;3325000;6735000;3;6.4;-0.3;13;5986;7.06
;Tammela;366;19730913;1973;9;13;3325000;6735000;4.5;9.1;0.2;0;10181;5.81
;Tammela;366;19730914;1973;9;14;3325000;6735000;4.2;7.3;0.7;0;8778;6.19
;Tammela;366;19730915;1973;9;15;3325000;6735000;2.5;4.1;-0.2;1;4534;6.98
;Tammela;366;19730916;1973;9;16;3325000;6735000;3.9;7;-1.1;0;4666;7.55
;Tammela;366;19730917;1973;9;17;3325000;6735000;5.5;8.9;2.8;0;4863;7.78
;Tammela;366;19730918;1973;9;18;3325000;6735000;5.2;10.5;-2.1;0;6265;7.85
;Tammela;366;19730919;1973;9;19;3325000;6735000;7.4;12.2;4.6;0;9152;8.51
;Tammela;366;19730920;1973;9;20;3325000;6735000;6.6;13.8;-1.4;0;11177;7.83
;Tammela;366;19730921;1973;9;21;3325000;6735000;7.3;9;6.5;0;4249;9.38
;Tammela;366;19730922;1973;9;22;3325000;6735000;4.2;7.8;0.9;0;11249;5.3
;Tammela;366;19730923;1973;9;23;3325000;6735000;2.8;7.7;-0.8;0;10933;5.12
;Tammela;366;19730924;1973;9;24;3325000;6735000;1;7;-4.2;0;10735;4.87
;Tammela;366;19730925;1973;9;25;3325000;6735000;1.6;7.7;-4.8;0;11369;5.03
;Tammela;366;19730926;1973;9;26;3325000;6735000;1.7;3.3;0.1;12;3015;6.03
;Tammela;366;19730927;1973;9;27;3325000;6735000;3.2;4.8;0.6;1;2926;7.77
;Tammela;366;19730928;1973;9;28;3325000;6735000;4.8;5.9;3.7;3;2929;8.52
;Tammela;366;19730929;1973;9;29;3325000;6735000;8;10;4.9;7;2896;10.63
;Tammela;366;19730930;1973;9;30;3325000;6735000;9.6;10.8;8.5;1;2912;11.76
;Tammela;366;19731001;1973;10;1;3325000;6735000;7.1;9.2;4.7;0;4961;8.98
;Tammela;366;19731002;1973;10;2;3325000;6735000;6.1;9.3;3;4;2616;9.12
;Tammela;366;19731003;1973;10;3;3325000;6735000;7.4;10.8;2.2;0;8127;8.36
;Tammela;366;19731004;1973;10;4;3325000;6735000;10.6;16.1;7.4;0;9035;10.57
;Tammela;366;19731005;1973;10;5;3325000;6735000;7.1;12.7;5.4;0;7008;8.59
;Tammela;366;19731006;1973;10;6;3325000;6735000;5.4;10.5;-1.9;0;7379;7.12
;Tammela;366;19731007;1973;10;7;3325000;6735000;6.2;11.8;3.9;0;3914;8.49
;Tammela;366;19731008;1973;10;8;3325000;6735000;4.5;8.2;-1;1;2850;8.19
;Tammela;366;19731009;1973;10;9;3325000;6735000;5.9;9.5;1.9;2;4150;8.61
;Tammela;366;19731010;1973;10;10;3325000;6735000;0.7;6.3;-1.9;7;2065;6.22
;Tammela;366;19731011;1973;10;11;3325000;6735000;-2.4;0.5;-5.3;0;4853;4.22
;Tammela;366;19731012;1973;10;12;3325000;6735000;-0.7;3.4;-5.9;0;3364;5.29
;Tammela;366;19731013;1973;10;13;3325000;6735000;0.2;2.5;-1.6;0;2019;6.09
;Tammela;366;19731014;1973;10;14;3325000;6735000;0.9;4.2;-1.8;3;3099;6.46
;Tammela;366;19731015;1973;10;15;3325000;6735000;1.4;3.7;-1.2;6;5683;5.8
;Tammela;366;19731016;1973;10;16;3325000;6735000;-0.2;2.7;-1.4;0;3948;5.79
;Tammela;366;19731017;1973;10;17;3325000;6735000;-1.7;1.9;-5.7;0;4497;4.93
;Tammela;366;19731018;1973;10;18;3325000;6735000;-1.1;2.9;-3.9;1;4253;4.88
;Tammela;366;19731019;1973;10;19;3325000;6735000;-2.7;0.3;-5.6;3;2403;4.97
;Tammela;366;19731020;1973;10;20;3325000;6735000;-2.5;1.6;-9.6;1;4041;4.79
;Tammela;366;19731021;1973;10;21;3325000;6735000;-2.1;0.5;-5;0;3819;4.94
;Tammela;366;19731022;1973;10;22;3325000;6735000;-4.3;-2.2;-7.9;1;2863;4.09
;Tammela;366;19731023;1973;10;23;3325000;6735000;-4.5;-0.6;-5.8;0;4300;4.14
;Tammela;366;19731024;1973;10;24;3325000;6735000;-3.3;0.3;-12.3;0;2611;4.33
;Tammela;366;19731025;1973;10;25;3325000;6735000;2.7;4.6;-2.6;5;1365;7.55
;Tammela;366;19731026;1973;10;26;3325000;6735000;3.9;6.7;1.5;0;2944;6.25
;Tammela;366;19731027;1973;10;27;3325000;6735000;2.4;5.8;-1.6;0;3836;5.69
;Tammela;366;19731028;1973;10;28;3325000;6735000;3.8;7.4;-3.4;3;1460;7.69
;Tammela;366;19731029;1973;10;29;3325000;6735000;2;5.3;-0.5;0;1762;6.88
;Tammela;366;19731030;1973;10;30;3325000;6735000;-2.1;0.3;-3.6;0;2042;5.03
;Tammela;366;19731031;1973;10;31;3325000;6735000;-4.2;-1.2;-6.1;0;3458;3.61
;Tammela;366;19731101;1973;11;1;3325000;6735000;-2.2;1.3;-10.3;0;1360;4.68
;Tammela;366;19731102;1973;11;2;3325000;6735000;1.6;2.6;1;0;1286;6.41
;Tammela;366;19731103;1973;11;3;3325000;6735000;1.1;2;0.4;0;1289;6.32
;Tammela;366;19731104;1973;11;4;3325000;6735000;3;4.9;0.3;0;1412;7.43
;Tammela;366;19731105;1973;11;5;3325000;6735000;4.5;5.6;2.9;0;1964;7.33
;Tammela;366;19731106;1973;11;6;3325000;6735000;4.3;6.3;3.7;8;1391;7.56
;Tammela;366;19731107;1973;11;7;3325000;6735000;1.1;4.6;-0.3;0;1575;6.31
;Tammela;366;19731108;1973;11;8;3325000;6735000;1.1;3.9;-4.1;3;1734;5.62
;Tammela;366;19731109;1973;11;9;3325000;6735000;4.8;7.1;3.7;6;2290;7.68
;Tammela;366;19731110;1973;11;10;3325000;6735000;0.5;5.3;-1;0;2043;4.9
;Tammela;366;19731111;1973;11;11;3325000;6735000;-2.3;-0.2;-5.7;6;2302;4.44
;Tammela;366;19731112;1973;11;12;3325000;6735000;-2.5;-1.3;-5;6;1722;4.63
;Tammela;366;19731113;1973;11;13;3325000;6735000;-0.8;1;-7.1;0;1255;5.73
;Tammela;366;19731114;1973;11;14;3325000;6735000;-4;0.5;-6.8;3;1044;4.22
;Tammela;366;19731115;1973;11;15;3325000;6735000;-9.3;-4.8;-13.6;0;1994;3.08
;Tammela;366;19731116;1973;11;16;3325000;6735000;-11.2;-7.5;-18;0;1811;2.4
;Tammela;366;19731117;1973;11;17;3325000;6735000;-6.7;-5;-12.8;0;956;3.42
;Tammela;366;19731118;1973;11;18;3325000;6735000;-7.3;-4.5;-13.5;0;1125;3.31
;Tammela;366;19731119;1973;11;19;3325000;6735000;-3.6;0.4;-15;3;781;5.04
;Tammela;366;19731120;1973;11;20;3325000;6735000;-4.4;-0.9;-5.5;0;891;4.45
;Tammela;366;19731121;1973;11;21;3325000;6735000;-9.2;-4.8;-13.9;0;1645;2.37
;Tammela;366;19731122;1973;11;22;3325000;6735000;-2;2.1;-10.5;2;856;5.49
;Tammela;366;19731123;1973;11;23;3325000;6735000;-1.5;1.9;-4.2;0;844;5.38
;Tammela;366;19731124;1973;11;24;3325000;6735000;-7;-2.7;-11.9;1;1346;3.59
;Tammela;366;19731125;1973;11;25;3325000;6735000;-12.1;-8.5;-17.7;0;1115;1.9
;Tammela;366;19731126;1973;11;26;3325000;6735000;-9.2;-6.8;-15.7;0;1207;2.87
;Tammela;366;19731127;1973;11;27;3325000;6735000;-8.7;-6.3;-12;0;1185;3.09
;Tammela;366;19731128;1973;11;28;3325000;6735000;-10.9;-8;-14.1;0;1236;2.51
;Tammela;366;19731129;1973;11;29;3325000;6735000;-12.1;-9.3;-14.5;0;924;2.3
;Tammela;366;19731130;1973;11;30;3325000;6735000;-14.1;-11.9;-17.8;0;911;1.89
;Tammela;366;19731201;1973;12;1;3325000;6735000;-11.8;-9.4;-14.7;0;762;2.37
;Tammela;366;19731202;1973;12;2;3325000;6735000;-11.5;-11;-16.7;0;1061;1.98
;Tammela;366;19731203;1973;12;3;3325000;6735000;-3.6;-0.1;-16.4;8;616;4.93
;Tammela;366;19731204;1973;12;4;3325000;6735000;-4.5;-0.2;-5.9;0;676;4.56
;Tammela;366;19731205;1973;12;5;3325000;6735000;-15.6;-5;-18.8;0;953;1.64
;Tammela;366;19731206;1973;12;6;3325000;6735000;-20.9;-16;-27.7;0;921;1.05
;Tammela;366;19731207;1973;12;7;3325000;6735000;-21.9;-15.8;-24;0;1012;0.98
;Tammela;366;19731208;1973;12;8;3325000;6735000;-25.9;-23.2;-28.7;0;922;0.66
;Tammela;366;19731209;1973;12;9;3325000;6735000;-24.2;-23.5;-29.4;0;940;0.66
;Tammela;366;19731210;1973;12;10;3325000;6735000;-7.8;1.8;-30.5;7;564;4.15
;Tammela;366;19731211;1973;12;11;3325000;6735000;1;2.9;0;5;561;6.44
;Tammela;366;19731212;1973;12;12;3325000;6735000;-1.7;1.3;-4.9;1;632;4.95
;Tammela;366;19731213;1973;12;13;3325000;6735000;-3.5;-2.3;-7.3;0;699;4.38
;Tammela;366;19731214;1973;12;14;3325000;6735000;-3.4;-1.7;-4;7;510;4.73
;Tammela;366;19731215;1973;12;15;3325000;6735000;-12.3;-2.9;-18.3;0;749;2.37
;Tammela;366;19731216;1973;12;16;3325000;6735000;-14.3;-6.8;-25;0;547;2.01
;Tammela;366;19731217;1973;12;17;3325000;6735000;-5.8;-3.2;-7.1;6;513;3.74
;Tammela;366;19731218;1973;12;18;3325000;6735000;-6.5;-4.3;-8.4;0;533;3.79
;Tammela;366;19731219;1973;12;19;3325000;6735000;-7.8;-4.6;-13.2;4;806;3.14
;Tammela;366;19731220;1973;12;20;3325000;6735000;-7.9;-4.8;-12.5;0;656;3.24
;Tammela;366;19731221;1973;12;21;3325000;6735000;-6.7;-6.1;-9.1;0;539;3.56
;Tammela;366;19731222;1973;12;22;3325000;6735000;-4.1;-3;-6.5;0;528;4.16
;Tammela;366;19731223;1973;12;23;3325000;6735000;-1.3;0.1;-3.2;1;509;5.83
;Tammela;366;19731224;1973;12;24;3325000;6735000;-4.2;0.6;-9;0;617;4.12
;Tammela;366;19731225;1973;12;25;3325000;6735000;-3.6;-2.7;-7.5;0;529;4.57
;Tammela;366;19731226;1973;12;26;3325000;6735000;-1.6;-0.2;-3;4;527;5.6
;Tammela;366;19731227;1973;12;27;3325000;6735000;-1.2;0.6;-7;0;780;5.3
;Tammela;366;19731228;1973;12;28;3325000;6735000;1.5;3.4;0.2;0;883;5.95
;Tammela;366;19731229;1973;12;29;3325000;6735000;0.6;1.1;-0.9;0;805;5.39
;Tammela;366;19731230;1973;12;30;3325000;6735000;2.2;3.5;1;7;563;7.07
;Tammela;366;19731231;1973;12;31;3325000;6735000;0.1;2.6;-1.7;0;614;5.68
;Tammela;366;19740101;1974;1;1;3325000;6735000;-4.1;0;-7.1;0;776;4
;Tammela;366;19740102;1974;1;2;3325000;6735000;-3.8;-2;-7.5;0;588;4.25
;Tammela;366;19740103;1974;1;3;3325000;6735000;-0.9;0.4;-2.1;0;607;5.25
;Tammela;366;19740104;1974;1;4;3325000;6735000;-1.3;-0.9;-2.8;0;593;5.44
;Tammela;366;19740105;1974;1;5;3325000;6735000;0;0.5;-1.2;0;564;6.25
;Tammela;366;19740106;1974;1;6;3325000;6735000;0.1;0.6;0.1;0;643;6.08
;Tammela;366;19740107;1974;1;7;3325000;6735000;-1.3;0.5;-2.4;1;659;5.4
;Tammela;366;19740108;1974;1;8;3325000;6735000;-4.4;-2.2;-6;0;670;4.14
;Tammela;366;19740109;1974;1;9;3325000;6735000;-6.4;-5.4;-8.5;0;730;3.53
;Tammela;366;19740110;1974;1;10;3325000;6735000;-6.6;-4.8;-8.5;0;705;3.56
;Tammela;366;19740111;1974;1;11;3325000;6735000;-8.8;-6.4;-10.4;0;1201;2.79
;Tammela;366;19740112;1974;1;12;3325000;6735000;-9.2;-8.4;-12.3;0;860;2.57
;Tammela;366;19740113;1974;1;13;3325000;6735000;-6.4;-5.1;-8.9;0;755;3.62
;Tammela;366;19740114;1974;1;14;3325000;6735000;-4;-3.1;-5.8;0;935;3.42
;Tammela;366;19740115;1974;1;15;3325000;6735000;-3;-1.7;-4.3;16;804;4.43
;Tammela;366;19740116;1974;1;16;3325000;6735000;-1.5;1;-4.1;1;784;5.22
;Tammela;366;19740117;1974;1;17;3325000;6735000;-1;0.1;-2.1;0;802;5.48
;Tammela;366;19740118;1974;1;18;3325000;6735000;-1.5;-0.9;-2.6;10;773;5.15
;Tammela;366;19740119;1974;1;19;3325000;6735000;-0.1;1.2;-2.4;0;1264;5.74
;Tammela;366;19740120;1974;1;20;3325000;6735000;-3.5;1.1;-5.8;0;1683;4.16
;Tammela;366;19740121;1974;1;21;3325000;6735000;-4.9;-1;-14.7;0;1031;4.1
;Tammela;366;19740122;1974;1;22;3325000;6735000;-2.9;0.4;-4;0;1655;4.8
;Tammela;366;19740123;1974;1;23;3325000;6735000;-8.2;-3.9;-14.7;0;1823;2.97
;Tammela;366;19740124;1974;1;24;3325000;6735000;-3.6;-0.2;-16.1;6;983;4.72
;Tammela;366;19740125;1974;1;25;3325000;6735000;0;0.4;-0.2;0;978;6.19
;Tammela;366;19740126;1974;1;26;3325000;6735000;-1.2;0.2;-2;6;1044;5.42
;Tammela;366;19740127;1974;1;27;3325000;6735000;-4.8;-1;-7.6;0;1048;4.31
;Tammela;366;19740128;1974;1;28;3325000;6735000;-6.4;-6.6;-8.1;1;1091;3.51
;Tammela;366;19740129;1974;1;29;3325000;6735000;-1.5;0.4;-6.7;13;1022;5.42
;Tammela;366;19740130;1974;1;30;3325000;6735000;0.4;0.9;0.1;1;1144;5.94
;Tammela;366;19740131;1974;1;31;3325000;6735000;0.8;1.6;-0.2;0;1303;6.01
;Tammela;366;19740201;1974;2;1;3325000;6735000;0.2;1.2;-0.1;0;1443;5.99
;Tammela;366;19740202;1974;2;2;3325000;6735000;-0.2;0.5;-1.2;0;1216;5.64
;Tammela;366;19740203;1974;2;3;3325000;6735000;0.8;1.4;-0.4;2;1056;6.36
;Tammela;366;19740204;1974;2;4;3325000;6735000;0.6;1.5;0.1;0;972;6.44
;Tammela;366;19740205;1974;2;5;3325000;6735000;-0.1;0.8;-1.3;0;1278;5.81
;Tammela;366;19740206;1974;2;6;3325000;6735000;-0.6;0.4;-1.7;5;1360;5.34
;Tammela;366;19740207;1974;2;7;3325000;6735000;-0.2;0.4;-1.9;4;1378;5.74
;Tammela;366;19740208;1974;2;8;3325000;6735000;-0.1;0.4;-0.4;7;1455;5.97
;Tammela;366;19740209;1974;2;9;3325000;6735000;-3;0;-3.5;0;1577;4.86
;Tammela;366;19740210;1974;2;10;3325000;6735000;-4.7;-2.2;-11.7;0;2997;3.84
;Tammela;366;19740211;1974;2;11;3325000;6735000;0;1.4;-2.7;9;1315;6.23
;Tammela;366;19740212;1974;2;12;3325000;6735000;2.1;3.3;1.1;0;1547;6.98
;Tammela;366;19740213;1974;2;13;3325000;6735000;1.2;3.8;-0.1;0;3793;6.13
;Tammela;366;19740214;1974;2;14;3325000;6735000;-1.2;1.4;-3.4;0;921;5.54
;Tammela;366;19740215;1974;2;15;3325000;6735000;-0.8;-0.1;-2.6;0;1654;5.71
;Tammela;366;19740216;1974;2;16;3325000;6735000;-0.4;0.1;-0.7;0;1703;5.83
;Tammela;366;19740217;1974;2;17;3325000;6735000;0;0.9;-1.1;0;1621;5.82
;Tammela;366;19740218;1974;2;18;3325000;6735000;-1.4;0.4;-2.5;1;1313;5.78
;Tammela;366;19740219;1974;2;19;3325000;6735000;-4.7;-1.8;-7.6;0;1952;4.07
;Tammela;366;19740220;1974;2;20;3325000;6735000;-3.7;-2.4;-6.2;3;2397;3.94
;Tammela;366;19740221;1974;2;21;3325000;6735000;-0.8;0.6;-7.1;0;1770;5.53
;Tammela;366;19740222;1974;2;22;3325000;6735000;0.7;1.4;0.3;3;1962;6.46
;Tammela;366;19740223;1974;2;23;3325000;6735000;-1.1;0.8;-0.7;8;2043;6.04
;Tammela;366;19740224;1974;2;24;3325000;6735000;-2.9;0.3;-8.6;0;4608;4.66
;Tammela;366;19740225;1974;2;25;3325000;6735000;-2.3;-0.3;-8.9;0;2583;4.76
;Tammela;366;19740226;1974;2;26;3325000;6735000;-0.9;0.7;-3.3;0;2229;5.63
;Tammela;366;19740227;1974;2;27;3325000;6735000;-1.2;0.1;-2.5;0;1710;5.37
;Tammela;366;19740228;1974;2;28;3325000;6735000;-1.2;0.2;-1.7;0;2392;5.56
;Tammela;366;19740301;1974;3;1;3325000;6735000;-2.7;-0.3;-5.5;0;4664;4.75
;Tammela;366;19740302;1974;3;2;3325000;6735000;-2.4;-0.6;-3.5;0;4341;4.45
;Tammela;366;19740303;1974;3;3;3325000;6735000;-3.9;-0.6;-7.8;0;4758;4.23
;Tammela;366;19740304;1974;3;4;3325000;6735000;-4.3;0;-8.1;0;5597;4.25
;Tammela;366;19740305;1974;3;5;3325000;6735000;-5.3;-0.5;-10.9;0;7831;3.64
;Tammela;366;19740306;1974;3;6;3325000;6735000;-4.1;3;-9.6;0;8378;3.45
;Tammela;366;19740307;1974;3;7;3325000;6735000;-6.2;0.9;-13.4;0;8230;3.35
;Tammela;366;19740308;1974;3;8;3325000;6735000;-4.1;-2.4;-5.6;0;2510;3.77
;Tammela;366;19740309;1974;3;9;3325000;6735000;-6.8;0.5;-12.8;0;8956;3.17
;Tammela;366;19740310;1974;3;10;3325000;6735000;-8.3;0.2;-16.7;0;6001;2.9
;Tammela;366;19740311;1974;3;11;3325000;6735000;-4.1;1.9;-11.9;0;5310;3.87
;Tammela;366;19740312;1974;3;12;3325000;6735000;-2.2;4.3;-6.5;0;8914;4.27
;Tammela;366;19740313;1974;3;13;3325000;6735000;-5;2.8;-12.8;0;7098;3.53
;Tammela;366;19740314;1974;3;14;3325000;6735000;-1;2.1;-3.9;0;3753;4.98
;Tammela;366;19740315;1974;3;15;3325000;6735000;-1.8;-0.1;-4.2;1;3977;4.76
;Tammela;366;19740316;1974;3;16;3325000;6735000;-1.6;0.9;-3.7;0;5455;4.69
;Tammela;366;19740317;1974;3;17;3325000;6735000;-1.3;0.8;-6.8;3;3808;5.52
;Tammela;366;19740318;1974;3;18;3325000;6735000;0.6;1.3;-1.4;0;3187;6.23
;Tammela;366;19740319;1974;3;19;3325000;6735000;0.7;2.8;-0.3;0;4060;5.56
;Tammela;366;19740320;1974;3;20;3325000;6735000;-1.6;4.6;-7.9;0;7285;5.13
;Tammela;366;19740321;1974;3;21;3325000;6735000;0.6;1.2;-0.2;18;2399;6.01
;Tammela;366;19740322;1974;3;22;3325000;6735000;-0.9;1.2;-2.7;0;3803;5.2
;Tammela;366;19740323;1974;3;23;3325000;6735000;-1.9;4;-7.2;0;12456;4.14
;Tammela;366;19740324;1974;3;24;3325000;6735000;-3.7;4.4;-13.3;0;7228;3.51
;Tammela;366;19740325;1974;3;25;3325000;6735000;1.6;7;-3.2;0;11716;4.97
;Tammela;366;19740326;1974;3;26;3325000;6735000;0.6;7.2;-5.1;0;13038;4.62
;Tammela;366;19740327;1974;3;27;3325000;6735000;0.3;7.8;-7.8;0;12967;4.8
;Tammela;366;19740328;1974;3;28;3325000;6735000;1.5;8.5;-4;0;12020;4.98
;Tammela;366;19740329;1974;3;29;3325000;6735000;1;7.8;-5.3;0;13920;4.74
;Tammela;366;19740330;1974;3;30;3325000;6735000;0.6;8.6;-6.8;0;14429;4.57
;Tammela;366;19740331;1974;3;31;3325000;6735000;1.5;10.8;-6.8;0;14629;4.84
;Tammela;366;19740401;1974;4;1;3325000;6735000;2.5;12.4;-5.3;0;14912;4.87
;Tammela;366;19740402;1974;4;2;3325000;6735000;2.3;11;-5.1;0;15387;4.88
;Tammela;366;19740403;1974;4;3;3325000;6735000;2.2;10.4;-5.2;0;13938;5.15
;Tammela;366;19740404;1974;4;4;3325000;6735000;2.4;8.8;-4.7;0;14741;5.22
;Tammela;366;19740405;1974;4;5;3325000;6735000;4;8.7;-0.3;0;13957;5.42
;Tammela;366;19740406;1974;4;6;3325000;6735000;4.6;9.6;0.4;0;14772;6.34
;Tammela;366;19740407;1974;4;7;3325000;6735000;5;10.9;-1.2;0;15048;5.77
;Tammela;366;19740408;1974;4;8;3325000;6735000;4.4;8.8;0.1;0;10808;6.55
;Tammela;366;19740409;1974;4;9;3325000;6735000;-0.2;4.6;-2.7;0;15311;3.4
;Tammela;366;19740410;1974;4;10;3325000;6735000;-0.7;3.2;-4.7;9;9644;4.87
;Tammela;366;19740411;1974;4;11;3325000;6735000;-2.7;-0.1;-4.5;2;5103;4.3
;Tammela;366;19740412;1974;4;12;3325000;6735000;-3.8;2.8;-11.7;0;15805;3.42
;Tammela;366;19740413;1974;4;13;3325000;6735000;-2.9;2.9;-10.8;0;16860;3.1
;Tammela;366;19740414;1974;4;14;3325000;6735000;-2;5;-10.9;0;16827;3.65
;Tammela;366;19740415;1974;4;15;3325000;6735000;1.7;6.5;-2.6;0;12763;5.13
;Tammela;366;19740416;1974;4;16;3325000;6735000;0.8;6.2;-4.6;0;15605;4.86
;Tammela;366;19740417;1974;4;17;3325000;6735000;1.8;6.9;-3.7;0;17728;3.92
;Tammela;366;19740418;1974;4;18;3325000;6735000;2.4;6.3;-0.1;0;14503;4.87
;Tammela;366;19740419;1974;4;19;3325000;6735000;1.3;6.4;-4.3;0;16232;3.94
;Tammela;366;19740420;1974;4;20;3325000;6735000;3.3;8.5;0.2;0;8960;6.2
;Tammela;366;19740421;1974;4;21;3325000;6735000;1.5;5.7;-3.7;0;14428;4.44
;Tammela;366;19740422;1974;4;22;3325000;6735000;0.1;4.5;-6.7;0;20528;3.12
;Tammela;366;19740423;1974;4;23;3325000;6735000;1.6;6.6;-4.1;0;16058;3.9
;Tammela;366;19740424;1974;4;24;3325000;6735000;0.7;5.5;-3.8;0;20671;3.17
;Tammela;366;19740425;1974;4;25;3325000;6735000;0.6;5.1;-5.1;0;19433;3.64
;Tammela;366;19740426;1974;4;26;3325000;6735000;2.5;8.4;-5.4;0;21779;3.76
;Tammela;366;19740427;1974;4;27;3325000;6735000;5.2;12.6;-5.4;0;19835;4.56
;Tammela;366;19740428;1974;4;28;3325000;6735000;7.5;13.9;-0.2;0;21516;5.34
;Tammela;366;19740429;1974;4;29;3325000;6735000;7.8;15.8;-2.5;0;21180;5.58
;Tammela;366;19740430;1974;4;30;3325000;6735000;6.9;14;-1.9;0;21091;5.95
;Tammela;366;19740501;1974;5;1;3325000;6735000;7.4;13.7;1;0;21144;5.36
;Tammela;366;19740502;1974;5;2;3325000;6735000;7.3;13.2;-1.4;0;23436;4.99
;Tammela;366;19740503;1974;5;3;3325000;6735000;5.4;10.2;-0.7;0;16684;4.85
;Tammela;366;19740504;1974;5;4;3325000;6735000;2.8;6.6;0;0;15486;4.01
;Tammela;366;19740505;1974;5;5;3325000;6735000;1.4;6.3;-3.8;0;22389;3.65
;Tammela;366;19740506;1974;5;6;3325000;6735000;3.7;10.3;-6.7;0;25086;3.52
;Tammela;366;19740507;1974;5;7;3325000;6735000;3.7;7.9;-1.3;8;13635;4.71
;Tammela;366;19740508;1974;5;8;3325000;6735000;2.5;4.2;0.6;1;6953;7.14
;Tammela;366;19740509;1974;5;9;3325000;6735000;2.9;3.9;1.8;0;7392;7.22
;Tammela;366;19740510;1974;5;10;3325000;6735000;5.5;11;1.6;0;14853;5.94
;Tammela;366;19740511;1974;5;11;3325000;6735000;6.3;12.3;-2.7;0;23829;5.36
;Tammela;366;19740512;1974;5;12;3325000;6735000;6.1;11.8;-2.9;0;26219;4.62
;Tammela;366;19740513;1974;5;13;3325000;6735000;7.9;14.7;-3.3;0;25355;4.51
;Tammela;366;19740514;1974;5;14;3325000;6735000;8.9;15.6;-2.7;0;25444;4.59
;Tammela;366;19740515;1974;5;15;3325000;6735000;7.7;12.7;-0.1;0;8568;5.86
;Tammela;366;19740516;1974;5;16;3325000;6735000;12.3;16.9;7.3;0;17837;8.49
;Tammela;366;19740517;1974;5;17;3325000;6735000;15.8;23.1;3.1;0;22982;6.86
