OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa
;Tammela;366;19610101;1961;1;1;3325000;6735000;-3;-2.6;-4;1;585;-999
;Tammela;366;19610102;1961;1;2;3325000;6735000;-1.6;-0.4;-4.1;3;591;5.11
;Tammela;366;19610103;1961;1;3;3325000;6735000;-0.9;0.1;-1.4;0;604;5.57
;Tammela;366;19610104;1961;1;4;3325000;6735000;-1.6;-1.3;-3.1;6;603;4.89
;Tammela;366;19610105;1961;1;5;3325000;6735000;0.4;2.1;-1.9;1;628;6.19
;Tammela;366;19610106;1961;1;6;3325000;6735000;-1.1;0.8;-2.5;2;748;5.43
;Tammela;366;19610107;1961;1;7;3325000;6735000;-1;-0.1;-4.7;2;687;5.36
;Tammela;366;19610108;1961;1;8;3325000;6735000;-3;0.3;-5.1;1;669;5.27
;Tammela;366;19610109;1961;1;9;3325000;6735000;-11.9;-4.8;-16.4;0;793;2.33
;Tammela;366;19610110;1961;1;10;3325000;6735000;-8.3;-1.7;-20.3;6;744;3.15
;Tammela;366;19610111;1961;1;11;3325000;6735000;-0.7;0.3;-1.5;3;723;5.97
;Tammela;366;19610112;1961;1;12;3325000;6735000;-3.2;0.1;-7.3;1;793;4.39
;Tammela;366;19610113;1961;1;13;3325000;6735000;-1;0.2;-6;6;754;5.6
;Tammela;366;19610114;1961;1;14;3325000;6735000;-0.9;-0.1;-3.9;0;897;5.34
;Tammela;366;19610115;1961;1;15;3325000;6735000;-0.9;2.2;-3.5;0;1008;5.64
;Tammela;366;19610116;1961;1;16;3325000;6735000;-10.7;0.7;-17;0;1433;2.36
;Tammela;366;19610117;1961;1;17;3325000;6735000;-16.9;-16.3;-23.6;0;1500;1.12
;Tammela;366;19610118;1961;1;18;3325000;6735000;-4.8;-0.2;-19.6;0;859;4.77
;Tammela;366;19610119;1961;1;19;3325000;6735000;-3.3;-1.2;-3.2;0;870;4.47
;Tammela;366;19610120;1961;1;20;3325000;6735000;-9.9;-3.3;-13.2;0;1492;2.94
;Tammela;366;19610121;1961;1;21;3325000;6735000;-11;-6.7;-17.2;0;895;2.48
;Tammela;366;19610122;1961;1;22;3325000;6735000;-8.9;-6.6;-10.7;0;1681;2.74
;Tammela;366;19610123;1961;1;23;3325000;6735000;-9.8;-7.4;-11.1;0;963;2.79
;Tammela;366;19610124;1961;1;24;3325000;6735000;-13.8;-7.6;-16.1;0;1766;1.77
;Tammela;366;19610125;1961;1;25;3325000;6735000;-13.1;-11.3;-18.7;0;1655;1.9
;Tammela;366;19610126;1961;1;26;3325000;6735000;-5.2;-2;-12.6;0;1180;3.99
;Tammela;366;19610127;1961;1;27;3325000;6735000;-2.3;-1.9;-4;0;1163;4.34
;Tammela;366;19610128;1961;1;28;3325000;6735000;-1;0.9;-4;0;1093;5.07
;Tammela;366;19610129;1961;1;29;3325000;6735000;0.4;1.1;-2.3;4;1179;5.73
;Tammela;366;19610130;1961;1;30;3325000;6735000;0.8;2.7;0.3;5;1165;6.67
;Tammela;366;19610131;1961;1;31;3325000;6735000;-1.6;1.8;-2.5;0;1228;4.93
;Tammela;366;19610201;1961;2;1;3325000;6735000;-0.5;0.8;-2.3;0;1210;5.58
;Tammela;366;19610202;1961;2;2;3325000;6735000;0;0.5;-0.6;1;1382;5.71
;Tammela;366;19610203;1961;2;3;3325000;6735000;0;0.6;-0.3;0;1311;5.85
;Tammela;366;19610204;1961;2;4;3325000;6735000;-2;0.2;-2.1;1;1716;5.08
;Tammela;366;19610205;1961;2;5;3325000;6735000;-6.7;-1.8;-8.5;0;2004;3.59
;Tammela;366;19610206;1961;2;6;3325000;6735000;-6.2;-2.4;-13.1;4;1794;3.22
;Tammela;366;19610207;1961;2;7;3325000;6735000;-0.6;0.1;-2.4;4;1391;5.58
;Tammela;366;19610208;1961;2;8;3325000;6735000;-1.9;1.1;-0.4;0;2248;5.6
;Tammela;366;19610209;1961;2;9;3325000;6735000;-7.3;-0.6;-13.4;0;3322;3.21
;Tammela;366;19610210;1961;2;10;3325000;6735000;-5.7;-4.1;-11.9;4;1522;3.79
;Tammela;366;19610211;1961;2;11;3325000;6735000;-0.1;1.7;-5.1;0;1539;6.31
;Tammela;366;19610212;1961;2;12;3325000;6735000;-1;1.7;-3;0;2242;5.7
;Tammela;366;19610213;1961;2;13;3325000;6735000;-3.5;-1.6;-7.9;0;3773;4.08
;Tammela;366;19610214;1961;2;14;3325000;6735000;0;2.2;-8;0;1646;6.41
;Tammela;366;19610215;1961;2;15;3325000;6735000;0.4;2.8;-1.9;0;4151;5.51
;Tammela;366;19610216;1961;2;16;3325000;6735000;-0.4;2.7;-6;0;1778;5.26
;Tammela;366;19610217;1961;2;17;3325000;6735000;1.5;4.6;0;0;3232;6.13
;Tammela;366;19610218;1961;2;18;3325000;6735000;1.3;4.5;0.1;0;3348;6.21
;Tammela;366;19610219;1961;2;19;3325000;6735000;-0.6;1.5;-2.7;0;2924;5.42
;Tammela;366;19610220;1961;2;20;3325000;6735000;0.1;3.8;-3.1;0;1934;5.74
;Tammela;366;19610221;1961;2;21;3325000;6735000;1.1;5.8;-1.8;0;4848;5.48
;Tammela;366;19610222;1961;2;22;3325000;6735000;0.2;5;-3.2;0;5111;4.68
;Tammela;366;19610223;1961;2;23;3325000;6735000;-1.7;3.7;-3;0;4021;5.18
;Tammela;366;19610224;1961;2;24;3325000;6735000;-1.7;5.8;-8.2;0;5472;4.82
;Tammela;366;19610225;1961;2;25;3325000;6735000;-1;0;-3.7;0;2177;5.5
;Tammela;366;19610226;1961;2;26;3325000;6735000;-0.5;-0.4;-1.4;0;2506;5.46
;Tammela;366;19610227;1961;2;27;3325000;6735000;0.8;2.4;-0.8;4;2445;6.67
;Tammela;366;19610228;1961;2;28;3325000;6735000;0.9;4;-0.6;0;4160;5.81
;Tammela;366;19610301;1961;3;1;3325000;6735000;-1.7;1.9;-3.5;0;6014;5.53
;Tammela;366;19610302;1961;3;2;3325000;6735000;-0.2;1.5;-2.7;0;2436;5.51
;Tammela;366;19610303;1961;3;3;3325000;6735000;-0.6;1;-5;0;2072;5.78
;Tammela;366;19610304;1961;3;4;3325000;6735000;1.8;3.3;0.2;2;2582;6.56
;Tammela;366;19610305;1961;3;5;3325000;6735000;1.9;3.7;0.1;0;6467;5.33
;Tammela;366;19610306;1961;3;6;3325000;6735000;3.9;8.6;0.1;0;7340;5.87
;Tammela;366;19610307;1961;3;7;3325000;6735000;2.1;4.7;-1.3;0;4233;4.86
;Tammela;366;19610308;1961;3;8;3325000;6735000;-1.9;0.8;-5.9;1;7264;4.29
;Tammela;366;19610309;1961;3;9;3325000;6735000;3.4;7.2;-0.5;0;3941;6.47
;Tammela;366;19610310;1961;3;10;3325000;6735000;5;11.8;1.3;0;6572;7.01
;Tammela;366;19610311;1961;3;11;3325000;6735000;3;5.6;0.4;0;4642;5.62
;Tammela;366;19610312;1961;3;12;3325000;6735000;2.4;6.1;-0.3;5;7101;5.48
;Tammela;366;19610313;1961;3;13;3325000;6735000;0;1.7;-2.4;0;6845;4.72
;Tammela;366;19610314;1961;3;14;3325000;6735000;-2.1;1.8;-7.9;4;5810;3.73
;Tammela;366;19610315;1961;3;15;3325000;6735000;-0.2;1.5;-1.9;0;4265;4.51
;Tammela;366;19610316;1961;3;16;3325000;6735000;-2.1;2;-5;0;4340;4.19
;Tammela;366;19610317;1961;3;17;3325000;6735000;-0.4;1.1;-2.4;0;3791;5.45
;Tammela;366;19610318;1961;3;18;3325000;6735000;-1.5;1.2;-4.7;17;3253;5.28
;Tammela;366;19610319;1961;3;19;3325000;6735000;-6.1;-3.5;-7.9;0;7814;2.73
;Tammela;366;19610320;1961;3;20;3325000;6735000;-6;0.8;-12.2;0;9476;3.18
;Tammela;366;19610321;1961;3;21;3325000;6735000;-7.2;-0.9;-14.6;0;11886;2.53
;Tammela;366;19610322;1961;3;22;3325000;6735000;-7.4;1.2;-17.5;3;12034;2.43
;Tammela;366;19610323;1961;3;23;3325000;6735000;1.5;5.8;-4.6;0;6925;5.67
;Tammela;366;19610324;1961;3;24;3325000;6735000;0.7;3.7;-1;0;9324;4.29
;Tammela;366;19610325;1961;3;25;3325000;6735000;-0.5;2.9;-3.2;0;10335;4.11
;Tammela;366;19610326;1961;3;26;3325000;6735000;1.8;3.9;-1.9;1;4136;6.33
;Tammela;366;19610327;1961;3;27;3325000;6735000;0.9;3;-0.3;0;6516;4.89
;Tammela;366;19610328;1961;3;28;3325000;6735000;-1.6;0.6;-3.8;1;6249;4.49
;Tammela;366;19610329;1961;3;29;3325000;6735000;-3.5;2.3;-10.8;1;9856;3.89
;Tammela;366;19610330;1961;3;30;3325000;6735000;-2.9;-1.6;-5.3;10;3253;4.51
;Tammela;366;19610331;1961;3;31;3325000;6735000;-3.4;1.3;-5.3;0;10361;3.48
;Tammela;366;19610401;1961;4;1;3325000;6735000;-7.1;2.5;-17.9;0;8849;3.44
;Tammela;366;19610402;1961;4;2;3325000;6735000;-4.7;4.1;-14.1;0;13285;3.35
;Tammela;366;19610403;1961;4;3;3325000;6735000;-3;4.7;-10.2;0;11894;4.2
;Tammela;366;19610404;1961;4;4;3325000;6735000;-1.9;2.7;-7.5;1;8183;4.72
;Tammela;366;19610405;1961;4;5;3325000;6735000;-1.9;3.1;-5.9;2;7476;4.61
;Tammela;366;19610406;1961;4;6;3325000;6735000;0.4;1.9;-1.4;1;5122;5.74
;Tammela;366;19610407;1961;4;7;3325000;6735000;0.6;0.8;0;6;4430;6.1
;Tammela;366;19610408;1961;4;8;3325000;6735000;0.5;4.4;-1.3;0;8814;4.83
;Tammela;366;19610409;1961;4;9;3325000;6735000;-1.1;3.4;-7.1;0;15091;3.78
;Tammela;366;19610410;1961;4;10;3325000;6735000;-1.3;2.5;-5.2;3;10693;4.2
;Tammela;366;19610411;1961;4;11;3325000;6735000;-2;4.1;-7.4;0;15247;3.54
;Tammela;366;19610412;1961;4;12;3325000;6735000;-3.3;3.8;-11.9;3;15669;3.53
;Tammela;366;19610413;1961;4;13;3325000;6735000;-0.6;0.7;-1.9;1;5315;4.91
;Tammela;366;19610414;1961;4;14;3325000;6735000;1;3.7;-3.7;0;4948;6.64
;Tammela;366;19610415;1961;4;15;3325000;6735000;4.5;7;2.3;1;5133;8.56
;Tammela;366;19610416;1961;4;16;3325000;6735000;5.2;9.4;2.6;0;13707;6.8
;Tammela;366;19610417;1961;4;17;3325000;6735000;4.8;11.7;-1.8;0;17260;5.22
;Tammela;366;19610418;1961;4;18;3325000;6735000;6;12.7;-0.7;0;18700;5.47
;Tammela;366;19610419;1961;4;19;3325000;6735000;3.3;8.5;-1;0;11656;4.89
;Tammela;366;19610420;1961;4;20;3325000;6735000;1.4;6;-3.1;0;18613;3.75
;Tammela;366;19610421;1961;4;21;3325000;6735000;1.8;9;-6.1;0;20377;3.99
;Tammela;366;19610422;1961;4;22;3325000;6735000;4.6;11.5;-2.1;0;18531;4.61
;Tammela;366;19610423;1961;4;23;3325000;6735000;6.3;15.4;-3.9;0;20937;5.32
;Tammela;366;19610424;1961;4;24;3325000;6735000;8.9;17.2;0.1;0;18938;6.42
;Tammela;366;19610425;1961;4;25;3325000;6735000;10;18.7;-1.5;0;22317;6.54
;Tammela;366;19610426;1961;4;26;3325000;6735000;10.4;18.9;-1.1;0;21510;6
;Tammela;366;19610427;1961;4;27;3325000;6735000;7.9;14.7;-1.5;0;19702;5.87
;Tammela;366;19610428;1961;4;28;3325000;6735000;2.6;7.8;-2.6;0;17424;3.88
;Tammela;366;19610429;1961;4;29;3325000;6735000;2.3;8.7;-6.8;0;18278;4.05
;Tammela;366;19610430;1961;4;30;3325000;6735000;4;8.5;-0.8;0;17202;4.5
;Tammela;366;19610501;1961;5;1;3325000;6735000;2.4;9.7;-6.3;0;22282;3.66
;Tammela;366;19610502;1961;5;2;3325000;6735000;4;11.1;-4.6;0;15147;4.37
;Tammela;366;19610503;1961;5;3;3325000;6735000;7.2;15.3;-3.4;0;18909;5.43
;Tammela;366;19610504;1961;5;4;3325000;6735000;8.3;16.9;-1.4;1;15340;7.37
;Tammela;366;19610505;1961;5;5;3325000;6735000;9.7;15.5;6.2;0;14421;9.32
;Tammela;366;19610506;1961;5;6;3325000;6735000;7.9;11.1;5.3;8;7225;9.81
;Tammela;366;19610507;1961;5;7;3325000;6735000;9.5;14.1;6.6;1;15291;9.47
;Tammela;366;19610508;1961;5;8;3325000;6735000;7.3;10.6;3.6;9;8859;10.07
;Tammela;366;19610509;1961;5;9;3325000;6735000;7.3;11.2;4.7;0;9630;8.64
;Tammela;366;19610510;1961;5;10;3325000;6735000;9;14.2;4.2;1;17242;7.88
;Tammela;366;19610511;1961;5;11;3325000;6735000;6.1;8.5;3.5;0;9220;7.55
;Tammela;366;19610512;1961;5;12;3325000;6735000;8.1;11.8;4.8;0;9894;9.15
;Tammela;366;19610513;1961;5;13;3325000;6735000;7.6;11.2;4.8;0;9146;8.79
;Tammela;366;19610514;1961;5;14;3325000;6735000;8.6;12.4;6.3;3;10893;9.91
;Tammela;366;19610515;1961;5;15;3325000;6735000;10;14.3;6.9;0;12100;8.96
;Tammela;366;19610516;1961;5;16;3325000;6735000;9.1;12.9;5.5;0;14191;8.56
;Tammela;366;19610517;1961;5;17;3325000;6735000;9.1;14.2;3.3;0;22674;6.99
;Tammela;366;19610518;1961;5;18;3325000;6735000;8.6;14.5;0.8;0;15193;7.75
;Tammela;366;19610519;1961;5;19;3325000;6735000;8.6;14.5;2.7;1;11924;8.81
;Tammela;366;19610520;1961;5;20;3325000;6735000;8.3;10.4;4.8;9;8881;10.19
;Tammela;366;19610521;1961;5;21;3325000;6735000;8.1;12.1;6.8;1;12300;8.99
;Tammela;366;19610522;1961;5;22;3325000;6735000;7.3;13.1;0.5;0;24016;6.25
;Tammela;366;19610523;1961;5;23;3325000;6735000;9.7;13.8;4.9;0;16150;7.97
;Tammela;366;19610524;1961;5;24;3325000;6735000;9.4;13.6;4.3;0;13942;9.1
;Tammela;366;19610525;1961;5;25;3325000;6735000;11.9;15.8;7.8;0;24933;7.62
;Tammela;366;19610526;1961;5;26;3325000;6735000;11.2;18;1.3;0;22177;7.42
;Tammela;366;19610527;1961;5;27;3325000;6735000;11.3;18.4;0.3;1;19214;7.72
;Tammela;366;19610528;1961;5;28;3325000;6735000;14.7;22.1;7;0;20826;10.67
;Tammela;366;19610529;1961;5;29;3325000;6735000;18.2;25.7;8;0;24090;12.78
;Tammela;366;19610530;1961;5;30;3325000;6735000;20.6;27.2;12.9;0;20346;14.48
;Tammela;366;19610531;1961;5;31;3325000;6735000;21.1;28.1;13.6;0;24807;12.95
;Tammela;366;19610601;1961;6;1;3325000;6735000;20.6;27.3;10.2;0;26722;12.07
;Tammela;366;19610602;1961;6;2;3325000;6735000;20.8;26.7;13.5;0;20225;14.58
;Tammela;366;19610603;1961;6;3;3325000;6735000;19.9;26.9;14.1;0;21154;12.73
;Tammela;366;19610604;1961;6;4;3325000;6735000;19.8;26.9;8.7;0;27795;10.88
;Tammela;366;19610605;1961;6;5;3325000;6735000;20.3;27.8;8.5;0;28088;11.58
;Tammela;366;19610606;1961;6;6;3325000;6735000;20.7;27.6;9.6;0;27459;12.4
;Tammela;366;19610607;1961;6;7;3325000;6735000;20.6;27.4;9.5;0;26840;12.65
;Tammela;366;19610608;1961;6;8;3325000;6735000;20.9;27.4;11.3;1;22375;14.57
;Tammela;366;19610609;1961;6;9;3325000;6735000;18.1;22.9;15.3;0;12875;16.65
;Tammela;366;19610610;1961;6;10;3325000;6735000;18.3;23.8;12.6;0;22595;14.77
;Tammela;366;19610611;1961;6;11;3325000;6735000;19;26.3;11.5;5;19408;17.13
;Tammela;366;19610612;1961;6;12;3325000;6735000;18.7;24.4;14.1;17;18653;18.04
;Tammela;366;19610613;1961;6;13;3325000;6735000;18.9;24.8;13;1;20454;16.77
;Tammela;366;19610614;1961;6;14;3325000;6735000;17.2;21.7;14.5;0;13971;15.67
;Tammela;366;19610615;1961;6;15;3325000;6735000;17.1;22.8;10.7;10;14613;16.15
;Tammela;366;19610616;1961;6;16;3325000;6735000;17;21.3;14.3;7;16435;16.62
;Tammela;366;19610617;1961;6;17;3325000;6735000;16.6;21.2;11;0;20748;13.87
;Tammela;366;19610618;1961;6;18;3325000;6735000;14.3;17.9;11.9;13;9945;14.55
;Tammela;366;19610619;1961;6;19;3325000;6735000;13.6;17.5;10;2;19205;10.83
;Tammela;366;19610620;1961;6;20;3325000;6735000;12.5;16.2;7;0;21913;8.67
;Tammela;366;19610621;1961;6;21;3325000;6735000;11.1;15.3;5.5;1;15997;10.49
;Tammela;366;19610622;1961;6;22;3325000;6735000;12.2;17.9;6;0;23985;9.86
;Tammela;366;19610623;1961;6;23;3325000;6735000;13.2;16.9;9.2;0;17145;11.84
;Tammela;366;19610624;1961;6;24;3325000;6735000;13;16.7;10.2;9;15989;11.86
;Tammela;366;19610625;1961;6;25;3325000;6735000;12.3;18.2;8.4;1;16874;11.12
;Tammela;366;19610626;1961;6;26;3325000;6735000;14.4;19.6;10.2;0;21836;11.11
;Tammela;366;19610627;1961;6;27;3325000;6735000;12.2;16.4;5.6;15;12471;12.62
;Tammela;366;19610628;1961;6;28;3325000;6735000;13.6;16.2;10.5;0;12942;13.85
;Tammela;366;19610629;1961;6;29;3325000;6735000;14.7;20.7;7.4;0;28236;9.95
;Tammela;366;19610630;1961;6;30;3325000;6735000;13.9;18;10.2;0;27601;8.8
;Tammela;366;19610701;1961;7;1;3325000;6735000;14.5;22;4.9;0;20362;12.39
;Tammela;366;19610702;1961;7;2;3325000;6735000;18.3;24.3;11.2;0;17643;12.97
;Tammela;366;19610703;1961;7;3;3325000;6735000;16.3;22.8;10.4;0;23872;13.49
;Tammela;366;19610704;1961;7;4;3325000;6735000;13.1;18.3;8.8;0;11072;12.68
;Tammela;366;19610705;1961;7;5;3325000;6735000;13.3;17.8;10.5;6;13910;12.97
;Tammela;366;19610706;1961;7;6;3325000;6735000;14.1;17.5;11.6;0;19560;10.84
;Tammela;366;19610707;1961;7;7;3325000;6735000;10.7;16.5;4.3;11;13300;11.25
;Tammela;366;19610708;1961;7;8;3325000;6735000;13.2;17.6;9.5;6;20291;12.14
;Tammela;366;19610709;1961;7;9;3325000;6735000;13.7;20.8;5.1;0;22489;11.05
;Tammela;366;19610710;1961;7;10;3325000;6735000;15.5;22.8;5.7;0;23783;11.75
;Tammela;366;19610711;1961;7;11;3325000;6735000;14.1;18.6;8.7;0;13001;12.39
;Tammela;366;19610712;1961;7;12;3325000;6735000;15.3;19.6;11;0;15205;13.3
;Tammela;366;19610713;1961;7;13;3325000;6735000;16.1;21.5;9.9;0;17902;13.96
;Tammela;366;19610714;1961;7;14;3325000;6735000;16.9;23.8;10.3;4;23318;14.23
;Tammela;366;19610715;1961;7;15;3325000;6735000;16.4;18;12.4;1;10577;16.47
;Tammela;366;19610716;1961;7;16;3325000;6735000;15.9;18.5;13.8;2;10714;16.53
;Tammela;366;19610717;1961;7;17;3325000;6735000;16.9;20.5;14.2;3;11563;17.08
;Tammela;366;19610718;1961;7;18;3325000;6735000;18.7;23.9;13.8;0;18405;16.54
;Tammela;366;19610719;1961;7;19;3325000;6735000;18;23.2;13;1;19982;15.12
;Tammela;366;19610720;1961;7;20;3325000;6735000;16.7;23.3;7.2;0;21871;13.4
;Tammela;366;19610721;1961;7;21;3325000;6735000;15.8;19.8;13;11;8962;16.69
;Tammela;366;19610722;1961;7;22;3325000;6735000;14.9;18.4;12.4;0;12597;13.65
;Tammela;366;19610723;1961;7;23;3325000;6735000;16.3;20.9;12.5;0;15722;13.79
;Tammela;366;19610724;1961;7;24;3325000;6735000;13.6;18;9.6;0;13079;12.62
;Tammela;366;19610725;1961;7;25;3325000;6735000;13.1;20;6.1;4;15675;12.7
;Tammela;366;19610726;1961;7;26;3325000;6735000;12.9;17.5;7.9;11;11614;13.23
;Tammela;366;19610727;1961;7;27;3325000;6735000;14.6;17.4;12.5;9;11181;15
;Tammela;366;19610728;1961;7;28;3325000;6735000;13.4;15.6;11.7;8;13957;13.32
;Tammela;366;19610729;1961;7;29;3325000;6735000;14.4;17.7;11.2;1;12440;13.58
;Tammela;366;19610730;1961;7;30;3325000;6735000;16.4;21.8;11.5;0;15227;13.89
;Tammela;366;19610731;1961;7;31;3325000;6735000;16.3;21.9;8.9;7;14468;14.5
;Tammela;366;19610801;1961;8;1;3325000;6735000;20;25.7;15.4;3;20646;19.6
;Tammela;366;19610802;1961;8;2;3325000;6735000;14.9;19.2;13.2;6;10340;15.08
;Tammela;366;19610803;1961;8;3;3325000;6735000;15.9;19.4;13.1;0;16543;13.83
;Tammela;366;19610804;1961;8;4;3325000;6735000;14.8;18.1;12.6;2;16754;12.38
;Tammela;366;19610805;1961;8;5;3325000;6735000;12.6;16.1;9.6;2;8270;12.99
;Tammela;366;19610806;1961;8;6;3325000;6735000;13.3;18.1;7.6;3;14999;13.19
;Tammela;366;19610807;1961;8;7;3325000;6735000;16.1;21;13.2;0;17509;13.38
;Tammela;366;19610808;1961;8;8;3325000;6735000;14;21.1;7.5;0;17780;11.78
;Tammela;366;19610809;1961;8;9;3325000;6735000;14.5;21.2;7;0;18867;11.76
;Tammela;366;19610810;1961;8;10;3325000;6735000;14.7;20.8;8.3;0;16025;12.25
;Tammela;366;19610811;1961;8;11;3325000;6735000;15.2;21.2;10.2;0;15933;12.2
;Tammela;366;19610812;1961;8;12;3325000;6735000;12;18.9;5.1;3;10905;12.73
;Tammela;366;19610813;1961;8;13;3325000;6735000;12.4;18.3;7.3;1;12258;13.2
;Tammela;366;19610814;1961;8;14;3325000;6735000;13.2;19.8;8.4;0;11874;12.34
;Tammela;366;19610815;1961;8;15;3325000;6735000;13.2;17.5;9.7;1;11222;12.39
;Tammela;366;19610816;1961;8;16;3325000;6735000;13.1;17.8;9.9;13;8957;13.31
;Tammela;366;19610817;1961;8;17;3325000;6735000;13.1;17.4;11.3;5;11416;12.6
;Tammela;366;19610818;1961;8;18;3325000;6735000;12.2;15.4;8.9;1;9996;12.74
;Tammela;366;19610819;1961;8;19;3325000;6735000;10.9;13.6;9.6;21;6435;12.48
;Tammela;366;19610820;1961;8;20;3325000;6735000;10.9;11.9;9.9;13;5795;12.75
;Tammela;366;19610821;1961;8;21;3325000;6735000;11.5;12.9;10.1;0;6237;12.32
;Tammela;366;19610822;1961;8;22;3325000;6735000;13.4;18.8;10.3;1;12133;12.38
;Tammela;366;19610823;1961;8;23;3325000;6735000;11.8;15.5;10.2;0;9923;11.21
;Tammela;366;19610824;1961;8;24;3325000;6735000;10.2;15.5;4.9;0;9255;10.14
;Tammela;366;19610825;1961;8;25;3325000;6735000;10.8;14.7;6.8;8;7180;11.46
;Tammela;366;19610826;1961;8;26;3325000;6735000;9.8;17.1;4.1;0;9182;10.72
;Tammela;366;19610827;1961;8;27;3325000;6735000;11.5;18.5;5.1;5;13150;12.16
;Tammela;366;19610828;1961;8;28;3325000;6735000;12.3;16.2;10.5;2;8388;11.68
;Tammela;366;19610829;1961;8;29;3325000;6735000;13.7;19.2;10.5;0;15361;11.62
;Tammela;366;19610830;1961;8;30;3325000;6735000;11.7;18.6;5.7;0;10409;11.55
;Tammela;366;19610831;1961;8;31;3325000;6735000;15.6;24.3;7.6;0;13966;14.42
;Tammela;366;19610901;1961;9;1;3325000;6735000;13.4;21.5;5.4;0;15047;11.98
;Tammela;366;19610902;1961;9;2;3325000;6735000;12;17.5;7.4;0;15668;9.86
;Tammela;366;19610903;1961;9;3;3325000;6735000;9.6;15.3;4.9;4;8262;10.08
;Tammela;366;19610904;1961;9;4;3325000;6735000;7.1;12.5;2.4;0;13414;8.08
;Tammela;366;19610905;1961;9;5;3325000;6735000;6;12.9;-0.4;0;14278;6.76
;Tammela;366;19610906;1961;9;6;3325000;6735000;5.9;12;-1.6;0;8866;7.44
;Tammela;366;19610907;1961;9;7;3325000;6735000;8.5;9.9;5.6;1;4191;9.88
;Tammela;366;19610908;1961;9;8;3325000;6735000;10.3;12.8;8.6;0;5099;10.91
;Tammela;366;19610909;1961;9;9;3325000;6735000;7.1;11.8;2.6;0;10262;7.63
;Tammela;366;19610910;1961;9;10;3325000;6735000;7.8;12.8;3.1;0;9573;8.21
;Tammela;366;19610911;1961;9;11;3325000;6735000;7.9;11.9;3.3;6;8511;9.03
;Tammela;366;19610912;1961;9;12;3325000;6735000;11.2;13.3;8.4;8;4136;13.23
;Tammela;366;19610913;1961;9;13;3325000;6735000;10.1;12.1;8.7;0;5711;11.01
;Tammela;366;19610914;1961;9;14;3325000;6735000;9.1;12.4;6.9;1;5756;10.31
;Tammela;366;19610915;1961;9;15;3325000;6735000;11.2;12.8;8.6;4;4015;12.67
;Tammela;366;19610916;1961;9;16;3325000;6735000;11.2;14.3;8.7;0;4300;12.03
;Tammela;366;19610917;1961;9;17;3325000;6735000;13.1;17.6;6.8;0;4884;13.69
;Tammela;366;19610918;1961;9;18;3325000;6735000;13.5;16.5;11.2;0;9961;9.69
;Tammela;366;19610919;1961;9;19;3325000;6735000;11.1;15.7;7.9;0;8313;9.37
;Tammela;366;19610920;1961;9;20;3325000;6735000;7.3;14.7;0.7;0;12152;8.03
;Tammela;366;19610921;1961;9;21;3325000;6735000;6.4;14.3;-1;0;12725;8.27
;Tammela;366;19610922;1961;9;22;3325000;6735000;7.6;14.1;0.4;0;6351;9.53
;Tammela;366;19610923;1961;9;23;3325000;6735000;9.7;17.5;4.3;0;7515;10.69
;Tammela;366;19610924;1961;9;24;3325000;6735000;8.6;14.7;2.6;0;6982;10.04
;Tammela;366;19610925;1961;9;25;3325000;6735000;10.5;15.3;7.2;0;7258;10.19
;Tammela;366;19610926;1961;9;26;3325000;6735000;8.7;13.2;2.8;0;4932;10.09
;Tammela;366;19610927;1961;9;27;3325000;6735000;7.2;14.5;2.1;0;9945;8.29
;Tammela;366;19610928;1961;9;28;3325000;6735000;5.3;12.8;-0.8;0;8620;8.38
;Tammela;366;19610929;1961;9;29;3325000;6735000;9.3;14.5;3.2;0;7270;10.84
;Tammela;366;19610930;1961;9;30;3325000;6735000;9.7;15.8;6.3;0;9832;10.26
;Tammela;366;19611001;1961;10;1;3325000;6735000;6.8;15.6;2;0;8278;9.36
;Tammela;366;19611002;1961;10;2;3325000;6735000;7.7;15;-0.1;0;9066;9.7
;Tammela;366;19611003;1961;10;3;3325000;6735000;9.9;12;6;0;3008;11.16
;Tammela;366;19611004;1961;10;4;3325000;6735000;9.6;11.2;8.3;0;2482;10.03
;Tammela;366;19611005;1961;10;5;3325000;6735000;8.8;11.3;7.3;0;3701;9.47
;Tammela;366;19611006;1961;10;6;3325000;6735000;8;12;5.4;0;4792;9.07
;Tammela;366;19611007;1961;10;7;3325000;6735000;6.8;12.1;3.1;0;3156;9.05
;Tammela;366;19611008;1961;10;8;3325000;6735000;5.6;12.6;-0.5;0;6242;7.74
;Tammela;366;19611009;1961;10;9;3325000;6735000;8.2;12.6;2.4;0;6815;9.14
;Tammela;366;19611010;1961;10;10;3325000;6735000;12.1;13.6;9.3;0;2386;12.65
;Tammela;366;19611011;1961;10;11;3325000;6735000;13.2;14.8;12.8;1;2297;14.17
;Tammela;366;19611012;1961;10;12;3325000;6735000;11;13.6;9.1;0;6143;10.75
;Tammela;366;19611013;1961;10;13;3325000;6735000;7.5;12.2;5.2;0;5088;8.74
;Tammela;366;19611014;1961;10;14;3325000;6735000;6.5;10.7;2.3;1;5795;8.07
;Tammela;366;19611015;1961;10;15;3325000;6735000;6.5;9.7;5.5;1;2549;9.52
;Tammela;366;19611016;1961;10;16;3325000;6735000;6.9;9.1;3.2;0;2693;9.49
