OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;
;;;Nurmijärvi;229;19610101;1961;1;1;3385000;6705000;-2.8;-2.4;-3.3;1;590;-999;;
;;;Nurmijärvi;229;19610102;1961;1;2;3385000;6705000;-1.5;0;-4.3;1;578;5.22;;
;;;Nurmijärvi;229;19610103;1961;1;3;3385000;6705000;-1;0.2;-1.4;1;611;5.55;;
;;;Nurmijärvi;229;19610104;1961;1;4;3385000;6705000;-1;-0.9;-4.7;6;576;5.04;;
;;;Nurmijärvi;229;19610105;1961;1;5;3385000;6705000;1.1;2.3;-0.9;5;634;6.63;;
;;;Nurmijärvi;229;19610106;1961;1;6;3385000;6705000;0.2;1.6;-0.4;4;619;5.88;;
;;;Nurmijärvi;229;19610107;1961;1;7;3385000;6705000;-0.2;0.3;-3.2;0;669;5.47;;
;;;Nurmijärvi;229;19610108;1961;1;8;3385000;6705000;-0.9;0.4;-0.7;2;669;5.88;;
;;;Nurmijärvi;229;19610109;1961;1;9;3385000;6705000;-6;-1.3;-8.3;0;794;3.78;;
;;;Nurmijärvi;229;19610110;1961;1;10;3385000;6705000;-5.4;-0.4;-14.6;3;812;3.87;;
;;;Nurmijärvi;229;19610111;1961;1;11;3385000;6705000;0.1;1.2;-0.4;4;734;6.12;;
;;;Nurmijärvi;229;19610112;1961;1;12;3385000;6705000;-2.7;0.2;-8.1;1;732;4.69;;
;;;Nurmijärvi;229;19610113;1961;1;13;3385000;6705000;-1;0.3;-6.7;7;762;5.66;;
;;;Nurmijärvi;229;19610114;1961;1;14;3385000;6705000;-0.2;0.3;-1.5;1;838;5.4;;
;;;Nurmijärvi;229;19610115;1961;1;15;3385000;6705000;-0.8;2.3;-1.7;1;992;5.51;;
;;;Nurmijärvi;229;19610116;1961;1;16;3385000;6705000;-10;0.8;-14.7;0;1360;2.52;;
;;;Nurmijärvi;229;19610117;1961;1;17;3385000;6705000;-15.4;-13.6;-21.2;0;1523;1.19;;
;;;Nurmijärvi;229;19610118;1961;1;18;3385000;6705000;-5.3;-0.3;-21.9;0;840;4.65;;
;;;Nurmijärvi;229;19610119;1961;1;19;3385000;6705000;-3;-0.4;-2.9;0;854;4.71;;
;;;Nurmijärvi;229;19610120;1961;1;20;3385000;6705000;-8.1;-2.7;-10.2;0;1516;3.07;;
;;;Nurmijärvi;229;19610121;1961;1;21;3385000;6705000;-9;-6;-13.4;0;877;2.78;;
;;;Nurmijärvi;229;19610122;1961;1;22;3385000;6705000;-8.9;-6;-12.1;0;1366;2.84;;
;;;Nurmijärvi;229;19610123;1961;1;23;3385000;6705000;-9.9;-8;-12.2;0;1032;2.62;;
;;;Nurmijärvi;229;19610124;1961;1;24;3385000;6705000;-13.1;-6.8;-16.7;0;1846;1.82;;
;;;Nurmijärvi;229;19610125;1961;1;25;3385000;6705000;-12.1;-10.7;-18.1;0;1651;2.02;;
;;;Nurmijärvi;229;19610126;1961;1;26;3385000;6705000;-5.6;-1.5;-11.7;0;1409;3.67;;
;;;Nurmijärvi;229;19610127;1961;1;27;3385000;6705000;-1.7;-0.8;-5.5;0;1405;4.22;;
;;;Nurmijärvi;229;19610128;1961;1;28;3385000;6705000;-0.1;1.8;-3.8;0;1089;5.12;;
;;;Nurmijärvi;229;19610129;1961;1;29;3385000;6705000;0.7;1.7;-1.8;5;1345;5.58;;
;;;Nurmijärvi;229;19610130;1961;1;30;3385000;6705000;1.2;2.5;0;4;1156;6.75;;
;;;Nurmijärvi;229;19610131;1961;1;31;3385000;6705000;-0.7;2.2;-1.7;1;1308;5.01;;
;;;Nurmijärvi;229;19610201;1961;2;1;3385000;6705000;-0.3;1.1;-2.3;0;1345;5.57;;
;;;Nurmijärvi;229;19610202;1961;2;2;3385000;6705000;0.6;1.3;-0.6;5;1426;5.92;;
;;;Nurmijärvi;229;19610203;1961;2;3;3385000;6705000;0;0.8;0;0;1538;6.05;;
;;;Nurmijärvi;229;19610204;1961;2;4;3385000;6705000;-1.8;0.3;-2.8;3;2145;5.29;;
;;;Nurmijärvi;229;19610205;1961;2;5;3385000;6705000;-6.6;-1.3;-7.9;0;2462;3.72;;
;;;Nurmijärvi;229;19610206;1961;2;6;3385000;6705000;-6.1;-2.1;-14;2;1842;3.2;;
;;;Nurmijärvi;229;19610207;1961;2;7;3385000;6705000;-1;-0.9;-2.6;3;1361;5.11;;
;;;Nurmijärvi;229;19610208;1961;2;8;3385000;6705000;-0.9;2;-1.1;0;1627;6.06;;
;;;Nurmijärvi;229;19610209;1961;2;9;3385000;6705000;-6.2;0.9;-11.3;0;3611;3.86;;
;;;Nurmijärvi;229;19610210;1961;2;10;3385000;6705000;-6.7;-4;-15.5;3;1769;3.11;;
;;;Nurmijärvi;229;19610211;1961;2;11;3385000;6705000;0.2;2;-4.8;1;1526;6.31;;
;;;Nurmijärvi;229;19610212;1961;2;12;3385000;6705000;0;4.1;-1.7;0;1839;5.97;;
;;;Nurmijärvi;229;19610213;1961;2;13;3385000;6705000;-2.2;-0.3;-7.5;0;3108;4.18;;
;;;Nurmijärvi;229;19610214;1961;2;14;3385000;6705000;0.7;2.7;-8.4;0;1626;6.27;;
;;;Nurmijärvi;229;19610215;1961;2;15;3385000;6705000;0.9;3.6;-1.3;0;4007;5.45;;
;;;Nurmijärvi;229;19610216;1961;2;16;3385000;6705000;-0.2;2.1;-5.3;0;1748;5.07;;
;;;Nurmijärvi;229;19610217;1961;2;17;3385000;6705000;2.5;5.8;0.2;0;3295;6.15;;
;;;Nurmijärvi;229;19610218;1961;2;18;3385000;6705000;2.1;5;0.7;0;3811;6.31;;
;;;Nurmijärvi;229;19610219;1961;2;19;3385000;6705000;0;2.6;-2.2;0;2506;5.83;;
;;;Nurmijärvi;229;19610220;1961;2;20;3385000;6705000;0.7;4.2;-1.6;0;1455;5.97;;
;;;Nurmijärvi;229;19610221;1961;2;21;3385000;6705000;1.9;6.1;-0.5;0;4665;5.71;;
;;;Nurmijärvi;229;19610222;1961;2;22;3385000;6705000;1.4;5.7;-1.9;0;4934;4.71;;
;;;Nurmijärvi;229;19610223;1961;2;23;3385000;6705000;-0.5;3.4;-2.1;0;5231;5.22;;
;;;Nurmijärvi;229;19610224;1961;2;24;3385000;6705000;-0.7;5.8;-5.9;0;5923;5.1;;
;;;Nurmijärvi;229;19610225;1961;2;25;3385000;6705000;-0.3;0.7;-1.9;0;2172;5.59;;
;;;Nurmijärvi;229;19610226;1961;2;26;3385000;6705000;0.2;0.7;-0.6;0;2347;5.29;;
;;;Nurmijärvi;229;19610227;1961;2;27;3385000;6705000;1.2;1.9;0.2;3;2448;6.69;;
;;;Nurmijärvi;229;19610228;1961;2;28;3385000;6705000;1.5;5.4;0;0;4853;5.87;;
;;;Nurmijärvi;229;19610301;1961;3;1;3385000;6705000;-0.4;0.8;-1.9;0;2319;5.62;;
;;;Nurmijärvi;229;19610302;1961;3;2;3385000;6705000;1;2.2;-0.5;0;2224;5.84;;
;;;Nurmijärvi;229;19610303;1961;3;3;3385000;6705000;-0.4;1.6;-2.9;0;1365;5.73;;
;;;Nurmijärvi;229;19610304;1961;3;4;3385000;6705000;1.9;3;-0.4;2;2054;6.73;;
;;;Nurmijärvi;229;19610305;1961;3;5;3385000;6705000;2.3;4.6;0.6;0;5263;5.51;;
;;;Nurmijärvi;229;19610306;1961;3;6;3385000;6705000;4.6;9.5;0.7;0;6281;6.08;;
;;;Nurmijärvi;229;19610307;1961;3;7;3385000;6705000;2.9;5.6;-0.3;0;4293;4.73;;
;;;Nurmijärvi;229;19610308;1961;3;8;3385000;6705000;-1.4;1.5;-4.9;0;7426;4.05;;
;;;Nurmijärvi;229;19610309;1961;3;9;3385000;6705000;3.7;7.8;-1.6;0;6973;6.39;;
;;;Nurmijärvi;229;19610310;1961;3;10;3385000;6705000;5.8;11.9;2;0;5467;7.16;;
;;;Nurmijärvi;229;19610311;1961;3;11;3385000;6705000;3.4;6;0.4;0;3634;5.42;;
;;;Nurmijärvi;229;19610312;1961;3;12;3385000;6705000;3.4;9.1;0;7;7492;5.59;;
;;;Nurmijärvi;229;19610313;1961;3;13;3385000;6705000;0.2;3.2;-1.8;0;5681;5.08;;
;;;Nurmijärvi;229;19610314;1961;3;14;3385000;6705000;-1.6;2.2;-6.1;4;7206;3.55;;
;;;Nurmijärvi;229;19610315;1961;3;15;3385000;6705000;0.2;1.6;-1.2;0;4175;4.53;;
;;;Nurmijärvi;229;19610316;1961;3;16;3385000;6705000;-1.9;1.7;-5;0;4763;3.53;;
;;;Nurmijärvi;229;19610317;1961;3;17;3385000;6705000;-0.9;0.3;-2.7;0;3718;5.17;;
;;;Nurmijärvi;229;19610318;1961;3;18;3385000;6705000;-0.1;2.6;-3.5;9;3188;5.82;;
;;;Nurmijärvi;229;19610319;1961;3;19;3385000;6705000;-4.8;-1.3;-6.9;0;8420;2.63;;
;;;Nurmijärvi;229;19610320;1961;3;20;3385000;6705000;-4.5;0.6;-9.4;0;9887;3.45;;
;;;Nurmijärvi;229;19610321;1961;3;21;3385000;6705000;-5.7;-0.9;-11.2;0;11628;2.53;;
;;;Nurmijärvi;229;19610322;1961;3;22;3385000;6705000;-5.9;1.9;-15;2;12316;2.61;;
;;;Nurmijärvi;229;19610323;1961;3;23;3385000;6705000;1.9;7.3;-4.9;0;6322;5.54;;
;;;Nurmijärvi;229;19610324;1961;3;24;3385000;6705000;1.2;3.7;-0.8;0;10510;4.59;;
;;;Nurmijärvi;229;19610325;1961;3;25;3385000;6705000;0;3.3;-2.4;0;9575;3.76;;
;;;Nurmijärvi;229;19610326;1961;3;26;3385000;6705000;2.6;5;-1.9;3;3785;6.66;;
;;;Nurmijärvi;229;19610327;1961;3;27;3385000;6705000;1.6;4.2;0.1;0;6314;4.85;;
;;;Nurmijärvi;229;19610328;1961;3;28;3385000;6705000;-1;0.9;-2.4;0;7030;4.5;;
;;;Nurmijärvi;229;19610329;1961;3;29;3385000;6705000;-2.1;3.3;-8.3;1;10768;3.86;;
;;;Nurmijärvi;229;19610330;1961;3;30;3385000;6705000;-1.8;1.3;-5;13;1618;4.98;;
;;;Nurmijärvi;229;19610331;1961;3;31;3385000;6705000;-2.9;0.8;-6.3;0;10129;3.58;;
;;;Nurmijärvi;229;19610401;1961;4;1;3385000;6705000;-9.3;2.9;-21.5;1;8702;3.5;;
;;;Nurmijärvi;229;19610402;1961;4;2;3385000;6705000;-5;4.2;-15;0;14115;3.27;;
;;;Nurmijärvi;229;19610403;1961;4;3;3385000;6705000;-3.9;4.8;-12.5;1;12100;4.14;;
;;;Nurmijärvi;229;19610404;1961;4;4;3385000;6705000;-2.2;2.1;-8.7;1;7885;4.7;;
;;;Nurmijärvi;229;19610405;1961;4;5;3385000;6705000;-1.2;4.7;-5.8;3;13541;4.77;;
;;;Nurmijärvi;229;19610406;1961;4;6;3385000;6705000;0.3;1.9;-2;2;5632;5.99;;
;;;Nurmijärvi;229;19610407;1961;4;7;3385000;6705000;0.5;1.5;-0.4;7;2305;6.19;;
;;;Nurmijärvi;229;19610408;1961;4;8;3385000;6705000;1;4.8;-1.1;0;8819;4.76;;
;;;Nurmijärvi;229;19610409;1961;4;9;3385000;6705000;-0.9;4.8;-7.9;0;15024;3.39;;
;;;Nurmijärvi;229;19610410;1961;4;10;3385000;6705000;-1;2.9;-5;1;12685;3.91;;
;;;Nurmijärvi;229;19610411;1961;4;11;3385000;6705000;-1.7;4.3;-7.1;0;15861;3.6;;
;;;Nurmijärvi;229;19610412;1961;4;12;3385000;6705000;-2.5;4.2;-10.8;4;15662;3.28;;
;;;Nurmijärvi;229;19610413;1961;4;13;3385000;6705000;-0.7;0.9;-2.4;0;6144;4.94;;
;;;Nurmijärvi;229;19610414;1961;4;14;3385000;6705000;0.7;3.3;-3.6;1;3556;6.47;;
;;;Nurmijärvi;229;19610415;1961;4;15;3385000;6705000;3.3;4.3;1.9;0;1847;8;;
;;;Nurmijärvi;229;19610416;1961;4;16;3385000;6705000;5.4;10.2;2.3;0;11373;6.91;;
;;;Nurmijärvi;229;19610417;1961;4;17;3385000;6705000;5.6;12.1;-0.7;0;17045;4.93;;
;;;Nurmijärvi;229;19610418;1961;4;18;3385000;6705000;6.2;12.5;-2.7;0;19234;5.74;;
;;;Nurmijärvi;229;19610419;1961;4;19;3385000;6705000;4;9;-0.4;0;10208;4.83;;
;;;Nurmijärvi;229;19610420;1961;4;20;3385000;6705000;1.7;5.7;-1.9;0;18178;3.74;;
;;;Nurmijärvi;229;19610421;1961;4;21;3385000;6705000;2.6;9.2;-4.8;0;19768;3.71;;
;;;Nurmijärvi;229;19610422;1961;4;22;3385000;6705000;3.6;9.9;-2.9;0;19838;4.23;;
;;;Nurmijärvi;229;19610423;1961;4;23;3385000;6705000;6;15.7;-4.3;0;20990;5.04;;
;;;Nurmijärvi;229;19610424;1961;4;24;3385000;6705000;7.2;16.2;-1.7;0;16706;5.61;;
;;;Nurmijärvi;229;19610425;1961;4;25;3385000;6705000;10.2;19.5;-1.1;0;20672;6.78;;
;;;Nurmijärvi;229;19610426;1961;4;26;3385000;6705000;11.2;19.6;-1.8;0;21786;6.07;;
;;;Nurmijärvi;229;19610427;1961;4;27;3385000;6705000;9.3;15.3;-0.9;0;19529;5.83;;
;;;Nurmijärvi;229;19610428;1961;4;28;3385000;6705000;2.9;12;-2;0;17919;3.69;;
;;;Nurmijärvi;229;19610429;1961;4;29;3385000;6705000;2.4;8.3;-6.5;0;19109;4.21;;
;;;Nurmijärvi;229;19610430;1961;4;30;3385000;6705000;4.6;8.9;1.3;0;14695;4.92;;
;;;Nurmijärvi;229;19610501;1961;5;1;3385000;6705000;2.1;8.1;-5.7;0;22596;3.59;;
;;;Nurmijärvi;229;19610502;1961;5;2;3385000;6705000;4.8;11.3;-5.3;0;20411;4.32;;
;;;Nurmijärvi;229;19610503;1961;5;3;3385000;6705000;7.1;14.7;-3.6;0;23172;4.98;;
;;;Nurmijärvi;229;19610504;1961;5;4;3385000;6705000;9.1;18.3;-1.5;1;20811;7.4;;
;;;Nurmijärvi;229;19610505;1961;5;5;3385000;6705000;10.4;15.5;7.2;0;16129;9.9;;
;;;Nurmijärvi;229;19610506;1961;5;6;3385000;6705000;8.2;12.1;3.5;11;5790;10.19;;
;;;Nurmijärvi;229;19610507;1961;5;7;3385000;6705000;10.3;15.1;6.6;1;20010;9.01;;
;;;Nurmijärvi;229;19610508;1961;5;8;3385000;6705000;8;12.2;5.7;8;7807;10.19;;
;;;Nurmijärvi;229;19610509;1961;5;9;3385000;6705000;7.9;11.5;5.1;0;10280;8.37;;
;;;Nurmijärvi;229;19610510;1961;5;10;3385000;6705000;9.7;14.3;3.2;1;17910;7.69;;
;;;Nurmijärvi;229;19610511;1961;5;11;3385000;6705000;7.1;11;2.1;0;10706;7.35;;
;;;Nurmijärvi;229;19610512;1961;5;12;3385000;6705000;7.5;10.9;5.2;0;7752;9.35;;
;;;Nurmijärvi;229;19610513;1961;5;13;3385000;6705000;7.8;11.7;4.3;0;11833;8.68;;
;;;Nurmijärvi;229;19610514;1961;5;14;3385000;6705000;9.1;13.5;6.1;4;13431;9.61;;
;;;Nurmijärvi;229;19610515;1961;5;15;3385000;6705000;10;13.8;4.8;0;14680;8.94;;
;;;Nurmijärvi;229;19610516;1961;5;16;3385000;6705000;10.2;14.2;5.2;0;16345;8.38;;
;;;Nurmijärvi;229;19610517;1961;5;17;3385000;6705000;9;12.9;3.7;0;19896;6.43;;
;;;Nurmijärvi;229;19610518;1961;5;18;3385000;6705000;7.4;13.3;0;0;17576;6.78;;
;;;Nurmijärvi;229;19610519;1961;5;19;3385000;6705000;9.1;13.4;3.9;7;13307;9.2;;
;;;Nurmijärvi;229;19610520;1961;5;20;3385000;6705000;8.9;11.7;5.7;2;9998;10.41;;
;;;Nurmijärvi;229;19610521;1961;5;21;3385000;6705000;8.3;11.7;6.6;2;10396;9.22;;
;;;Nurmijärvi;229;19610522;1961;5;22;3385000;6705000;7.1;12.4;2;0;18748;6.02;;
;;;Nurmijärvi;229;19610523;1961;5;23;3385000;6705000;8.1;12.3;4.5;0;13812;8.22;;
;;;Nurmijärvi;229;19610524;1961;5;24;3385000;6705000;9.4;13.5;4.3;0;14825;8.9;;
;;;Nurmijärvi;229;19610525;1961;5;25;3385000;6705000;12.2;15.8;7;0;25590;8.27;;
;;;Nurmijärvi;229;19610526;1961;5;26;3385000;6705000;12.1;18.5;2.6;0;25472;7.67;;
;;;Nurmijärvi;229;19610527;1961;5;27;3385000;6705000;12.7;18.4;2.2;0;24828;7.71;;
;;;Nurmijärvi;229;19610528;1961;5;28;3385000;6705000;15.1;22.5;5.9;0;21141;11.95;;
;;;Nurmijärvi;229;19610529;1961;5;29;3385000;6705000;18.8;25.5;10;0;26323;12.76;;
;;;Nurmijärvi;229;19610530;1961;5;30;3385000;6705000;21.4;27.9;11.7;0;24046;13.13;;
;;;Nurmijärvi;229;19610531;1961;5;31;3385000;6705000;21.6;27.9;13.8;0;25250;12.19;;
;;;Nurmijärvi;229;19610601;1961;6;1;3385000;6705000;21.1;27.4;11;0;27207;12.78;;
;;;Nurmijärvi;229;19610602;1961;6;2;3385000;6705000;20.9;27.3;12.7;0;24006;14.56;;
;;;Nurmijärvi;229;19610603;1961;6;3;3385000;6705000;20.6;26;14.3;0;27167;11.19;;
;;;Nurmijärvi;229;19610604;1961;6;4;3385000;6705000;19.7;26.4;8.5;0;28256;10.1;;
;;;Nurmijärvi;229;19610605;1961;6;5;3385000;6705000;20.3;27.7;8.1;0;28270;10.44;;
;;;Nurmijärvi;229;19610606;1961;6;6;3385000;6705000;21.2;28.2;10.9;0;27814;12.06;;
;;;Nurmijärvi;229;19610607;1961;6;7;3385000;6705000;20.8;27.8;10.1;0;27050;11.94;;
;;;Nurmijärvi;229;19610608;1961;6;8;3385000;6705000;20.9;27.3;10.7;3;24154;13.74;;
;;;Nurmijärvi;229;19610609;1961;6;9;3385000;6705000;18.4;23.8;15.7;0;15707;16.65;;
;;;Nurmijärvi;229;19610610;1961;6;10;3385000;6705000;18.6;24.1;12.2;0;26871;15;;
;;;Nurmijärvi;229;19610611;1961;6;11;3385000;6705000;19.5;26.8;10.6;6;26734;15.88;;
;;;Nurmijärvi;229;19610612;1961;6;12;3385000;6705000;19.9;24.7;15.1;0;23553;17.07;;
;;;Nurmijärvi;229;19610613;1961;6;13;3385000;6705000;18.8;24.6;13.7;0;23354;17.02;;
;;;Nurmijärvi;229;19610614;1961;6;14;3385000;6705000;17.6;21.5;13.7;0;15416;16.1;;
;;;Nurmijärvi;229;19610615;1961;6;15;3385000;6705000;18.3;24.3;9.9;6;20646;15.57;;
;;;Nurmijärvi;229;19610616;1961;6;16;3385000;6705000;17.3;22.4;13.4;1;16702;16.36;;
;;;Nurmijärvi;229;19610617;1961;6;17;3385000;6705000;16.2;21.3;9.6;0;22132;13.52;;
;;;Nurmijärvi;229;19610618;1961;6;18;3385000;6705000;13.6;18;9.2;9;9860;14.8;;
;;;Nurmijärvi;229;19610619;1961;6;19;3385000;6705000;14;17.8;10;1;21790;11.4;;
;;;Nurmijärvi;229;19610620;1961;6;20;3385000;6705000;13;17.9;8.6;0;22408;8.26;;
;;;Nurmijärvi;229;19610621;1961;6;21;3385000;6705000;12.7;17.5;5.2;1;17649;10.54;;
;;;Nurmijärvi;229;19610622;1961;6;22;3385000;6705000;13.5;18.7;7.6;0;24675;10.02;;
;;;Nurmijärvi;229;19610623;1961;6;23;3385000;6705000;13.3;17.2;9.1;5;17283;12.29;;
;;;Nurmijärvi;229;19610624;1961;6;24;3385000;6705000;12.4;17.3;10.1;7;17560;11.99;;
;;;Nurmijärvi;229;19610625;1961;6;25;3385000;6705000;13;19.1;8.4;2;19423;11.58;;
;;;Nurmijärvi;229;19610626;1961;6;26;3385000;6705000;15.3;20.1;9.7;0;22747;11.13;;
;;;Nurmijärvi;229;19610627;1961;6;27;3385000;6705000;13.8;17.6;10.8;5;13479;12.8;;
;;;Nurmijärvi;229;19610628;1961;6;28;3385000;6705000;15.4;17.8;13.4;0;14831;14.08;;
;;;Nurmijärvi;229;19610629;1961;6;29;3385000;6705000;15.4;21.6;8.3;0;27121;9.47;;
;;;Nurmijärvi;229;19610630;1961;6;30;3385000;6705000;15.2;19.3;10.9;0;28454;8.5;;
;;;Nurmijärvi;229;19610701;1961;7;1;3385000;6705000;16.1;22.7;7.3;0;24624;11.66;;
;;;Nurmijärvi;229;19610702;1961;7;2;3385000;6705000;19.3;25.1;12.5;0;22705;12.67;;
;;;Nurmijärvi;229;19610703;1961;7;3;3385000;6705000;17.9;23.8;11.4;0;23172;14.08;;
;;;Nurmijärvi;229;19610704;1961;7;4;3385000;6705000;13.6;18.7;9.6;1;11852;12.23;;
;;;Nurmijärvi;229;19610705;1961;7;5;3385000;6705000;14;18.7;10.3;3;13408;13.55;;
;;;Nurmijärvi;229;19610706;1961;7;6;3385000;6705000;14.8;18.9;10.8;0;19648;11.12;;
;;;Nurmijärvi;229;19610707;1961;7;7;3385000;6705000;11.1;17.2;5.3;13;16446;11.33;;
;;;Nurmijärvi;229;19610708;1961;7;8;3385000;6705000;13.6;19.1;7.2;0;21200;10.78;;
;;;Nurmijärvi;229;19610709;1961;7;9;3385000;6705000;14.7;21.3;5.3;2;23778;10.55;;
;;;Nurmijärvi;229;19610710;1961;7;10;3385000;6705000;15.6;22.6;6.1;2;25931;11.17;;
;;;Nurmijärvi;229;19610711;1961;7;11;3385000;6705000;14.8;19.3;10.9;0;17412;12.73;;
;;;Nurmijärvi;229;19610712;1961;7;12;3385000;6705000;15.3;18.9;10.5;0;14082;13.3;;
;;;Nurmijärvi;229;19610713;1961;7;13;3385000;6705000;16.4;22.3;9.8;1;19342;13.98;;
;;;Nurmijärvi;229;19610714;1961;7;14;3385000;6705000;17.1;23.6;9.3;1;23640;13;;
;;;Nurmijärvi;229;19610715;1961;7;15;3385000;6705000;17.2;19;15.5;6;10046;17.32;;
;;;Nurmijärvi;229;19610716;1961;7;16;3385000;6705000;16.4;18.5;14.2;15;8094;17.08;;
;;;Nurmijärvi;229;19610717;1961;7;17;3385000;6705000;17.5;20.8;14.9;1;12851;17.19;;
;;;Nurmijärvi;229;19610718;1961;7;18;3385000;6705000;17.9;24;11.1;0;23187;15.63;;
;;;Nurmijärvi;229;19610719;1961;7;19;3385000;6705000;18.8;23.3;14.1;0;20852;14.52;;
;;;Nurmijärvi;229;19610720;1961;7;20;3385000;6705000;17.2;23.9;7.6;0;23775;11.98;;
;;;Nurmijärvi;229;19610721;1961;7;21;3385000;6705000;15.9;20.2;12.1;4;8699;15.92;;
;;;Nurmijärvi;229;19610722;1961;7;22;3385000;6705000;16.5;20.7;12.5;0;15505;13.65;;
;;;Nurmijärvi;229;19610723;1961;7;23;3385000;6705000;16.2;21.5;10;0;19145;13.3;;
;;;Nurmijärvi;229;19610724;1961;7;24;3385000;6705000;14.9;19.6;10.1;0;14994;13.26;;
;;;Nurmijärvi;229;19610725;1961;7;25;3385000;6705000;14;19.9;6.9;1;17371;12.79;;
;;;Nurmijärvi;229;19610726;1961;7;26;3385000;6705000;13.3;18;5.5;13;14964;13.09;;
;;;Nurmijärvi;229;19610727;1961;7;27;3385000;6705000;15.2;18.1;12.7;16;10887;15.42;;
;;;Nurmijärvi;229;19610728;1961;7;28;3385000;6705000;14;17.3;11.6;5;14572;13.53;;
;;;Nurmijärvi;229;19610729;1961;7;29;3385000;6705000;14.7;18.9;10.5;2;13458;13.76;;
;;;Nurmijärvi;229;19610730;1961;7;30;3385000;6705000;16.9;21.3;12;0;15392;14.56;;
;;;Nurmijärvi;229;19610731;1961;7;31;3385000;6705000;16.9;23.2;9.2;4;16614;14.3;;
;;;Nurmijärvi;229;19610801;1961;8;1;3385000;6705000;19.9;26.1;15.7;10;18524;20.3;;
;;;Nurmijärvi;229;19610802;1961;8;2;3385000;6705000;14.8;18;13.3;12;10076;14.92;;
;;;Nurmijärvi;229;19610803;1961;8;3;3385000;6705000;15.7;18.9;12.6;0;14087;14.47;;
;;;Nurmijärvi;229;19610804;1961;8;4;3385000;6705000;15.1;19.4;12.7;0;17968;12.68;;
;;;Nurmijärvi;229;19610805;1961;8;5;3385000;6705000;13.1;16.6;9.4;1;9684;12.8;;
;;;Nurmijärvi;229;19610806;1961;8;6;3385000;6705000;14.3;18.8;8.2;1;16233;13.39;;
;;;Nurmijärvi;229;19610807;1961;8;7;3385000;6705000;17.1;22;14.1;0;16184;13.7;;
;;;Nurmijärvi;229;19610808;1961;8;8;3385000;6705000;15.5;21.4;9.5;1;18643;11.16;;
;;;Nurmijärvi;229;19610809;1961;8;9;3385000;6705000;15.8;22.2;8.3;0;20513;11.43;;
;;;Nurmijärvi;229;19610810;1961;8;10;3385000;6705000;15.3;21.5;8.4;0;17521;11.45;;
;;;Nurmijärvi;229;19610811;1961;8;11;3385000;6705000;15;20.7;7.6;1;16878;12.17;;
;;;Nurmijärvi;229;19610812;1961;8;12;3385000;6705000;12.9;19.3;6;0;12707;11.89;;
;;;Nurmijärvi;229;19610813;1961;8;13;3385000;6705000;12.3;17.6;8.3;5;13977;12.87;;
;;;Nurmijärvi;229;19610814;1961;8;14;3385000;6705000;13.8;20;8.7;1;14364;11.86;;
;;;Nurmijärvi;229;19610815;1961;8;15;3385000;6705000;13.2;17.7;9.6;0;11699;12.26;;
;;;Nurmijärvi;229;19610816;1961;8;16;3385000;6705000;13.7;18.5;9.9;15;13287;13.08;;
;;;Nurmijärvi;229;19610817;1961;8;17;3385000;6705000;13.2;17.1;10.4;1;15586;12.63;;
;;;Nurmijärvi;229;19610818;1961;8;18;3385000;6705000;12.1;17.3;5.8;2;13043;11.99;;
;;;Nurmijärvi;229;19610819;1961;8;19;3385000;6705000;11.5;13.6;10.4;26;5340;12.72;;
;;;Nurmijärvi;229;19610820;1961;8;20;3385000;6705000;11.6;13;10.6;5;5730;13.18;;
;;;Nurmijärvi;229;19610821;1961;8;21;3385000;6705000;12.3;13.9;10.7;0;5499;12.29;;
;;;Nurmijärvi;229;19610822;1961;8;22;3385000;6705000;14.4;19.3;11.1;2;14072;11.89;;
;;;Nurmijärvi;229;19610823;1961;8;23;3385000;6705000;12.8;15.4;11;0;7796;12.02;;
;;;Nurmijärvi;229;19610824;1961;8;24;3385000;6705000;11.2;17.2;5.6;0;11420;9.73;;
;;;Nurmijärvi;229;19610825;1961;8;25;3385000;6705000;10.6;15.8;5.3;3;9522;11.08;;
;;;Nurmijärvi;229;19610826;1961;8;26;3385000;6705000;11.7;17.8;5.2;0;12906;10.54;;
;;;Nurmijärvi;229;19610827;1961;8;27;3385000;6705000;12.5;19.1;6.8;1;14796;11.93;;
;;;Nurmijärvi;229;19610828;1961;8;28;3385000;6705000;12.9;16.9;10.4;0;6688;11.28;;
;;;Nurmijärvi;229;19610829;1961;8;29;3385000;6705000;13.7;18.5;11.1;0;16337;11.02;;
;;;Nurmijärvi;229;19610830;1961;8;30;3385000;6705000;11.4;16.2;6.3;0;10883;11.33;;
;;;Nurmijärvi;229;19610831;1961;8;31;3385000;6705000;15.7;23.5;7.2;0;15955;14.99;;
;;;Nurmijärvi;229;19610901;1961;9;1;3385000;6705000;14.2;20.7;8.2;0;14058;12.74;;
;;;Nurmijärvi;229;19610902;1961;9;2;3385000;6705000;13.5;18.3;9.1;0;16643;9.38;;
;;;Nurmijärvi;229;19610903;1961;9;3;3385000;6705000;9.9;13;6.4;4;7540;9.7;;
;;;Nurmijärvi;229;19610904;1961;9;4;3385000;6705000;7.8;13.2;3.5;0;14506;7.84;;
;;;Nurmijärvi;229;19610905;1961;9;5;3385000;6705000;6.2;13.2;0.6;0;12721;6.58;;
