OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;
;;;Lohja;178;19610201;1961;2;1;3325000;6695000;0.3;1.5;-1.5;0;1258;5.86;
;;;Lohja;178;19610202;1961;2;2;3325000;6695000;0.5;0.9;-0.3;3;1402;5.99;
;;;Lohja;178;19610203;1961;2;3;3325000;6695000;0;0.6;-0.1;0;1408;6.13;
;;;Lohja;178;19610204;1961;2;4;3325000;6695000;-1.7;0.1;-2;1;1924;5.34;
;;;Lohja;178;19610205;1961;2;5;3325000;6695000;-5.7;-1.4;-8.1;0;2064;3.92;
;;;Lohja;178;19610206;1961;2;6;3325000;6695000;-4.8;-1.4;-10.6;2;1695;3.51;
;;;Lohja;178;19610207;1961;2;7;3325000;6695000;-0.2;0.3;-1.9;4;1361;5.49;
;;;Lohja;178;19610208;1961;2;8;3325000;6695000;-1;1.6;0.1;0;2068;5.94;
;;;Lohja;178;19610209;1961;2;9;3325000;6695000;-5.7;1.3;-9.9;0;3513;3.53;
;;;Lohja;178;19610210;1961;2;10;3325000;6695000;-4.9;-3.2;-14;4;1664;3.79;
;;;Lohja;178;19610211;1961;2;11;3325000;6695000;0.5;2;-3.4;0;1553;6.48;
;;;Lohja;178;19610212;1961;2;12;3325000;6695000;-0.5;2;-1.7;0;2309;5.79;
;;;Lohja;178;19610213;1961;2;13;3325000;6695000;-2.4;0.2;-7.5;0;3666;4.34;
;;;Lohja;178;19610214;1961;2;14;3325000;6695000;0.4;2.4;-6.8;0;1657;6.48;
;;;Lohja;178;19610215;1961;2;15;3325000;6695000;1;3.6;-1.5;0;4191;5.48;
;;;Lohja;178;19610216;1961;2;16;3325000;6695000;0.1;3;-4.9;0;1915;5.36;
;;;Lohja;178;19610217;1961;2;17;3325000;6695000;1.6;4.5;0;0;3245;6.21;
;;;Lohja;178;19610218;1961;2;18;3325000;6695000;1.4;4.4;0.6;0;3591;6.2;
;;;Lohja;178;19610219;1961;2;19;3325000;6695000;0.1;2.2;-2;0;2520;5.78;
;;;Lohja;178;19610220;1961;2;20;3325000;6695000;0.8;4.8;-2.2;0;2278;5.86;
;;;Lohja;178;19610221;1961;2;21;3325000;6695000;1.7;6.3;-1.4;0;4960;5.66;
;;;Lohja;178;19610222;1961;2;22;3325000;6695000;1;5.7;-2.2;0;5140;4.7;
;;;Lohja;178;19610223;1961;2;23;3325000;6695000;-1.2;3.4;-2.3;0;4191;5.18;
;;;Lohja;178;19610224;1961;2;24;3325000;6695000;-1.1;5.3;-6.7;0;5653;4.95;
;;;Lohja;178;19610225;1961;2;25;3325000;6695000;-0.7;0.1;-1.9;0;2107;5.42;
;;;Lohja;178;19610226;1961;2;26;3325000;6695000;-0.1;0;-1;0;2352;5.41;
;;;Lohja;178;19610227;1961;2;27;3325000;6695000;1.2;2.9;-0.2;4;2457;6.81;
;;;Lohja;178;19610228;1961;2;28;3325000;6695000;1.7;4.8;0;0;5050;5.86;
;;;Lohja;178;19610301;1961;3;1;3325000;6695000;-1.3;2.3;-2.4;0;5073;5.55;
;;;Lohja;178;19610302;1961;3;2;3325000;6695000;-0.1;1.9;-3.7;0;2777;5.69;
;;;Lohja;178;19610303;1961;3;3;3325000;6695000;0.2;1.5;-1.5;0;1536;5.92;
;;;Lohja;178;19610304;1961;3;4;3325000;6695000;2.4;3.7;1;0;2898;6.72;
;;;Lohja;178;19610305;1961;3;5;3325000;6695000;2.1;4.2;0.5;0;6104;5.35;
;;;Lohja;178;19610306;1961;3;6;3325000;6695000;4.1;9.4;0.4;0;7124;5.96;
;;;Lohja;178;19610307;1961;3;7;3325000;6695000;2.8;5.5;-0.5;0;4494;4.78;
;;;Lohja;178;19610308;1961;3;8;3325000;6695000;-1.1;1.8;-4.9;1;6793;4.34;
;;;Lohja;178;19610309;1961;3;9;3325000;6695000;4;8.3;-0.2;0;5566;6.5;
;;;Lohja;178;19610310;1961;3;10;3325000;6695000;6.2;12.7;3.4;0;6619;7.08;
;;;Lohja;178;19610311;1961;3;11;3325000;6695000;3.9;6.5;1;0;4569;5.56;
;;;Lohja;178;19610312;1961;3;12;3325000;6695000;3;6.5;0;6;7516;5.63;
;;;Lohja;178;19610313;1961;3;13;3325000;6695000;0.5;2.1;-2;0;6284;4.86;
;;;Lohja;178;19610314;1961;3;14;3325000;6695000;-1.2;2.5;-6.2;3;5584;3.77;
;;;Lohja;178;19610315;1961;3;15;3325000;6695000;0.5;1.7;-1.3;0;4316;4.46;
;;;Lohja;178;19610316;1961;3;16;3325000;6695000;-1.2;2.9;-4.4;0;4030;4.13;
;;;Lohja;178;19610317;1961;3;17;3325000;6695000;-0.3;1.3;-2.1;0;4321;5.6;
;;;Lohja;178;19610318;1961;3;18;3325000;6695000;-0.7;2.5;-3.3;8;3105;5.67;
;;;Lohja;178;19610319;1961;3;19;3325000;6695000;-4.7;-2.8;-6.8;0;7946;2.73;
;;;Lohja;178;19610320;1961;3;20;3325000;6695000;-4.1;0.8;-8.8;0;9637;3.26;
;;;Lohja;178;19610321;1961;3;21;3325000;6695000;-5.3;-0.6;-11.6;0;11643;2.55;
;;;Lohja;178;19610322;1961;3;22;3325000;6695000;-5.6;1.5;-14.4;2;12573;2.56;
;;;Lohja;178;19610323;1961;3;23;3325000;6695000;1.9;6.6;-3.9;0;7056;5.74;
;;;Lohja;178;19610324;1961;3;24;3325000;6695000;1.3;3.6;-0.3;0;9775;4.48;
;;;Lohja;178;19610325;1961;3;25;3325000;6695000;0.4;3.2;-1.6;0;9949;3.98;
;;;Lohja;178;19610326;1961;3;26;3325000;6695000;2.5;4.6;-1.5;3;4591;6.67;
;;;Lohja;178;19610327;1961;3;27;3325000;6695000;1.5;4.2;0;0;6400;4.79;
;;;Lohja;178;19610328;1961;3;28;3325000;6695000;-1.1;1.1;-2.6;1;7042;4.5;
;;;Lohja;178;19610329;1961;3;29;3325000;6695000;-2.6;2.2;-8.9;2;9661;3.94;
;;;Lohja;178;19610330;1961;3;30;3325000;6695000;-2;-0.9;-4.2;10;1899;4.74;
;;;Lohja;178;19610331;1961;3;31;3325000;6695000;-2.3;2;-4.7;0;10205;3.46;
;;;Lohja;178;19610401;1961;4;1;3325000;6695000;-7.9;2.8;-17.5;0;9374;3.55;
;;;Lohja;178;19610402;1961;4;2;3325000;6695000;-4;4.4;-12;0;13856;3.37;
;;;Lohja;178;19610403;1961;4;3;3325000;6695000;-3.8;4.3;-11;0;12535;4.29;
;;;Lohja;178;19610404;1961;4;4;3325000;6695000;-1.2;1.9;-5.5;3;7003;4.75;
;;;Lohja;178;19610405;1961;4;5;3325000;6695000;-1.6;3;-5.7;4;8761;4.67;
;;;Lohja;178;19610406;1961;4;6;3325000;6695000;0.4;1.6;-1.5;1;5445;5.93;
;;;Lohja;178;19610407;1961;4;7;3325000;6695000;0.6;1.2;0;6;3339;6.33;
;;;Lohja;178;19610408;1961;4;8;3325000;6695000;1.1;4.5;-0.8;0;9517;4.77;
;;;Lohja;178;19610409;1961;4;9;3325000;6695000;-0.6;4.4;-6.5;0;15728;3.68;
;;;Lohja;178;19610410;1961;4;10;3325000;6695000;-0.6;3.3;-4.6;0;11664;4.07;
;;;Lohja;178;19610411;1961;4;11;3325000;6695000;-0.5;4.3;-4.4;0;14061;3.85;
;;;Lohja;178;19610412;1961;4;12;3325000;6695000;-2.5;3.8;-10.2;4;15105;3.45;
;;;Lohja;178;19610413;1961;4;13;3325000;6695000;-0.3;0.3;-1.3;1;4766;5.05;
;;;Lohja;178;19610414;1961;4;14;3325000;6695000;1.7;4.6;-2.8;1;3670;6.91;
;;;Lohja;178;19610415;1961;4;15;3325000;6695000;4.5;6.6;2.8;1;3537;8.62;
;;;Lohja;178;19610416;1961;4;16;3325000;6695000;5.8;10.1;2.8;0;13656;6.81;
;;;Lohja;178;19610417;1961;4;17;3325000;6695000;5.5;12.9;-1.7;0;17434;5.09;
;;;Lohja;178;19610418;1961;4;18;3325000;6695000;6.3;13.1;-2.2;0;19931;5.61;
;;;Lohja;178;19610419;1961;4;19;3325000;6695000;3.9;9;-1.2;0;11846;4.9;
;;;Lohja;178;19610420;1961;4;20;3325000;6695000;2;6.5;-2.6;0;18608;3.69;
;;;Lohja;178;19610421;1961;4;21;3325000;6695000;1.9;9.3;-5.9;0;20385;3.93;
;;;Lohja;178;19610422;1961;4;22;3325000;6695000;4.1;10.7;-2.5;0;19074;4.51;
;;;Lohja;178;19610423;1961;4;23;3325000;6695000;6.3;15.8;-4;0;21288;5.31;
;;;Lohja;178;19610424;1961;4;24;3325000;6695000;8.3;17.1;-2;0;19401;6.24;
;;;Lohja;178;19610425;1961;4;25;3325000;6695000;9.5;18.7;-1.9;0;21326;6.7;
;;;Lohja;178;19610426;1961;4;26;3325000;6695000;9.9;19.1;-1.4;0;21805;6.11;
;;;Lohja;178;19610427;1961;4;27;3325000;6695000;9.3;17.5;-1.3;0;20214;5.94;
;;;Lohja;178;19610428;1961;4;28;3325000;6695000;3.6;9.7;-2;0;17584;3.72;
;;;Lohja;178;19610429;1961;4;29;3325000;6695000;2.6;8.5;-6.4;0;19135;4.22;
;;;Lohja;178;19610430;1961;4;30;3325000;6695000;5.3;9.6;2.7;0;16326;4.63;
;;;Lohja;178;19610501;1961;5;1;3325000;6695000;2.2;8.8;-5.8;0;21301;3.64;
;;;Lohja;178;19610502;1961;5;2;3325000;6695000;4;11.3;-5.6;0;17654;4.54;
;;;Lohja;178;19610503;1961;5;3;3325000;6695000;7.5;15.2;-3.5;0;20792;5.42;
;;;Lohja;178;19610504;1961;5;4;3325000;6695000;8.6;16.9;-0.9;1;15757;7.35;
;;;Lohja;178;19610505;1961;5;5;3325000;6695000;9.1;15.1;6.2;1;15726;9.3;
;;;Lohja;178;19610506;1961;5;6;3325000;6695000;7.6;10.8;4.1;9;7237;10.09;
;;;Lohja;178;19610507;1961;5;7;3325000;6695000;9.6;13.9;6.9;2;17877;9.61;
;;;Lohja;178;19610508;1961;5;8;3325000;6695000;7.4;10.2;4.7;9;8888;10.24;
;;;Lohja;178;19610509;1961;5;9;3325000;6695000;7.3;10.4;4.6;0;9049;8.55;
;;;Lohja;178;19610510;1961;5;10;3325000;6695000;9.4;14.4;5.1;2;17374;8.13;
;;;Lohja;178;19610511;1961;5;11;3325000;6695000;6.8;9.2;3.9;0;10507;7.59;
;;;Lohja;178;19610512;1961;5;12;3325000;6695000;8.1;11.2;5.5;1;9234;9.02;
;;;Lohja;178;19610513;1961;5;13;3325000;6695000;7.1;10.5;4.7;0;10962;8.88;
;;;Lohja;178;19610514;1961;5;14;3325000;6695000;9;12;6.8;2;11435;9.68;
;;;Lohja;178;19610515;1961;5;15;3325000;6695000;10.7;14.6;6.9;0;11436;8.96;
;;;Lohja;178;19610516;1961;5;16;3325000;6695000;10.8;14.4;7.4;0;15953;8.44;
;;;Lohja;178;19610517;1961;5;17;3325000;6695000;9.8;14;4.4;0;20660;6.77;
;;;Lohja;178;19610518;1961;5;18;3325000;6695000;9;15.4;0.9;0;16507;7.62;
;;;Lohja;178;19610519;1961;5;19;3325000;6695000;9.5;14.5;3.5;1;9965;9.16;
;;;Lohja;178;19610520;1961;5;20;3325000;6695000;8.8;11.3;6;4;6741;10.55;
;;;Lohja;178;19610521;1961;5;21;3325000;6695000;8.3;12;6.8;3;12743;9.16;
;;;Lohja;178;19610522;1961;5;22;3325000;6695000;7.7;13.3;1.6;0;22000;6.12;
;;;Lohja;178;19610523;1961;5;23;3325000;6695000;8.9;13.4;5.9;0;16772;8;
;;;Lohja;178;19610524;1961;5;24;3325000;6695000;8.9;13.3;3.2;0;14582;9.06;
;;;Lohja;178;19610525;1961;5;25;3325000;6695000;11.6;15.4;7.6;0;25472;7.93;
;;;Lohja;178;19610526;1961;5;26;3325000;6695000;11.5;18.1;1.5;0;23907;7.73;
;;;Lohja;178;19610527;1961;5;27;3325000;6695000;11.8;17.8;1.8;0;22230;8.06;
;;;Lohja;178;19610528;1961;5;28;3325000;6695000;15;21.1;8.2;0;26106;11.02;
;;;Lohja;178;19610529;1961;5;29;3325000;6695000;18.6;26;9.3;0;26218;12.81;
;;;Lohja;178;19610530;1961;5;30;3325000;6695000;21.2;26.8;12.9;0;20102;14.23;
;;;Lohja;178;19610531;1961;5;31;3325000;6695000;21;27.1;13.6;0;25010;12.92;
;;;Lohja;178;19610601;1961;6;1;3325000;6695000;20.6;26.7;10.5;0;27747;12.77;
;;;Lohja;178;19610602;1961;6;2;3325000;6695000;20.2;25.7;13.1;0;20316;14.69;
;;;Lohja;178;19610603;1961;6;3;3325000;6695000;19.8;25.2;13.8;0;25921;12.58;
;;;Lohja;178;19610604;1961;6;4;3325000;6695000;19.4;25.8;8.8;0;27908;10.77;
;;;Lohja;178;19610605;1961;6;5;3325000;6695000;19.8;26.9;8.3;0;29211;11.76;
;;;Lohja;178;19610606;1961;6;6;3325000;6695000;20.7;27.7;10.1;0;27916;12.4;
;;;Lohja;178;19610607;1961;6;7;3325000;6695000;20.6;27.5;10.3;0;27073;12.84;
;;;Lohja;178;19610608;1961;6;8;3325000;6695000;20.5;27.1;11.6;1;22944;14.56;
;;;Lohja;178;19610609;1961;6;9;3325000;6695000;17.7;21.8;15.3;0;12012;16.81;
;;;Lohja;178;19610610;1961;6;10;3325000;6695000;17.7;23.3;12.4;0;22706;14.86;
;;;Lohja;178;19610611;1961;6;11;3325000;6695000;19.7;27;10.3;1;22967;16.99;
;;;Lohja;178;19610612;1961;6;12;3325000;6695000;20.3;24.7;14.3;0;22490;17.8;
;;;Lohja;178;19610613;1961;6;13;3325000;6695000;19.1;24.8;12.8;1;21403;17.28;
;;;Lohja;178;19610614;1961;6;14;3325000;6695000;17.3;21;14.7;0;14753;15.85;
;;;Lohja;178;19610615;1961;6;15;3325000;6695000;17.2;22;11;12;15531;16.39;
;;;Lohja;178;19610616;1961;6;16;3325000;6695000;17.2;21.2;14.9;16;16196;16.99;
;;;Lohja;178;19610617;1961;6;17;3325000;6695000;16.8;21.1;11.5;0;23880;14.13;
;;;Lohja;178;19610618;1961;6;18;3325000;6695000;14.5;17.7;12.2;11;9880;14.77;
;;;Lohja;178;19610619;1961;6;19;3325000;6695000;14.3;17.4;10.5;0;19837;11.23;
;;;Lohja;178;19610620;1961;6;20;3325000;6695000;13.1;16.7;8.1;0;24606;8.63;
;;;Lohja;178;19610621;1961;6;21;3325000;6695000;11.6;15.8;5.3;2;17208;10.57;
;;;Lohja;178;19610622;1961;6;22;3325000;6695000;12.2;17.3;5.7;0;23297;10.28;
;;;Lohja;178;19610623;1961;6;23;3325000;6695000;13.4;16.7;9.4;2;17794;12.11;
;;;Lohja;178;19610624;1961;6;24;3325000;6695000;13.6;17.4;10.5;5;17152;11.67;
;;;Lohja;178;19610625;1961;6;25;3325000;6695000;13;18.6;9.7;3;18578;11.24;
;;;Lohja;178;19610626;1961;6;26;3325000;6695000;14.4;19.6;10.8;0;23852;11.04;
;;;Lohja;178;19610627;1961;6;27;3325000;6695000;12.6;16.3;7.3;10;12187;12.93;
;;;Lohja;178;19610628;1961;6;28;3325000;6695000;13.7;16.4;11.7;0;15257;13.69;
;;;Lohja;178;19610629;1961;6;29;3325000;6695000;14.9;21.2;7.4;0;28229;10.16;
;;;Lohja;178;19610630;1961;6;30;3325000;6695000;14.9;18.9;11.3;0;27874;8.78;
;;;Lohja;178;19610701;1961;7;1;3325000;6695000;15.6;23.2;5.8;0;23240;12.39;
;;;Lohja;178;19610702;1961;7;2;3325000;6695000;18.6;24.5;11.4;0;16636;13.4;
;;;Lohja;178;19610703;1961;7;3;3325000;6695000;17;23.2;11.6;0;24012;13.89;
;;;Lohja;178;19610704;1961;7;4;3325000;6695000;13.6;19.1;8.7;1;12920;12.32;
;;;Lohja;178;19610705;1961;7;5;3325000;6695000;13.4;17.7;10;7;14054;13.15;
;;;Lohja;178;19610706;1961;7;6;3325000;6695000;14.2;17.5;11.4;0;20988;10.87;
;;;Lohja;178;19610707;1961;7;7;3325000;6695000;10.6;16.4;5.2;14;11998;11.34;
;;;Lohja;178;19610708;1961;7;8;3325000;6695000;13.6;18.5;8.6;0;20560;11.46;
;;;Lohja;178;19610709;1961;7;9;3325000;6695000;13.7;19.6;5.7;0;20743;11.11;
;;;Lohja;178;19610710;1961;7;10;3325000;6695000;15.6;22;6.6;0;20642;12.06;
;;;Lohja;178;19610711;1961;7;11;3325000;6695000;14.7;18.8;10.3;1;16197;12.25;
;;;Lohja;178;19610712;1961;7;12;3325000;6695000;14.9;19.2;11.4;0;12997;13.55;
;;;Lohja;178;19610713;1961;7;13;3325000;6695000;15.8;20;11.4;1;16080;14.19;
;;;Lohja;178;19610714;1961;7;14;3325000;6695000;16.6;23.6;9.3;5;22363;14.27;
;;;Lohja;178;19610715;1961;7;15;3325000;6695000;16.1;18.5;14.6;1;10654;16.48;
;;;Lohja;178;19610716;1961;7;16;3325000;6695000;16.7;19.1;14.2;0;11600;16.55;
;;;Lohja;178;19610717;1961;7;17;3325000;6695000;17.9;22.1;14.3;0;13098;17.02;
;;;Lohja;178;19610718;1961;7;18;3325000;6695000;17.8;23.8;11;0;19251;15.8;
;;;Lohja;178;19610719;1961;7;19;3325000;6695000;18.3;22.9;14.2;0;22517;14.54;
;;;Lohja;178;19610720;1961;7;20;3325000;6695000;16.8;23.3;7.6;0;21730;13.21;
;;;Lohja;178;19610721;1961;7;21;3325000;6695000;15.4;20;13.2;22;7170;16.22;
;;;Lohja;178;19610722;1961;7;22;3325000;6695000;15.5;18.6;12.3;3;13171;13.21;
;;;Lohja;178;19610723;1961;7;23;3325000;6695000;16.3;20.7;12.4;0;15441;13.73;
;;;Lohja;178;19610724;1961;7;24;3325000;6695000;14.3;18.2;9.3;0;13025;13.04;
;;;Lohja;178;19610725;1961;7;25;3325000;6695000;13.4;20.2;5.8;3;16776;12.89;
;;;Lohja;178;19610726;1961;7;26;3325000;6695000;13.1;17.8;7.5;15;13150;13.51;
;;;Lohja;178;19610727;1961;7;27;3325000;6695000;15;17.3;12.8;9;10755;15.31;
;;;Lohja;178;19610728;1961;7;28;3325000;6695000;13.2;15.4;11.6;6;14464;13.25;
;;;Lohja;178;19610729;1961;7;29;3325000;6695000;14.7;18.4;10.9;1;13982;13.6;
;;;Lohja;178;19610730;1961;7;30;3325000;6695000;16.7;20.8;11.3;0;16536;13.95;
;;;Lohja;178;19610731;1961;7;31;3325000;6695000;16.4;21.6;9.6;9;14831;13.95;
;;;Lohja;178;19610801;1961;8;1;3325000;6695000;19.9;24.6;15.8;0;19029;19.55;
;;;Lohja;178;19610802;1961;8;2;3325000;6695000;14.8;19.8;13.2;5;11749;15.16;
;;;Lohja;178;19610803;1961;8;3;3325000;6695000;15.8;19.3;13.4;1;17495;13.75;
;;;Lohja;178;19610804;1961;8;4;3325000;6695000;15;18.5;12.9;0;16484;12.6;
;;;Lohja;178;19610805;1961;8;5;3325000;6695000;13.1;16.7;9.3;4;9893;12.66;
;;;Lohja;178;19610806;1961;8;6;3325000;6695000;13.6;18.4;7.2;2;14635;13.13;
;;;Lohja;178;19610807;1961;8;7;3325000;6695000;16.5;21.1;13.7;0;16950;13.46;
;;;Lohja;178;19610808;1961;8;8;3325000;6695000;14.8;21.1;8.4;0;18112;12.02;
;;;Lohja;178;19610809;1961;8;9;3325000;6695000;14.7;21;7.9;0;19265;11.37;
;;;Lohja;178;19610810;1961;8;10;3325000;6695000;14.9;21;9;0;17516;12.36;
;;;Lohja;178;19610811;1961;8;11;3325000;6695000;15.8;21.1;10.5;0;17849;12.77;
;;;Lohja;178;19610812;1961;8;12;3325000;6695000;12.2;18.2;6.4;5;12806;12.9;
;;;Lohja;178;19610813;1961;8;13;3325000;6695000;12.4;17.4;7.1;2;12957;13.25;
;;;Lohja;178;19610814;1961;8;14;3325000;6695000;14.4;20.4;9.2;0;13293;12.36;
;;;Lohja;178;19610815;1961;8;15;3325000;6695000;13.5;18;9.6;1;11878;12.11;
;;;Lohja;178;19610816;1961;8;16;3325000;6695000;13.6;17.3;10.4;9;11320;13.17;
;;;Lohja;178;19610817;1961;8;17;3325000;6695000;13.2;17.4;10.7;3;14178;12.23;
;;;Lohja;178;19610818;1961;8;18;3325000;6695000;11.9;15.2;7.8;5;11942;12.62;
;;;Lohja;178;19610819;1961;8;19;3325000;6695000;11.5;13.1;10;17;7706;12.62;
;;;Lohja;178;19610820;1961;8;20;3325000;6695000;11.2;12.1;10.2;16;6376;13.01;
;;;Lohja;178;19610821;1961;8;21;3325000;6695000;12;13.1;10.7;0;6348;12.25;
;;;Lohja;178;19610822;1961;8;22;3325000;6695000;13.7;18.7;10.5;1;12544;12.37;
;;;Lohja;178;19610823;1961;8;23;3325000;6695000;12.6;14.9;10.9;0;8772;11.41;
;;;Lohja;178;19610824;1961;8;24;3325000;6695000;10.5;14.5;5.4;0;9554;10.09;
;;;Lohja;178;19610825;1961;8;25;3325000;6695000;11.2;15;5.9;5;9496;11.21;
;;;Lohja;178;19610826;1961;8;26;3325000;6695000;10.5;18.7;3.8;0;10913;10.49;
;;;Lohja;178;19610827;1961;8;27;3325000;6695000;11.6;19.1;4.9;2;12086;12.21;
;;;Lohja;178;19610828;1961;8;28;3325000;6695000;13.3;17.9;10.6;0;9067;11.27;
;;;Lohja;178;19610829;1961;8;29;3325000;6695000;14.4;19.6;11.1;0;15565;11.14;
;;;Lohja;178;19610830;1961;8;30;3325000;6695000;12;18;6.1;0;12553;11.59;
;;;Lohja;178;19610831;1961;8;31;3325000;6695000;15.9;24.1;8.5;0;14664;14.49;
;;;Lohja;178;19610901;1961;9;1;3325000;6695000;13.7;21.4;6.7;0;16189;12.35;
;;;Lohja;178;19610902;1961;9;2;3325000;6695000;13.3;18.1;8.9;0;15943;9.86;
;;;Lohja;178;19610903;1961;9;3;3325000;6695000;10.3;13.9;5.7;4;8440;10.05;
;;;Lohja;178;19610904;1961;9;4;3325000;6695000;8.3;13.8;3.4;0;14927;7.95;
;;;Lohja;178;19610905;1961;9;5;3325000;6695000;6.4;13.1;0.7;0;14964;6.74;
;;;Lohja;178;19610906;1961;9;6;3325000;6695000;6.4;12;-0.6;0;9461;7.38;
;;;Lohja;178;19610907;1961;9;7;3325000;6695000;9.6;10.6;7.4;1;3434;10.41;
;;;Lohja;178;19610908;1961;9;8;3325000;6695000;10.7;12.5;9.3;0;4373;11.1;
;;;Lohja;178;19610909;1961;9;9;3325000;6695000;8.7;12.8;4;1;12129;7.51;
;;;Lohja;178;19610910;1961;9;10;3325000;6695000;8.7;13.3;4.7;0;10817;8.11;
;;;Lohja;178;19610911;1961;9;11;3325000;6695000;8.8;12.6;5.5;8;8862;9.23;
;;;Lohja;178;19610912;1961;9;12;3325000;6695000;11.8;13.7;8.5;6;3591;13.66;
;;;Lohja;178;19610913;1961;9;13;3325000;6695000;11;14;9.5;0;7210;11.22;
;;;Lohja;178;19610914;1961;9;14;3325000;6695000;9.7;12.7;6.7;0;7122;10.49;
;;;Lohja;178;19610915;1961;9;15;3325000;6695000;11.9;13.2;9.7;2;3741;12.57;
;;;Lohja;178;19610916;1961;9;16;3325000;6695000;12.3;15.2;9.6;1;5282;12.22;
;;;Lohja;178;19610917;1961;9;17;3325000;6695000;13.8;17.5;7.5;0;4798;13.91;
;;;Lohja;178;19610918;1961;9;18;3325000;6695000;13.9;16.9;12.4;0;10677;9.72;
;;;Lohja;178;19610919;1961;9;19;3325000;6695000;12;16.1;8.5;0;7948;9.41;
;;;Lohja;178;19610920;1961;9;20;3325000;6695000;7.5;14.4;1.6;0;12673;7.62;
;;;Lohja;178;19610921;1961;9;21;3325000;6695000;6.1;13.9;-0.3;0;13349;8.04;
;;;Lohja;178;19610922;1961;9;22;3325000;6695000;6.7;15.4;-0.1;0;7696;9.45;
;;;Lohja;178;19610923;1961;9;23;3325000;6695000;10.5;17.8;6.2;0;9217;10.71;
;;;Lohja;178;19610924;1961;9;24;3325000;6695000;8.1;14.3;2.3;0;5446;10.03;
;;;Lohja;178;19610925;1961;9;25;3325000;6695000;9.2;14.7;5;0;8334;10.3;
;;;Lohja;178;19610926;1961;9;26;3325000;6695000;9.1;14.8;2.9;0;5738;10.15;
;;;Lohja;178;19610927;1961;9;27;3325000;6695000;8.9;14.5;5.3;0;8828;8.71;
;;;Lohja;178;19610928;1961;9;28;3325000;6695000;5.6;11.8;0.4;0;7441;8.68;
;;;Lohja;178;19610929;1961;9;29;3325000;6695000;9.1;14.3;3.3;0;7154;11.13;
;;;Lohja;178;19610930;1961;9;30;3325000;6695000;9.5;15.6;5.5;0;10054;10.19;
;;;Lohja;178;19611001;1961;10;1;3325000;6695000;6.8;16.2;2.5;0;7682;9.28;
;;;Lohja;178;19611002;1961;10;2;3325000;6695000;8.4;15.1;0.8;0;9191;9.62;
;;;Lohja;178;19611003;1961;10;3;3325000;6695000;10.3;12.4;7.2;0;3175;10.73;
;;;Lohja;178;19611004;1961;10;4;3325000;6695000;9.8;11.5;9;0;2894;9.79;
;;;Lohja;178;19611005;1961;10;5;3325000;6695000;9.2;11.7;7;0;3849;9.31;
;;;Lohja;178;19611006;1961;10;6;3325000;6695000;8.3;12.1;4.6;0;5755;8.76;
;;;Lohja;178;19611007;1961;10;7;3325000;6695000;6.8;13.3;3.5;0;3734;8.9;
;;;Lohja;178;19611008;1961;10;8;3325000;6695000;5.9;12.6;0.9;0;6439;7.62;
;;;Lohja;178;19611009;1961;10;9;3325000;6695000;8.5;11.7;1.8;0;6470;9.13;
;;;Lohja;178;19611010;1961;10;10;3325000;6695000;12.5;14.1;9.8;0;3134;12.92;
;;;Lohja;178;19611011;1961;10;11;3325000;6695000;13.6;14.9;13.2;2;2515;14.32;
;;;Lohja;178;19611012;1961;10;12;3325000;6695000;11.3;13.8;8.5;0;6280;10.49;
;;;Lohja;178;19611013;1961;10;13;3325000;6695000;8;12.5;6.3;0;4043;8.68;
;;;Lohja;178;19611014;1961;10;14;3325000;6695000;7;11;2.7;0;6058;7.96;
;;;Lohja;178;19611015;1961;10;15;3325000;6695000;6.9;9.7;5.5;0;2269;9.46;
;;;Lohja;178;19611016;1961;10;16;3325000;6695000;8;11.7;4;1;4185;9.47;
;;;Lohja;178;19611017;1961;10;17;3325000;6695000;9.2;10.3;7.6;10;2036;11.13;
;;;Lohja;178;19611018;1961;10;18;3325000;6695000;9.4;10.8;8.4;11;2216;10.97;
;;;Lohja;178;19611019;1961;10;19;3325000;6695000;9.2;9.8;8.2;0;2259;9.76;
;;;Lohja;178;19611020;1961;10;20;3325000;6695000;9.6;11.7;8.7;0;2419;10.11;
;;;Lohja;178;19611021;1961;10;21;3325000;6695000;8.2;9.5;7.1;0;2230;10.22;
;;;Lohja;178;19611022;1961;10;22;3325000;6695000;6.3;7.4;5.7;0;2900;8.75;
;;;Lohja;178;19611023;1961;10;23;3325000;6695000;5.6;9.5;3.2;0;3703;8.21;
;;;Lohja;178;19611024;1961;10;24;3325000;6695000;6;7.7;2.6;2;3290;7.71;
;;;Lohja;178;19611025;1961;10;25;3325000;6695000;8.3;9.5;6.7;9;1637;10.83;
;;;Lohja;178;19611026;1961;10;26;3325000;6695000;8.6;11.6;5.8;0;3274;10.29;
;;;Lohja;178;19611027;1961;10;27;3325000;6695000;9.5;10.8;4.3;6;1983;11.33;
;;;Lohja;178;19611028;1961;10;28;3325000;6695000;10.4;11.9;8.3;0;3254;11.41;
;;;Lohja;178;19611029;1961;10;29;3325000;6695000;8.8;10;7.6;3;1684;10.97;
;;;Lohja;178;19611030;1961;10;30;3325000;6695000;7;10;5.9;8;2579;9.48;
;;;Lohja;178;19611031;1961;10;31;3325000;6695000;6;7.1;2.5;7;1680;8.3;
