OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;
;;;Lohja;178;20080830;2008;8;30;3325000;6695000;9.7;15.1;5.3;0.4;10659;10.05;
;;;Lohja;178;20080831;2008;8;31;3325000;6695000;8.1;12.9;5.6;0.1;14610;8.13;
;;;Lohja;178;20080901;2008;9;1;3325000;6695000;7.6;13.9;0.6;0.9;9711;9.5;
;;;Lohja;178;20080902;2008;9;2;3325000;6695000;10.2;11.7;8.2;8.6;2998;12.4;
;;;Lohja;178;20080903;2008;9;3;3325000;6695000;14.2;16.1;11.1;3.8;4835;15.68;
;;;Lohja;178;20080904;2008;9;4;3325000;6695000;13.6;17.7;11.5;0.1;14481;13.37;
;;;Lohja;178;20080905;2008;9;5;3325000;6695000;13.8;18;10.2;0.5;11704;14.14;
;;;Lohja;178;20080906;2008;9;6;3325000;6695000;13.2;17.4;9.9;7.8;9952;13.71;
;;;Lohja;178;20080907;2008;9;7;3325000;6695000;12.7;14.8;11.6;0;6062;13.65;
;;;Lohja;178;20080908;2008;9;8;3325000;6695000;10.3;12.9;8.4;4.9;6533;10.6;
;;;Lohja;178;20080909;2008;9;9;3325000;6695000;9.9;10.7;9.2;33.9;1898;11.65;
;;;Lohja;178;20080910;2008;9;10;3325000;6695000;9.2;12.1;7.7;0.2;7974;9.99;
;;;Lohja;178;20080911;2008;9;11;3325000;6695000;7;10.4;4.6;0;10938;7.78;
;;;Lohja;178;20080912;2008;9;12;3325000;6695000;6.3;11.2;2.3;0;12049;7.42;
;;;Lohja;178;20080913;2008;9;13;3325000;6695000;8;11.8;6.4;0;10274;7.96;
;;;Lohja;178;20080914;2008;9;14;3325000;6695000;5.4;8.8;1.7;0;5457;7.68;
;;;Lohja;178;20080915;2008;9;15;3325000;6695000;6.7;8.2;5.6;0;2941;7.92;
;;;Lohja;178;20080916;2008;9;16;3325000;6695000;6.2;7.3;5.4;0;2752;7.75;
;;;Lohja;178;20080917;2008;9;17;3325000;6695000;6.3;8.6;4.8;1.5;5378;8.32;
;;;Lohja;178;20080918;2008;9;18;3325000;6695000;6.4;7.4;5.7;0.1;2964;9.1;
;;;Lohja;178;20080919;2008;9;19;3325000;6695000;7.1;9.3;5.4;0;4659;9.12;
;;;Lohja;178;20080920;2008;9;20;3325000;6695000;7.2;11.9;2.6;0;6110;8.93;
;;;Lohja;178;20080921;2008;9;21;3325000;6695000;7.8;13.2;3.9;0;12260;9.05;
;;;Lohja;178;20080922;2008;9;22;3325000;6695000;10;16.1;4.4;0;8943;10.96;
;;;Lohja;178;20080923;2008;9;23;3325000;6695000;7.9;14.3;3.6;0;11329;9.54;
;;;Lohja;178;20080924;2008;9;24;3325000;6695000;7.7;16.1;2.5;0;11363;9.92;
;;;Lohja;178;20080925;2008;9;25;3325000;6695000;8.1;15.4;4;0;10293;9.82;
;;;Lohja;178;20080926;2008;9;26;3325000;6695000;8.1;14.7;1.9;0;6948;10.59;
;;;Lohja;178;20080927;2008;9;27;3325000;6695000;9;13.3;4.2;0.7;6733;10.17;
;;;Lohja;178;20080928;2008;9;28;3325000;6695000;10.2;12.5;8;1.4;9082;9.39;
;;;Lohja;178;20080929;2008;9;29;3325000;6695000;6.1;10.6;3.7;0;7385;7.69;
;;;Lohja;178;20080930;2008;9;30;3325000;6695000;3.7;11.6;-1.7;1.1;7843;7.48;
;;;Lohja;178;20081001;2008;10;1;3325000;6695000;7.7;9.5;3.5;18.6;1588;10.46;
;;;Lohja;178;20081002;2008;10;2;3325000;6695000;8.7;10.4;7.6;6.5;2788;10.79;
;;;Lohja;178;20081003;2008;10;3;3325000;6695000;7.8;10.9;4.1;8.6;5294;10.34;
;;;Lohja;178;20081004;2008;10;4;3325000;6695000;7.9;11.5;5.5;4.6;6333;10.31;
;;;Lohja;178;20081005;2008;10;5;3325000;6695000;8.2;10.9;5.6;16.3;5807;9.69;
;;;Lohja;178;20081006;2008;10;6;3325000;6695000;8.5;11.2;7.2;0;7321;9.54;
;;;Lohja;178;20081007;2008;10;7;3325000;6695000;6.1;12.1;2.9;0;8568;8.33;
;;;Lohja;178;20081008;2008;10;8;3325000;6695000;3.5;10.5;-0.8;0.1;8366;7.39;
;;;Lohja;178;20081009;2008;10;9;3325000;6695000;5;10.2;-0.5;1.8;3844;8.85;
;;;Lohja;178;20081010;2008;10;10;3325000;6695000;8.6;11.3;6.6;0.5;6344;10.19;
;;;Lohja;178;20081011;2008;10;11;3325000;6695000;10.4;12.2;6.4;1.9;983;12.62;
;;;Lohja;178;20081012;2008;10;12;3325000;6695000;9.4;12.1;7.2;0.2;7059;10.48;
;;;Lohja;178;20081013;2008;10;13;3325000;6695000;7.7;10.3;5.1;0.1;3026;9.91;
;;;Lohja;178;20081014;2008;10;14;3325000;6695000;9.3;11.8;6.9;0.8;3413;10.81;
;;;Lohja;178;20081015;2008;10;15;3325000;6695000;6;11;3.5;1.6;7102;8.57;
;;;Lohja;178;20081016;2008;10;16;3325000;6695000;7.5;10.2;2.8;15.7;478;10.46;
;;;Lohja;178;20081017;2008;10;17;3325000;6695000;6.4;9.1;5.4;0;2492;8.59;
;;;Lohja;178;20081018;2008;10;18;3325000;6695000;5.4;9.1;3.8;0.1;5323;7.71;
;;;Lohja;178;20081019;2008;10;19;3325000;6695000;6.5;9.5;2.2;2.8;2037;9.49;
;;;Lohja;178;20081020;2008;10;20;3325000;6695000;6.6;10.3;2;0.5;4437;9.34;
;;;Lohja;178;20081021;2008;10;21;3325000;6695000;10.7;11.4;9.7;11.7;490;11.58;
;;;Lohja;178;20081022;2008;10;22;3325000;6695000;8.1;11.1;6.7;0.2;4897;8.66;
;;;Lohja;178;20081023;2008;10;23;3325000;6695000;5.5;8.9;2.7;0.6;4498;8.15;
;;;Lohja;178;20081024;2008;10;24;3325000;6695000;8;10.4;2.3;10.7;601;10.45;
;;;Lohja;178;20081025;2008;10;25;3325000;6695000;8.6;10;7.5;4.2;4384;9.89;
;;;Lohja;178;20081026;2008;10;26;3325000;6695000;8.7;9.5;7.5;26.2;327;10.41;
;;;Lohja;178;20081027;2008;10;27;3325000;6695000;8.6;9.7;7.7;0.2;2836;10.23;
;;;Lohja;178;20081028;2008;10;28;3325000;6695000;3.9;7.8;1.6;5.8;2495;7.95;
;;;Lohja;178;20081029;2008;10;29;3325000;6695000;2.5;5.5;0;4.9;2854;7.74;
;;;Lohja;178;20081030;2008;10;30;3325000;6695000;4.3;5.7;3.1;18.8;1504;7.89;
;;;Lohja;178;20081031;2008;10;31;3325000;6695000;6.4;9.8;3.3;8.7;1070;9.49;
;;;Lohja;178;20081101;2008;11;1;3325000;6695000;2.5;6.1;0.1;0;2448;6.7;
;;;Lohja;178;20081102;2008;11;2;3325000;6695000;0.5;4.9;-3.1;0;4024;6.09;
;;;Lohja;178;20081103;2008;11;3;3325000;6695000;3.4;5.7;1.3;0.1;1909;7.62;
;;;Lohja;178;20081104;2008;11;4;3325000;6695000;5.5;7.5;3.2;0;1872;8.6;
;;;Lohja;178;20081105;2008;11;5;3325000;6695000;3.7;6.8;2.2;0;3174;7.19;
;;;Lohja;178;20081106;2008;11;6;3325000;6695000;-1.5;2.9;-3.1;0;3534;5.08;
;;;Lohja;178;20081107;2008;11;7;3325000;6695000;-0.3;3.2;-3.9;0.1;1397;5.81;
;;;Lohja;178;20081108;2008;11;8;3325000;6695000;2.2;3.8;-0.8;0.6;361;6.92;
;;;Lohja;178;20081109;2008;11;9;3325000;6695000;6.2;7.9;3.7;2.9;194;9.37;
;;;Lohja;178;20081110;2008;11;10;3325000;6695000;6.7;8.4;4.7;11.8;1649;9.11;
;;;Lohja;178;20081111;2008;11;11;3325000;6695000;7;9.9;4.4;17.6;320;9.75;
;;;Lohja;178;20081112;2008;11;12;3325000;6695000;6.4;9.7;4.3;2;1246;9.09;
;;;Lohja;178;20081113;2008;11;13;3325000;6695000;5.9;7.5;4.6;15.4;591;8.94;
;;;Lohja;178;20081114;2008;11;14;3325000;6695000;4.7;5.5;3.1;5.6;899;8.16;
;;;Lohja;178;20081115;2008;11;15;3325000;6695000;6.1;7.9;5;2.1;540;8.88;
;;;Lohja;178;20081116;2008;11;16;3325000;6695000;3.4;6.8;1;3.5;757;7.17;
;;;Lohja;178;20081117;2008;11;17;3325000;6695000;-1.5;1.2;-2.3;0.4;2049;4.73;
;;;Lohja;178;20081118;2008;11;18;3325000;6695000;1.7;3.9;-2.4;16.4;904;6.52;
;;;Lohja;178;20081119;2008;11;19;3325000;6695000;0.5;3.5;-1.3;4.1;1871;5.79;
;;;Lohja;178;20081120;2008;11;20;3325000;6695000;-0.8;0.4;-2.9;0.5;1057;5.52;
;;;Lohja;178;20081121;2008;11;21;3325000;6695000;-3.8;-0.6;-6;0;1237;4.43;
;;;Lohja;178;20081122;2008;11;22;3325000;6695000;-4.7;-3.4;-6.4;0;1270;4.09;
;;;Lohja;178;20081123;2008;11;23;3325000;6695000;-3.1;-2.5;-4.2;7.1;410;4.45;
;;;Lohja;178;20081124;2008;11;24;3325000;6695000;-1.7;-0.9;-3.2;1.7;812;5.1;
;;;Lohja;178;20081125;2008;11;25;3325000;6695000;-0.9;0.3;-2.6;0.3;534;5.55;
;;;Lohja;178;20081126;2008;11;26;3325000;6695000;-0.9;0.7;-2.6;3;583;5.6;
;;;Lohja;178;20081127;2008;11;27;3325000;6695000;1.8;4.4;-1.7;0;571;6.79;
;;;Lohja;178;20081128;2008;11;28;3325000;6695000;5.2;6.8;2.7;2.7;926;7.76;
;;;Lohja;178;20081129;2008;11;29;3325000;6695000;3.8;5.4;2.3;2;239;7.65;
;;;Lohja;178;20081130;2008;11;30;3325000;6695000;2.7;4.2;1.1;5.1;185;7.02;
;;;Lohja;178;20081201;2008;12;1;3325000;6695000;4.8;5.5;3.6;9.7;95;8.48;
;;;Lohja;178;20081202;2008;12;2;3325000;6695000;4.1;6.1;3.1;9.1;116;8.09;
;;;Lohja;178;20081203;2008;12;3;3325000;6695000;4.2;4.9;3.2;4.3;291;7.67;
;;;Lohja;178;20081204;2008;12;4;3325000;6695000;1.4;3.8;0;4.2;204;6.57;
;;;Lohja;178;20081205;2008;12;5;3325000;6695000;-0.4;1.4;-1.6;0;784;5.92;
;;;Lohja;178;20081206;2008;12;6;3325000;6695000;-1.1;0.2;-1.8;0;648;5.1;
;;;Lohja;178;20081207;2008;12;7;3325000;6695000;-1.8;-0.7;-2.4;0;327;4.69;
;;;Lohja;178;20081208;2008;12;8;3325000;6695000;-1.6;1;-4;2.1;517;5.2;
;;;Lohja;178;20081209;2008;12;9;3325000;6695000;0.9;1.7;0.3;5.6;163;6.25;
;;;Lohja;178;20081210;2008;12;10;3325000;6695000;0;0.4;-0.4;6.8;188;6.02;
;;;Lohja;178;20081211;2008;12;11;3325000;6695000;0;0.9;-1;0.4;191;6;
;;;Lohja;178;20081212;2008;12;12;3325000;6695000;1.2;1.7;0.4;0;155;6.26;
;;;Lohja;178;20081213;2008;12;13;3325000;6695000;3;3.6;1.7;0.7;135;7.34;
;;;Lohja;178;20081214;2008;12;14;3325000;6695000;0.3;3.4;-1;0;607;6.06;
;;;Lohja;178;20081215;2008;12;15;3325000;6695000;-0.5;0.1;-1.2;0;450;5.62;
;;;Lohja;178;20081216;2008;12;16;3325000;6695000;-1.8;-0.1;-2.1;0.9;70;4.92;
;;;Lohja;178;20081217;2008;12;17;3325000;6695000;-1.3;-0.5;-2.8;3.3;105;5.32;
;;;Lohja;178;20081218;2008;12;18;3325000;6695000;1.5;3.1;-1.1;0.7;186;6.72;
;;;Lohja;178;20081219;2008;12;19;3325000;6695000;2.8;3.6;1.6;3.1;79;6.92;
;;;Lohja;178;20081220;2008;12;20;3325000;6695000;2.2;3.5;0.5;0.5;243;7.04;
;;;Lohja;178;20081221;2008;12;21;3325000;6695000;1.7;2.8;0.4;7.6;165;6.72;
;;;Lohja;178;20081222;2008;12;22;3325000;6695000;1.3;2.3;0.3;0.3;326;6.41;
;;;Lohja;178;20081223;2008;12;23;3325000;6695000;-0.5;0.7;-0.6;0.3;311;5.08;
;;;Lohja;178;20081224;2008;12;24;3325000;6695000;-1.7;-0.7;-2.2;0;302;4.23;
;;;Lohja;178;20081225;2008;12;25;3325000;6695000;-3;-1.8;-5.5;0;629;4.11;
;;;Lohja;178;20081226;2008;12;26;3325000;6695000;-0.8;1.2;-5.3;0.4;484;5.77;
;;;Lohja;178;20081227;2008;12;27;3325000;6695000;0.1;1.7;-1.3;0;915;5.83;
;;;Lohja;178;20081228;2008;12;28;3325000;6695000;-5;-1.1;-7.1;0;1342;4.17;
;;;Lohja;178;20081229;2008;12;29;3325000;6695000;-0.6;0.6;-4;0;435;5.89;
;;;Lohja;178;20081230;2008;12;30;3325000;6695000;-1.7;0.3;-2.2;0.1;255;5.08;
;;;Lohja;178;20081231;2008;12;31;3325000;6695000;-1.2;-0.3;-2.2;0.1;890;5.14;
;;;Lohja;178;20090101;2009;1;1;3325000;6695000;-5.7;-0.8;-8.4;0;1030;2.84;
;;;Lohja;178;20090102;2009;1;2;3325000;6695000;-10.5;-7.6;-13;0;1299;2.56;
;;;Lohja;178;20090103;2009;1;3;3325000;6695000;-12.2;-8.4;-15.5;0;1541;2.21;
;;;Lohja;178;20090104;2009;1;4;3325000;6695000;-11.1;-8.7;-13.4;0;1018;2.32;
;;;Lohja;178;20090105;2009;1;5;3325000;6695000;-11.9;-7.5;-16.7;0.7;1141;2.32;
;;;Lohja;178;20090106;2009;1;6;3325000;6695000;-2.5;-0.7;-7.6;0.4;724;4.7;
;;;Lohja;178;20090107;2009;1;7;3325000;6695000;-10.7;-0.8;-13.8;0.1;1332;2.39;
;;;Lohja;178;20090108;2009;1;8;3325000;6695000;-9.5;-3.1;-16.1;4.1;1348;3.09;
;;;Lohja;178;20090109;2009;1;9;3325000;6695000;-0.4;2.6;-3;0;820;5.52;
;;;Lohja;178;20090110;2009;1;10;3325000;6695000;-2.7;2.5;-8.8;0;1062;5.31;
;;;Lohja;178;20090111;2009;1;11;3325000;6695000;2.1;3;0.6;3.2;394;6.31;
;;;Lohja;178;20090112;2009;1;12;3325000;6695000;3.9;4.8;2.4;1.3;194;7.25;
;;;Lohja;178;20090113;2009;1;13;3325000;6695000;3.8;4.8;3.5;0;234;7.32;
;;;Lohja;178;20090114;2009;1;14;3325000;6695000;2.3;4.2;1.5;0;831;6.27;
;;;Lohja;178;20090115;2009;1;15;3325000;6695000;-2.5;1.7;-6.1;0.2;490;4.36;
;;;Lohja;178;20090116;2009;1;16;3325000;6695000;-9.4;-6.1;-11.2;0;1756;2.34;
;;;Lohja;178;20090117;2009;1;17;3325000;6695000;-10.5;-5.5;-15.8;0;983;2.7;
;;;Lohja;178;20090118;2009;1;18;3325000;6695000;-3.3;-2.4;-5.5;2.2;512;4.5;
;;;Lohja;178;20090119;2009;1;19;3325000;6695000;-2.2;-1.8;-2.5;0.7;348;4.94;
;;;Lohja;178;20090120;2009;1;20;3325000;6695000;-2.3;-1.4;-2.8;4.8;349;4.75;
;;;Lohja;178;20090121;2009;1;21;3325000;6695000;-0.7;0.5;-2.9;0;670;5.76;
;;;Lohja;178;20090122;2009;1;22;3325000;6695000;-1;0.3;-2.9;9;330;5.29;
;;;Lohja;178;20090123;2009;1;23;3325000;6695000;-2.8;-0.5;-4.8;0;960;4.72;
;;;Lohja;178;20090124;2009;1;24;3325000;6695000;-4.1;-2.6;-6.4;0.2;581;4.4;
;;;Lohja;178;20090125;2009;1;25;3325000;6695000;-0.9;0.4;-3.6;0.6;430;5.73;
;;;Lohja;178;20090126;2009;1;26;3325000;6695000;-2.1;0.3;-2.9;0.3;804;5.06;
;;;Lohja;178;20090127;2009;1;27;3325000;6695000;-3.3;-2.2;-3.9;0.3;1159;4.54;
;;;Lohja;178;20090128;2009;1;28;3325000;6695000;-2.4;-1.2;-3.5;0.2;976;4.87;
;;;Lohja;178;20090129;2009;1;29;3325000;6695000;-2.6;-1.5;-3.2;0;1014;4.6;
;;;Lohja;178;20090130;2009;1;30;3325000;6695000;-2.8;-1.6;-3.1;0;1005;4.35;
;;;Lohja;178;20090131;2009;1;31;3325000;6695000;-14.5;-3;-17.5;0;3897;1.86;
;;;Lohja;178;20090201;2009;2;1;3325000;6695000;-8.9;-4.5;-16.7;0;1118;3.05;
;;;Lohja;178;20090202;2009;2;2;3325000;6695000;-6.7;-3.9;-8.9;0;3027;3.51;
;;;Lohja;178;20090203;2009;2;3;3325000;6695000;-7.9;-2.5;-13.6;0;4539;3.46;
;;;Lohja;178;20090204;2009;2;4;3325000;6695000;-5;-2.9;-8.6;0;1277;3.98;
;;;Lohja;178;20090205;2009;2;5;3325000;6695000;-5.2;-3.7;-5.8;0.8;656;3.79;
;;;Lohja;178;20090206;2009;2;6;3325000;6695000;-4.6;-3.6;-5.6;5;843;4.12;
;;;Lohja;178;20090207;2009;2;7;3325000;6695000;-0.6;1;-4.8;0.7;795;5.92;
;;;Lohja;178;20090208;2009;2;8;3325000;6695000;1.2;2.5;0.2;2.8;330;6.57;
;;;Lohja;178;20090209;2009;2;9;3325000;6695000;-2.1;2;-4.5;0;4476;4.24;
;;;Lohja;178;20090210;2009;2;10;3325000;6695000;-5.3;-0.1;-11;0.2;2100;4.5;
;;;Lohja;178;20090211;2009;2;11;3325000;6695000;-3.5;-1.3;-5.7;0;4037;4.3;
;;;Lohja;178;20090212;2009;2;12;3325000;6695000;-6;-3.7;-7.1;0.9;1402;3.57;
;;;Lohja;178;20090213;2009;2;13;3325000;6695000;-6.6;-4.3;-8.7;0.1;3766;3.39;
;;;Lohja;178;20090214;2009;2;14;3325000;6695000;-6.8;-4.4;-8.9;0.1;2084;3.49;
;;;Lohja;178;20090215;2009;2;15;3325000;6695000;-5.7;-3.9;-9.8;0;3334;3.51;
;;;Lohja;178;20090216;2009;2;16;3325000;6695000;-8.2;-6.1;-10;0;4646;2.61;
;;;Lohja;178;20090217;2009;2;17;3325000;6695000;-10.6;-5.3;-14.4;0;6693;2.27;
;;;Lohja;178;20090218;2009;2;18;3325000;6695000;-9.2;-4.7;-12;0.2;5678;2.6;
;;;Lohja;178;20090219;2009;2;19;3325000;6695000;-9;-6.3;-11.2;0.5;4141;2.85;
;;;Lohja;178;20090220;2009;2;20;3325000;6695000;-5.3;-2.8;-8.4;0.3;2571;3.68;
;;;Lohja;178;20090221;2009;2;21;3325000;6695000;-5.4;-4;-7.9;0;4269;3.16;
;;;Lohja;178;20090222;2009;2;22;3325000;6695000;-4;-2.6;-5.6;0.8;2310;3.84;
;;;Lohja;178;20090223;2009;2;23;3325000;6695000;-4.9;-3.5;-6.5;0.1;3188;3.45;
;;;Lohja;178;20090224;2009;2;24;3325000;6695000;-2.7;0.4;-5.8;0.7;2133;4.51;
;;;Lohja;178;20090225;2009;2;25;3325000;6695000;-1.2;0.6;-3.2;0;7073;4.53;
;;;Lohja;178;20090226;2009;2;26;3325000;6695000;-3.6;0.4;-10.7;4.1;2540;4.9;
;;;Lohja;178;20090227;2009;2;27;3325000;6695000;-0.7;1.4;-1.3;0.8;2866;5.31;
;;;Lohja;178;20090228;2009;2;28;3325000;6695000;-6.7;-1.3;-8.7;0;7876;3.31;
;;;Lohja;178;20090301;2009;3;1;3325000;6695000;-8.4;-5.1;-10.9;0;4753;2.64;
;;;Lohja;178;20090302;2009;3;2;3325000;6695000;-9.4;-4.4;-17.6;1.8;2873;3.03;
;;;Lohja;178;20090303;2009;3;3;3325000;6695000;-2.5;0.2;-5.2;1;1659;4.77;
;;;Lohja;178;20090304;2009;3;4;3325000;6695000;0.5;2.1;-1.1;0.3;3329;5.95;
;;;Lohja;178;20090305;2009;3;5;3325000;6695000;0.4;2.6;-0.6;0.1;4751;5.45;
;;;Lohja;178;20090306;2009;3;6;3325000;6695000;-1.2;1.7;-3.8;0;7845;4.8;
;;;Lohja;178;20090307;2009;3;7;3325000;6695000;-0.6;0.5;-1.1;0;3013;4.74;
;;;Lohja;178;20090308;2009;3;8;3325000;6695000;-4.2;0.4;-7.7;1.1;9244;4.02;
;;;Lohja;178;20090309;2009;3;9;3325000;6695000;-2.7;-0.9;-5.2;9.3;3392;4.83;
;;;Lohja;178;20090310;2009;3;10;3325000;6695000;-2.1;-1.5;-2.7;2.4;2195;4.97;
;;;Lohja;178;20090311;2009;3;11;3325000;6695000;-0.4;1;-1.5;0.1;3838;5.37;
;;;Lohja;178;20090312;2009;3;12;3325000;6695000;-1.3;-0.1;-1.6;0;2702;5.17;
;;;Lohja;178;20090313;2009;3;13;3325000;6695000;-0.9;2.1;-2.2;0;5926;5.13;
;;;Lohja;178;20090314;2009;3;14;3325000;6695000;-1;3.5;-5.4;0.1;6825;5.02;
;;;Lohja;178;20090315;2009;3;15;3325000;6695000;0.2;1.6;-1.4;0;4423;5.66;
;;;Lohja;178;20090316;2009;3;16;3325000;6695000;0.2;1.9;-2.2;3;4915;5.54;
;;;Lohja;178;20090317;2009;3;17;3325000;6695000;0.6;1.5;0.1;0;4204;6.02;
;;;Lohja;178;20090318;2009;3;18;3325000;6695000;-0.6;1.7;-2.7;0;6310;5.35;
;;;Lohja;178;20090319;2009;3;19;3325000;6695000;-2.3;2.1;-5.6;0;12094;3.68;
;;;Lohja;178;20090320;2009;3;20;3325000;6695000;-2.5;3.4;-11.6;0.5;7117;4.11;
;;;Lohja;178;20090321;2009;3;21;3325000;6695000;0.6;2.9;-0.8;0;12243;4.55;
;;;Lohja;178;20090322;2009;3;22;3325000;6695000;-3.7;2.3;-7.8;0;12650;3.38;
;;;Lohja;178;20090323;2009;3;23;3325000;6695000;-5.9;-0.9;-11.1;6;7721;3.8;
;;;Lohja;178;20090324;2009;3;24;3325000;6695000;-4.6;-2.1;-6.4;0.2;8893;3.75;
;;;Lohja;178;20090325;2009;3;25;3325000;6695000;-9.7;-2;-16.9;0;15029;2.27;
;;;Lohja;178;20090326;2009;3;26;3325000;6695000;-9.8;-2.6;-15.1;0;14004;2.11;
;;;Lohja;178;20090327;2009;3;27;3325000;6695000;-10.3;-0.3;-20.8;0;15439;2.22;
;;;Lohja;178;20090328;2009;3;28;3325000;6695000;-1.9;0.1;-6.2;6.8;4029;4.94;
;;;Lohja;178;20090329;2009;3;29;3325000;6695000;1.2;3.7;-0.1;0;6035;6.02;
;;;Lohja;178;20090330;2009;3;30;3325000;6695000;1.4;4.1;-0.4;6.1;7184;5.96;
;;;Lohja;178;20090331;2009;3;31;3325000;6695000;3.2;7.2;0.7;0.1;15891;6.16;
;;;Lohja;178;20090401;2009;4;1;3325000;6695000;1.3;5.6;-2.5;0;14694;4.84;
;;;Lohja;178;20090402;2009;4;2;3325000;6695000;1.2;6.6;-4.5;0;9852;4.9;
;;;Lohja;178;20090403;2009;4;3;3325000;6695000;6;10;2.9;0.5;13887;6.61;
;;;Lohja;178;20090404;2009;4;4;3325000;6695000;3.6;6.1;2.1;2.7;5458;7.43;
;;;Lohja;178;20090405;2009;4;5;3325000;6695000;2.2;5.6;-0.3;3.3;7294;7.03;
;;;Lohja;178;20090406;2009;4;6;3325000;6695000;2.5;4.1;1;0.1;5111;6.67;
;;;Lohja;178;20090407;2009;4;7;3325000;6695000;1.4;4;-0.4;0;4837;5.96;
;;;Lohja;178;20090408;2009;4;8;3325000;6695000;1.7;6.5;-2.3;0;15169;5.32;
;;;Lohja;178;20090409;2009;4;9;3325000;6695000;3.4;5.9;1.1;0;10013;4.56;
;;;Lohja;178;20090410;2009;4;10;3325000;6695000;5.7;11;2.7;0;9069;6.71;
;;;Lohja;178;20090411;2009;4;11;3325000;6695000;6.3;13.4;2.1;0;16128;7.46;
;;;Lohja;178;20090412;2009;4;12;3325000;6695000;2.3;6.9;-1.2;0;13019;6.24;
;;;Lohja;178;20090413;2009;4;13;3325000;6695000;2.2;6.2;0.3;0.2;7144;6.47;
;;;Lohja;178;20090414;2009;4;14;3325000;6695000;3.6;7.9;1.3;0;7018;7.12;
;;;Lohja;178;20090415;2009;4;15;3325000;6695000;3.6;8.7;-1;0;20041;4.55;
;;;Lohja;178;20090416;2009;4;16;3325000;6695000;-0.1;5.1;-5;0;17359;3.57;
;;;Lohja;178;20090417;2009;4;17;3325000;6695000;2.6;6.7;-2.3;0.5;9611;5.09;
;;;Lohja;178;20090418;2009;4;18;3325000;6695000;0.4;4.5;-1.5;0;21676;3.47;
;;;Lohja;178;20090419;2009;4;19;3325000;6695000;0.5;5.3;-5.2;0;16990;3.59;
;;;Lohja;178;20090420;2009;4;20;3325000;6695000;2.2;6.2;-0.9;0;21652;3;
;;;Lohja;178;20090421;2009;4;21;3325000;6695000;0.5;7.5;-6.5;0;21822;3.11;
;;;Lohja;178;20090422;2009;4;22;3325000;6695000;1.6;7.4;-5.6;0;13920;3.92;
;;;Lohja;178;20090423;2009;4;23;3325000;6695000;4.8;12.6;-3.7;1.1;17491;4.83;
;;;Lohja;178;20090424;2009;4;24;3325000;6695000;7;15.6;-1.9;0;21826;5.42;
;;;Lohja;178;20090425;2009;4;25;3325000;6695000;10;19;1.9;0;22186;6.89;
;;;Lohja;178;20090426;2009;4;26;3325000;6695000;9.5;17.1;1.3;0;21698;6.56;
;;;Lohja;178;20090427;2009;4;27;3325000;6695000;10.9;19.5;2.9;0;19770;7.2;
;;;Lohja;178;20090428;2009;4;28;3325000;6695000;11.4;18.6;3.2;0;14494;8.35;
;;;Lohja;178;20090429;2009;4;29;3325000;6695000;8.7;14.2;3.6;0;13002;7.86;
;;;Lohja;178;20090430;2009;4;30;3325000;6695000;7.8;13.7;3.5;0;23983;5.19;
;;;Lohja;178;20090501;2009;5;1;3325000;6695000;8.6;17.4;-2.1;0;24167;5.29;
;;;Lohja;178;20090502;2009;5;2;3325000;6695000;9.6;18;-0.5;0;24148;4.63;
;;;Lohja;178;20090503;2009;5;3;3325000;6695000;10.2;17.9;0.6;0;19068;7.08;
;;;Lohja;178;20090504;2009;5;4;3325000;6695000;9.4;17.6;3.9;0.3;12393;8.1;
;;;Lohja;178;20090505;2009;5;5;3325000;6695000;8.6;14.8;4.9;2.8;19552;8.01;
;;;Lohja;178;20090506;2009;5;6;3325000;6695000;7.9;12.2;5.9;0;13408;8.66;
;;;Lohja;178;20090507;2009;5;7;3325000;6695000;8.7;16.4;0.7;0.7;22096;7.33;
;;;Lohja;178;20090508;2009;5;8;3325000;6695000;10.3;16.5;5.9;0.5;26127;7.8;
;;;Lohja;178;20090509;2009;5;9;3325000;6695000;7.8;11;3.6;7.4;5606;9.4;
;;;Lohja;178;20090510;2009;5;10;3325000;6695000;10.3;15.7;4.5;0.3;21948;8.7;
;;;Lohja;178;20090511;2009;5;11;3325000;6695000;9.4;13.1;6.9;1.6;13427;8.96;
;;;Lohja;178;20090512;2009;5;12;3325000;6695000;8.5;13.8;1.9;0;22602;6.23;
;;;Lohja;178;20090513;2009;5;13;3325000;6695000;10;16;3.3;0.3;20866;6.44;
;;;Lohja;178;20090514;2009;5;14;3325000;6695000;9.1;13.4;5.4;0;20592;6.15;
;;;Lohja;178;20090515;2009;5;15;3325000;6695000;9.9;16.5;3.3;0;25433;4.27;
;;;Lohja;178;20090516;2009;5;16;3325000;6695000;8.8;16.5;-0.6;0;27178;4.88;
;;;Lohja;178;20090517;2009;5;17;3325000;6695000;10.2;17.6;0.7;0;25829;6.07;
;;;Lohja;178;20090518;2009;5;18;3325000;6695000;11.1;19;0.9;2;23825;5.96;
;;;Lohja;178;20090519;2009;5;19;3325000;6695000;11.4;15.4;7.3;0.3;11166;10.37;
;;;Lohja;178;20090520;2009;5;20;3325000;6695000;10.7;16.3;4.8;1;17477;10.09;
;;;Lohja;178;20090521;2009;5;21;3325000;6695000;11.4;16.2;7.1;0.6;12452;10.7;
