OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;;;;;
;;;Viitasaari;1655;20081224;2008;12;24;3455000;6995000;-5.8;-3.9;-7.7;0;210;3.85;;;;;;
;;;Viitasaari;1655;20081225;2008;12;25;3455000;6995000;-6.8;-4.6;-9.7;0.1;305;3.79;;;;;;
;;;Viitasaari;1655;20081226;2008;12;26;3455000;6995000;0.2;1.4;-4.6;0;338;6.24;;;;;;
;;;Viitasaari;1655;20081227;2008;12;27;3455000;6995000;-0.9;1.8;-3.9;0;398;5.17;;;;;;
;;;Viitasaari;1655;20081228;2008;12;28;3455000;6995000;-5.3;-3.2;-8.2;0;428;4.16;;;;;;
;;;Viitasaari;1655;20081229;2008;12;29;3455000;6995000;-2.5;-1.5;-3.6;0;351;4.78;;;;;;
;;;Viitasaari;1655;20081230;2008;12;30;3455000;6995000;-2.1;0;-6.1;0.2;251;5.2;;;;;;
;;;Viitasaari;1655;20081231;2008;12;31;3455000;6995000;-1;2.3;-3;0.4;310;4.53;;;;;;
;;;Viitasaari;1655;20090101;2009;1;1;3455000;6995000;-8.6;-2.9;-11;0.2;369;2.39;;;;;;
;;;Viitasaari;1655;20090102;2009;1;2;3455000;6995000;-11.9;-9.8;-14.5;0.9;463;2.33;;;;;;
;;;Viitasaari;1655;20090103;2009;1;3;3455000;6995000;-12.2;-8.9;-15.9;0;282;2.31;;;;;;
;;;Viitasaari;1655;20090104;2009;1;4;3455000;6995000;-14.8;-11.1;-16.5;0;349;1.9;;;;;;
;;;Viitasaari;1655;20090105;2009;1;5;3455000;6995000;-11.4;-4.8;-18.2;1.6;259;2.61;;;;;;
;;;Viitasaari;1655;20090106;2009;1;6;3455000;6995000;-4.6;-0.7;-9.1;3.8;247;4.09;;;;;;
;;;Viitasaari;1655;20090107;2009;1;7;3455000;6995000;-15.6;-9.1;-19.5;0.4;479;1.75;;;;;;
;;;Viitasaari;1655;20090108;2009;1;8;3455000;6995000;-15.9;-12.9;-21;2.2;524;1.85;;;;;;
;;;Viitasaari;1655;20090109;2009;1;9;3455000;6995000;-7.4;-4.4;-12.9;0;350;3.44;;;;;;
;;;Viitasaari;1655;20090110;2009;1;10;3455000;6995000;-5.7;-2.4;-12.1;0.1;405;4.23;;;;;;
;;;Viitasaari;1655;20090111;2009;1;11;3455000;6995000;0.1;1.1;-2.6;0.2;169;5.95;;;;;;
;;;Viitasaari;1655;20090112;2009;1;12;3455000;6995000;2.7;4.2;1;0.6;145;7.08;;;;;;
;;;Viitasaari;1655;20090113;2009;1;13;3455000;6995000;3.6;4.5;2.7;3.2;231;7.13;;;;;;
;;;Viitasaari;1655;20090114;2009;1;14;3455000;6995000;-0.9;2.8;-5.6;0.4;311;5.37;;;;;;
;;;Viitasaari;1655;20090115;2009;1;15;3455000;6995000;-12.4;-5.4;-14;0;579;2.01;;;;;;
;;;Viitasaari;1655;20090116;2009;1;16;3455000;6995000;-15.5;-11.5;-18.2;0.1;865;1.61;;;;;;
;;;Viitasaari;1655;20090117;2009;1;17;3455000;6995000;-16.5;-13.1;-20.1;0.1;915;1.68;;;;;;
;;;Viitasaari;1655;20090118;2009;1;18;3455000;6995000;-8.7;-7;-15;0.9;196;3.17;;;;;;
;;;Viitasaari;1655;20090119;2009;1;19;3455000;6995000;-6.7;-5.9;-7.5;1;336;3.54;;;;;;
;;;Viitasaari;1655;20090120;2009;1;20;3455000;6995000;-5.6;-4.7;-7.7;2.7;285;3.85;;;;;;
;;;Viitasaari;1655;20090121;2009;1;21;3455000;6995000;-5.1;-4.1;-5.7;1.9;309;4.14;;;;;;
;;;Viitasaari;1655;20090122;2009;1;22;3455000;6995000;-2.8;-1.5;-4.1;7.4;247;4.9;;;;;;
;;;Viitasaari;1655;20090123;2009;1;23;3455000;6995000;-6.6;-3.8;-9.6;1.6;679;3.56;;;;;;
;;;Viitasaari;1655;20090124;2009;1;24;3455000;6995000;-8.9;-7.9;-10.5;0;596;2.93;;;;;;
;;;Viitasaari;1655;20090125;2009;1;25;3455000;6995000;-8.1;-6.8;-9.7;0.2;444;3.13;;;;;;
;;;Viitasaari;1655;20090126;2009;1;26;3455000;6995000;-6;-5.4;-6.9;1.6;817;3.7;;;;;;
;;;Viitasaari;1655;20090127;2009;1;27;3455000;6995000;-5.9;-4.7;-6.5;0.2;724;3.62;;;;;;
;;;Viitasaari;1655;20090128;2009;1;28;3455000;6995000;-6.1;-5.2;-7.7;0;672;3.74;;;;;;
;;;Viitasaari;1655;20090129;2009;1;29;3455000;6995000;-5;-4.1;-6.2;0.4;816;4.07;;;;;;
;;;Viitasaari;1655;20090130;2009;1;30;3455000;6995000;-8.3;-4;-15.5;0;1049;3.07;;;;;;
;;;Viitasaari;1655;20090131;2009;1;31;3455000;6995000;-17.2;-14.5;-20;0;1557;1.42;;;;;;
;;;Viitasaari;1655;20090201;2009;2;1;3455000;6995000;-7;-4.9;-15.9;0;843;3.51;;;;;;
;;;Viitasaari;1655;20090202;2009;2;2;3455000;6995000;-8.2;-5.2;-9.2;0;1483;3.13;;;;;;
;;;Viitasaari;1655;20090203;2009;2;3;3455000;6995000;-7.6;-4.3;-13.5;0;1874;3.52;;;;;;
;;;Viitasaari;1655;20090204;2009;2;4;3455000;6995000;-3.9;-3.2;-5.1;3.7;837;4.32;;;;;;
;;;Viitasaari;1655;20090205;2009;2;5;3455000;6995000;-7.2;-3.8;-10.6;6.6;767;3.38;;;;;;
;;;Viitasaari;1655;20090206;2009;2;6;3455000;6995000;-11.6;-10.3;-12.6;2.6;1405;2.31;;;;;;
;;;Viitasaari;1655;20090207;2009;2;7;3455000;6995000;-10.1;-7.5;-12.9;2.2;910;2.68;;;;;;
;;;Viitasaari;1655;20090208;2009;2;8;3455000;6995000;-3.4;0.3;-7.5;6.3;604;4.83;;;;;;
;;;Viitasaari;1655;20090209;2009;2;9;3455000;6995000;-2.7;1.1;-5.9;0.7;2075;4.38;;;;;;
;;;Viitasaari;1655;20090210;2009;2;10;3455000;6995000;-7.9;-4.9;-10.1;0;1845;3.29;;;;;;
;;;Viitasaari;1655;20090211;2009;2;11;3455000;6995000;-6.7;-4.5;-10.9;0;1911;3.61;;;;;;
;;;Viitasaari;1655;20090212;2009;2;12;3455000;6995000;-5.7;-4.8;-6.4;0;1444;3.59;;;;;;
;;;Viitasaari;1655;20090213;2009;2;13;3455000;6995000;-8.7;-5.8;-9.2;0;1700;2.88;;;;;;
;;;Viitasaari;1655;20090214;2009;2;14;3455000;6995000;-8.6;-8;-9.3;0;1569;3.03;;;;;;
;;;Viitasaari;1655;20090215;2009;2;15;3455000;6995000;-9.8;-8;-12.1;0.1;2505;2.73;;;;;;
;;;Viitasaari;1655;20090216;2009;2;16;3455000;6995000;-15.1;-11;-18.9;0;4789;1.63;;;;;;
;;;Viitasaari;1655;20090217;2009;2;17;3455000;6995000;-16.1;-11;-20.8;0;5248;1.48;;;;;;
;;;Viitasaari;1655;20090218;2009;2;18;3455000;6995000;-14.8;-10.6;-19.5;1;4357;1.74;;;;;;
;;;Viitasaari;1655;20090219;2009;2;19;3455000;6995000;-10.9;-8.5;-13.2;0.9;3062;2.37;;;;;;
;;;Viitasaari;1655;20090220;2009;2;20;3455000;6995000;-6.4;-4.1;-11.7;0;2938;3.39;;;;;;
;;;Viitasaari;1655;20090221;2009;2;21;3455000;6995000;-6.8;-5.5;-7.9;0.1;2951;3.17;;;;;;
;;;Viitasaari;1655;20090222;2009;2;22;3455000;6995000;-6.6;-4.7;-9.1;0;2750;3.14;;;;;;
;;;Viitasaari;1655;20090223;2009;2;23;3455000;6995000;-9.2;-6.3;-11.4;1.3;3547;2.79;;;;;;
;;;Viitasaari;1655;20090224;2009;2;24;3455000;6995000;-4.6;-1;-12.2;1.3;2097;4.21;;;;;;
;;;Viitasaari;1655;20090225;2009;2;25;3455000;6995000;-5.4;-1;-10.2;0.1;6724;3.32;;;;;;
;;;Viitasaari;1655;20090226;2009;2;26;3455000;6995000;-8.3;-4.1;-14.5;1.5;3252;3.12;;;;;;
;;;Viitasaari;1655;20090227;2009;2;27;3455000;6995000;-5.3;-3.2;-6.9;1.8;2205;3.76;;;;;;
;;;Viitasaari;1655;20090228;2009;2;28;3455000;6995000;-9.1;-5.6;-11.5;0.1;3761;2.64;;;;;;
;;;Viitasaari;1655;20090301;2009;3;1;3455000;6995000;-9.3;-5.3;-14.1;0;4884;2.56;;;;;;
;;;Viitasaari;1655;20090302;2009;3;2;3455000;6995000;-6.6;-5.5;-7.3;1.6;3115;3.3;;;;;;
;;;Viitasaari;1655;20090303;2009;3;3;3455000;6995000;-5.4;-3.9;-7.5;0.6;2782;3.68;;;;;;
;;;Viitasaari;1655;20090304;2009;3;4;3455000;6995000;-2;0.3;-4.5;0.8;2280;5.04;;;;;;
;;;Viitasaari;1655;20090305;2009;3;5;3455000;6995000;-0.2;1.1;-1.3;0;1963;5.66;;;;;;
;;;Viitasaari;1655;20090306;2009;3;6;3455000;6995000;-0.6;0.9;-1.4;0;4722;4.98;;;;;;
;;;Viitasaari;1655;20090307;2009;3;7;3455000;6995000;-2.4;0.6;-3.5;0;5568;4.01;;;;;;
;;;Viitasaari;1655;20090308;2009;3;8;3455000;6995000;-5;-2.3;-7.4;0;4631;3.67;;;;;;
;;;Viitasaari;1655;20090309;2009;3;9;3455000;6995000;-4.9;-3.8;-6.7;0;2471;3.87;;;;;;
;;;Viitasaari;1655;20090310;2009;3;10;3455000;6995000;-4.3;-3.3;-4.8;1.6;3031;3.89;;;;;;
;;;Viitasaari;1655;20090311;2009;3;11;3455000;6995000;-4.6;-2.2;-7.2;0;3749;3.8;;;;;;
;;;Viitasaari;1655;20090312;2009;3;12;3455000;6995000;-4.9;-1.2;-9.3;0;6058;3.71;;;;;;
;;;Viitasaari;1655;20090313;2009;3;13;3455000;6995000;-0.8;1.2;-2.5;0;3867;4.65;;;;;;
;;;Viitasaari;1655;20090314;2009;3;14;3455000;6995000;-0.3;2.8;-2.5;0;6765;4.64;;;;;;
;;;Viitasaari;1655;20090315;2009;3;15;3455000;6995000;-0.7;1;-2.1;0;4592;4.96;;;;;;
;;;Viitasaari;1655;20090316;2009;3;16;3455000;6995000;0.8;4.2;-0.7;2.2;5837;5.27;;;;;;
;;;Viitasaari;1655;20090317;2009;3;17;3455000;6995000;-0.7;1.1;-1.5;0.1;5769;5.42;;;;;;
;;;Viitasaari;1655;20090318;2009;3;18;3455000;6995000;-0.9;1.6;-2.1;0.2;5908;4.88;;;;;;
;;;Viitasaari;1655;20090319;2009;3;19;3455000;6995000;-5.2;-0.2;-9;0.2;13060;2.82;;;;;;
;;;Viitasaari;1655;20090320;2009;3;20;3455000;6995000;-0.8;5.3;-9.2;0.1;6521;4.49;;;;;;
;;;Viitasaari;1655;20090321;2009;3;21;3455000;6995000;-1.9;2.1;-4.4;0;12159;3.55;;;;;;
;;;Viitasaari;1655;20090322;2009;3;22;3455000;6995000;-4.9;0.4;-9.6;0;11798;3.23;;;;;;
;;;Viitasaari;1655;20090323;2009;3;23;3455000;6995000;-7.2;-2.6;-9.9;0.1;9000;2.92;;;;;;
;;;Viitasaari;1655;20090324;2009;3;24;3455000;6995000;-8.4;-1.8;-13.7;0;13841;2.3;;;;;;
;;;Viitasaari;1655;20090325;2009;3;25;3455000;6995000;-9;-2.6;-14.6;0.1;12770;2.22;;;;;;
;;;Viitasaari;1655;20090326;2009;3;26;3455000;6995000;-8.7;-2.9;-15.4;0;13780;2.14;;;;;;
;;;Viitasaari;1655;20090327;2009;3;27;3455000;6995000;-8.5;-0.4;-15.6;0;15148;2.13;;;;;;
;;;Viitasaari;1655;20090328;2009;3;28;3455000;6995000;-6.5;0.5;-16.6;1.4;14774;2.48;;;;;;
;;;Viitasaari;1655;20090329;2009;3;29;3455000;6995000;-0.9;0.8;-2.9;1.9;4223;5.25;;;;;;
;;;Viitasaari;1655;20090330;2009;3;30;3455000;6995000;-0.7;1.7;-3.7;3.5;5755;5.17;;;;;;
;;;Viitasaari;1655;20090331;2009;3;31;3455000;6995000;1.9;5.5;-0.1;0.1;10387;5.5;;;;;;
;;;Viitasaari;1655;20090401;2009;4;1;3455000;6995000;0.7;3.6;-0.9;0;13412;4.41;;;;;;
;;;Viitasaari;1655;20090402;2009;4;2;3455000;6995000;0.4;6.9;-6.5;3;13102;4.34;;;;;;
;;;Viitasaari;1655;20090403;2009;4;3;3455000;6995000;0.2;2.7;-0.9;0;8321;5.19;;;;;;
;;;Viitasaari;1655;20090404;2009;4;4;3455000;6995000;-1.7;0.3;-4.2;1.4;7234;4.57;;;;;;
;;;Viitasaari;1655;20090405;2009;4;5;3455000;6995000;1;4.5;-0.6;1.8;13363;4.83;;;;;;
;;;Viitasaari;1655;20090406;2009;4;6;3455000;6995000;0.9;3.9;-1;1.2;8099;5.15;;;;;;
;;;Viitasaari;1655;20090407;2009;4;7;3455000;6995000;-2;1.8;-3.9;0.9;8253;3.98;;;;;;
;;;Viitasaari;1655;20090408;2009;4;8;3455000;6995000;-0.4;2.1;-2;0;9933;5.18;;;;;;
;;;Viitasaari;1655;20090409;2009;4;9;3455000;6995000;0.1;4.2;-3.5;4;10735;3.59;;;;;;
;;;Viitasaari;1655;20090410;2009;4;10;3455000;6995000;-1;1.3;-3.8;6.6;3645;5;;;;;;
;;;Viitasaari;1655;20090411;2009;4;11;3455000;6995000;1.3;3.2;0.1;0;7280;5.9;;;;;;
;;;Viitasaari;1655;20090412;2009;4;12;3455000;6995000;2;6;0.1;0;12146;5.98;;;;;;
;;;Viitasaari;1655;20090413;2009;4;13;3455000;6995000;0.9;3.7;-0.5;2.5;4160;6.19;;;;;;
;;;Viitasaari;1655;20090414;2009;4;14;3455000;6995000;1.7;6.1;0.5;0;8661;6.4;;;;;;
;;;Viitasaari;1655;20090415;2009;4;15;3455000;6995000;0.2;4;-2.7;0;18671;3.9;;;;;;
;;;Viitasaari;1655;20090416;2009;4;16;3455000;6995000;-0.2;4.9;-6.9;0.2;17582;3.25;;;;;;
;;;Viitasaari;1655;20090417;2009;4;17;3455000;6995000;0.1;3.5;-1.9;1.9;9556;4.85;;;;;;
;;;Viitasaari;1655;20090418;2009;4;18;3455000;6995000;-1.9;1.4;-5;0;19217;2.7;;;;;;
;;;Viitasaari;1655;20090419;2009;4;19;3455000;6995000;-0.7;4.5;-8.2;0.3;14519;3.47;;;;;;
;;;Viitasaari;1655;20090420;2009;4;20;3455000;6995000;-1.2;3.4;-3.9;0;21807;2.69;;;;;;
;;;Viitasaari;1655;20090421;2009;4;21;3455000;6995000;0.3;6;-8.5;0;17687;3.06;;;;;;
;;;Viitasaari;1655;20090422;2009;4;22;3455000;6995000;4.5;9.8;0.9;0;18719;4.07;;;;;;
;;;Viitasaari;1655;20090423;2009;4;23;3455000;6995000;4.8;11.1;-2.9;0;20217;4.89;;;;;;
;;;Viitasaari;1655;20090424;2009;4;24;3455000;6995000;6.3;13.8;-2.9;0;17334;4.94;;;;;;
;;;Viitasaari;1655;20090425;2009;4;25;3455000;6995000;10.1;17.6;2.3;0;18961;6.52;;;;;;
;;;Viitasaari;1655;20090426;2009;4;26;3455000;6995000;10.2;17.4;0.8;0.1;19152;6.62;;;;;;
;;;Viitasaari;1655;20090427;2009;4;27;3455000;6995000;9.2;16.3;0.7;0;12234;7.96;;;;;;
;;;Viitasaari;1655;20090428;2009;4;28;3455000;6995000;8.3;13.9;3.8;5.3;9418;8.99;;;;;;
;;;Viitasaari;1655;20090429;2009;4;29;3455000;6995000;3;9.1;1.5;0.1;7569;6.77;;;;;;
;;;Viitasaari;1655;20090430;2009;4;30;3455000;6995000;5.2;11.6;-3;0;23646;5.35;;;;;;
;;;Viitasaari;1655;20090501;2009;5;1;3455000;6995000;9;17.4;-2.3;0;23535;5.93;;;;;;
;;;Viitasaari;1655;20090502;2009;5;2;3455000;6995000;11.1;18.9;0.4;0;23246;6.84;;;;;;
;;;Viitasaari;1655;20090503;2009;5;3;3455000;6995000;11.8;20.2;2.8;0;19312;7.43;;;;;;
;;;Viitasaari;1655;20090504;2009;5;4;3455000;6995000;8.4;15.1;1.1;8.1;12152;8.02;;;;;;
;;;Viitasaari;1655;20090505;2009;5;5;3455000;6995000;6.5;11.2;4.4;2.1;10637;8.01;;;;;;
;;;Viitasaari;1655;20090506;2009;5;6;3455000;6995000;6.3;10.8;3.7;1.3;8612;8.46;;;;;;
;;;Viitasaari;1655;20090507;2009;5;7;3455000;6995000;9;14.6;2;3.8;19992;7.75;;;;;;
;;;Viitasaari;1655;20090508;2009;5;8;3455000;6995000;10.7;16.7;4;0;17839;7.06;;;;;;
;;;Viitasaari;1655;20090509;2009;5;9;3455000;6995000;8.4;15.2;3.1;5.6;9346;8.59;;;;;;
;;;Viitasaari;1655;20090510;2009;5;10;3455000;6995000;10.1;15.7;3.7;0;20142;7.33;;;;;;
;;;Viitasaari;1655;20090511;2009;5;11;3455000;6995000;9.4;15.6;2.3;0;19306;7.08;;;;;;
;;;Viitasaari;1655;20090512;2009;5;12;3455000;6995000;8.2;14;1.7;0.4;20541;6.19;;;;;;
;;;Viitasaari;1655;20090513;2009;5;13;3455000;6995000;8.4;14.3;1.8;0;18763;6.29;;;;;;
;;;Viitasaari;1655;20090514;2009;5;14;3455000;6995000;8;13.5;2;0;25320;5.13;;;;;;
;;;Viitasaari;1655;20090515;2009;5;15;3455000;6995000;8.5;14.6;2.3;0;23218;5.14;;;;;;
;;;Viitasaari;1655;20090516;2009;5;16;3455000;6995000;9;16.1;0.5;0;27748;3.72;;;;;;
;;;Viitasaari;1655;20090517;2009;5;17;3455000;6995000;10;16.4;1;0;27331;3.33;;;;;;
;;;Viitasaari;1655;20090518;2009;5;18;3455000;6995000;11.4;19;-1.7;0;25762;4.09;;;;;;
;;;Viitasaari;1655;20090519;2009;5;19;3455000;6995000;11.4;17.9;1.8;0;14505;6.93;;;;;;
;;;Viitasaari;1655;20090520;2009;5;20;3455000;6995000;11.7;16.8;6.6;0.8;15988;8.53;;;;;;
;;;Viitasaari;1655;20090521;2009;5;21;3455000;6995000;11.7;17.8;5.1;0.2;16753;9.77;;;;;;
;;;Viitasaari;1655;20090522;2009;5;22;3455000;6995000;11.8;17;7.3;0.1;20141;10.09;;;;;;
;;;Viitasaari;1655;20090523;2009;5;23;3455000;6995000;13.5;19.7;5.2;0.2;20867;9.17;;;;;;
;;;Viitasaari;1655;20090524;2009;5;24;3455000;6995000;11.6;17.6;6.1;0.6;15338;9.85;;;;;;
;;;Viitasaari;1655;20090525;2009;5;25;3455000;6995000;12.8;18.4;6.8;0;22107;8.33;;;;;;
;;;Viitasaari;1655;20090526;2009;5;26;3455000;6995000;13.1;20.1;6.4;0.9;17994;9.36;;;;;;
;;;Viitasaari;1655;20090527;2009;5;27;3455000;6995000;14.6;22.4;11.3;2.6;11361;12.48;;;;;;
;;;Viitasaari;1655;20090528;2009;5;28;3455000;6995000;11.8;17;7.3;0.5;25695;7.38;;;;;;
;;;Viitasaari;1655;20090529;2009;5;29;3455000;6995000;11.7;19.2;-0.2;0;28799;5.8;;;;;;
;;;Viitasaari;1655;20090530;2009;5;30;3455000;6995000;16.5;24.9;5.6;0;28328;9.26;;;;;;
;;;Viitasaari;1655;20090531;2009;5;31;3455000;6995000;20.2;28.4;7.3;0;28265;9.87;;;;;;
;;;Viitasaari;1655;20090601;2009;6;1;3455000;6995000;15.1;26.1;12.4;0;23859;7.76;;;;;;
;;;Viitasaari;1655;20090602;2009;6;2;3455000;6995000;10.5;15.7;3;0;21024;5.87;;;;;;
;;;Viitasaari;1655;20090603;2009;6;3;3455000;6995000;9.6;14.7;4.8;0.7;13443;7.51;;;;;;
;;;Viitasaari;1655;20090604;2009;6;4;3455000;6995000;8.6;10.9;6.7;1.5;12051;5.91;;;;;;
;;;Viitasaari;1655;20090605;2009;6;5;3455000;6995000;4.9;9.1;3.6;1.5;11141;6.79;;;;;;
;;;Viitasaari;1655;20090606;2009;6;6;3455000;6995000;5;8.8;2;0.2;12972;5.97;;;;;;
;;;Viitasaari;1655;20090607;2009;6;7;3455000;6995000;6.4;12.1;-1.1;0;21363;5.95;;;;;;
;;;Viitasaari;1655;20090608;2009;6;8;3455000;6995000;8.2;14.1;-1.4;0;28570;5.33;;;;;;
;;;Viitasaari;1655;20090609;2009;6;9;3455000;6995000;11.4;16.9;3.4;0;25339;6.54;;;;;;
;;;Viitasaari;1655;20090610;2009;6;10;3455000;6995000;13.3;17.3;5.6;0.1;18821;10.25;;;;;;
;;;Viitasaari;1655;20090611;2009;6;11;3455000;6995000;15.3;20.9;8.3;1.4;18592;12.74;;;;;;
;;;Viitasaari;1655;20090612;2009;6;12;3455000;6995000;15.7;22.4;8.4;0.6;20442;13.29;;;;;;
;;;Viitasaari;1655;20090613;2009;6;13;3455000;6995000;16.9;21;14.5;4.8;8415;16.1;;;;;;
;;;Viitasaari;1655;20090614;2009;6;14;3455000;6995000;17.5;21.9;15.3;1;15045;16.72;;;;;;
;;;Viitasaari;1655;20090615;2009;6;15;3455000;6995000;12.4;16.5;10;7.4;12904;11.81;;;;;;
;;;Viitasaari;1655;20090616;2009;6;16;3455000;6995000;8.7;10.7;8.3;4;6195;10.74;;;;;;
;;;Viitasaari;1655;20090617;2009;6;17;3455000;6995000;10.1;14.6;7.1;0.4;15927;9.11;;;;;;
;;;Viitasaari;1655;20090618;2009;6;18;3455000;6995000;10.6;15.2;5.5;0.3;16641;7.96;;;;;;
;;;Viitasaari;1655;20090619;2009;6;19;3455000;6995000;10.7;14.9;6.5;2;14656;9.69;;;;;;
;;;Viitasaari;1655;20090620;2009;6;20;3455000;6995000;11.1;14.4;8.1;0;10948;10.43;;;;;;
;;;Viitasaari;1655;20090621;2009;6;21;3455000;6995000;11.9;19.2;4.9;1.8;24546;9.22;;;;;;
;;;Viitasaari;1655;20090622;2009;6;22;3455000;6995000;14.9;21.4;5.4;0;26345;9.52;;;;;;
;;;Viitasaari;1655;20090623;2009;6;23;3455000;6995000;16.6;24;7.4;1.8;23433;10.44;;;;;;
;;;Viitasaari;1655;20090624;2009;6;24;3455000;6995000;16.5;22.4;9.7;1.9;23087;12.96;;;;;;
;;;Viitasaari;1655;20090625;2009;6;25;3455000;6995000;19.2;24.7;9;0;28852;12.04;;;;;;
;;;Viitasaari;1655;20090626;2009;6;26;3455000;6995000;20.9;27.7;9.9;0.1;26868;12.17;;;;;;
;;;Viitasaari;1655;20090627;2009;6;27;3455000;6995000;21.3;27.8;12;0;25803;13.29;;;;;;
;;;Viitasaari;1655;20090628;2009;6;28;3455000;6995000;20.2;26.9;12.5;0;24171;13.07;;;;;;
;;;Viitasaari;1655;20090629;2009;6;29;3455000;6995000;15.5;22;12.2;0;20413;11.84;;;;;;
;;;Viitasaari;1655;20090630;2009;6;30;3455000;6995000;16.8;23.7;6.8;0;27408;11.77;;;;;;
;;;Viitasaari;1655;20090701;2009;7;1;3455000;6995000;21.3;27.8;13.7;0.4;26419;12.85;;;;;;
;;;Viitasaari;1655;20090702;2009;7;2;3455000;6995000;18.8;23.8;15;0;20867;12.32;;;;;;
;;;Viitasaari;1655;20090703;2009;7;3;3455000;6995000;12.5;18.3;8.5;0.1;27060;7.02;;;;;;
;;;Viitasaari;1655;20090704;2009;7;4;3455000;6995000;8.8;13.8;6.2;0.4;13028;7.9;;;;;;
;;;Viitasaari;1655;20090705;2009;7;5;3455000;6995000;9.4;14.3;5.1;0.1;17973;7.83;;;;;;
;;;Viitasaari;1655;20090706;2009;7;6;3455000;6995000;10.8;15.3;5.5;1.7;13567;9.05;;;;;;
;;;Viitasaari;1655;20090707;2009;7;7;3455000;6995000;12.7;17.5;5.7;3.6;15779;10.3;;;;;;
;;;Viitasaari;1655;20090708;2009;7;8;3455000;6995000;12.6;16.4;10.1;0.8;9838;12.75;;;;;;
;;;Viitasaari;1655;20090709;2009;7;9;3455000;6995000;14.8;18.2;10.2;13.3;7875;15.43;;;;;;
;;;Viitasaari;1655;20090710;2009;7;10;3455000;6995000;16.9;21.6;13.7;0.2;20041;13.94;;;;;;
;;;Viitasaari;1655;20090711;2009;7;11;3455000;6995000;16.4;22.7;8.9;1.8;25281;11.77;;;;;;
;;;Viitasaari;1655;20090712;2009;7;12;3455000;6995000;15.2;19.3;12.7;4.4;11042;15.4;;;;;;
;;;Viitasaari;1655;20090713;2009;7;13;3455000;6995000;14;17.5;11;6.5;8967;14.32;;;;;;
;;;Viitasaari;1655;20090714;2009;7;14;3455000;6995000;16.6;22;11.4;0;16536;13.53;;;;;;
;;;Viitasaari;1655;20090715;2009;7;15;3455000;6995000;17.8;23.4;12;0.3;23802;14.07;;;;;;
;;;Viitasaari;1655;20090716;2009;7;16;3455000;6995000;16.6;22.7;10.5;16.9;17534;15.01;;;;;;
;;;Viitasaari;1655;20090717;2009;7;17;3455000;6995000;16.6;22.5;12;0.1;20435;14.19;;;;;;
;;;Viitasaari;1655;20090718;2009;7;18;3455000;6995000;15.3;20.2;10.2;0;27368;10.12;;;;;;
;;;Viitasaari;1655;20090719;2009;7;19;3455000;6995000;14.9;20.5;6.1;0;26653;10.09;;;;;;
;;;Viitasaari;1655;20090720;2009;7;20;3455000;6995000;14.7;18.4;12.5;4.3;5583;14.09;;;;;;
;;;Viitasaari;1655;20090721;2009;7;21;3455000;6995000;16.4;21.3;13.5;1.4;14921;14.83;;;;;;
;;;Viitasaari;1655;20090722;2009;7;22;3455000;6995000;15.9;20.6;11.1;0;18204;13.91;;;;;;
;;;Viitasaari;1655;20090723;2009;7;23;3455000;6995000;17.9;22.5;13;0;19147;15.31;;;;;;
;;;Viitasaari;1655;20090724;2009;7;24;3455000;6995000;19.1;24.5;11.9;1;22149;15.21;;;;;;
;;;Viitasaari;1655;20090725;2009;7;25;3455000;6995000;16.9;22.3;15.1;16.2;5690;17.23;;;;;;
;;;Viitasaari;1655;20090726;2009;7;26;3455000;6995000;16.9;22.7;13.3;0;19547;15.77;;;;;;
;;;Viitasaari;1655;20090727;2009;7;27;3455000;6995000;18.7;24.3;11.3;0;23323;14.64;;;;;;
;;;Viitasaari;1655;20090728;2009;7;28;3455000;6995000;17.9;23.7;11.8;0;21823;14.34;;;;;;
;;;Viitasaari;1655;20090729;2009;7;29;3455000;6995000;18.2;22.7;14.7;0.1;14842;16.25;;;;;;
;;;Viitasaari;1655;20090730;2009;7;30;3455000;6995000;18;24.3;10.8;0;22595;13.4;;;;;;
;;;Viitasaari;1655;20090731;2009;7;31;3455000;6995000;18.7;25.2;10.2;0.1;19657;14.64;;;;;;
;;;Viitasaari;1655;20090801;2009;8;1;3455000;6995000;17.6;21.8;14.2;3.1;13629;16.05;;;;;;
;;;Viitasaari;1655;20090802;2009;8;2;3455000;6995000;16.6;22;13.2;2;11411;16.61;;;;;;
;;;Viitasaari;1655;20090803;2009;8;3;3455000;6995000;18.2;23.6;14;0;18905;15.32;;;;;;
;;;Viitasaari;1655;20090804;2009;8;4;3455000;6995000;17;22.6;10.8;0;22527;13.47;;;;;;
;;;Viitasaari;1655;20090805;2009;8;5;3455000;6995000;16.2;21.6;12.2;0.1;21335;13.74;;;;;;
;;;Viitasaari;1655;20090806;2009;8;6;3455000;6995000;17.6;24.4;8.3;0.1;22525;12.46;;;;;;
;;;Viitasaari;1655;20090807;2009;8;7;3455000;6995000;18.7;25.3;10.5;0.1;21424;13.51;;;;;;
;;;Viitasaari;1655;20090808;2009;8;8;3455000;6995000;19.2;25.4;11;0;19091;14.38;;;;;;
;;;Viitasaari;1655;20090809;2009;8;9;3455000;6995000;19.9;26.6;12.4;0;21823;13.8;;;;;;
