OmaTunniste;OmaItä;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;;;;;
;;;Viitasaari;1655;19610101;1961;1;1;3455000;6995000;-4.2;-4;-6.4;4;277;-999;;;;;;
;;;Viitasaari;1655;19610102;1961;1;2;3455000;6995000;-3.8;-3.5;-4.9;2;285;4.33;;;;;;
;;;Viitasaari;1655;19610103;1961;1;3;3455000;6995000;-2.6;-1.5;-4.4;0;298;5.05;;;;;;
;;;Viitasaari;1655;19610104;1961;1;4;3455000;6995000;-2.4;-1.8;-4.6;5;305;4.41;;;;;;
;;;Viitasaari;1655;19610105;1961;1;5;3455000;6995000;-0.7;1.1;-3.2;1;321;5.7;;;;;;
;;;Viitasaari;1655;19610106;1961;1;6;3455000;6995000;-2;1.1;-3.4;3;327;5.14;;;;;;
;;;Viitasaari;1655;19610107;1961;1;7;3455000;6995000;-3.3;-2.4;-5.7;1;342;4.47;;;;;;
;;;Viitasaari;1655;19610108;1961;1;8;3455000;6995000;-3.7;-1;-4.4;4;354;4.97;;;;;;
;;;Viitasaari;1655;19610109;1961;1;9;3455000;6995000;-10.1;-1.9;-16.1;0;474;2.72;;;;;;
;;;Viitasaari;1655;19610110;1961;1;10;3455000;6995000;-11;-10.7;-18.2;1;514;2.12;;;;;;
;;;Viitasaari;1655;19610111;1961;1;11;3455000;6995000;-5.7;0;-12.3;1;418;4.72;;;;;;
;;;Viitasaari;1655;19610112;1961;1;12;3455000;6995000;-7;-2.4;-12.6;1;437;3.41;;;;;;
;;;Viitasaari;1655;19610113;1961;1;13;3455000;6995000;-4.5;-2.7;-6.4;1;454;4.19;;;;;;
;;;Viitasaari;1655;19610114;1961;1;14;3455000;6995000;-3.7;-2.6;-6.1;2;459;4.32;;;;;;
;;;Viitasaari;1655;19610115;1961;1;15;3455000;6995000;-5.7;-0.1;-5.9;0;548;4.33;;;;;;
;;;Viitasaari;1655;19610116;1961;1;16;3455000;6995000;-16.2;-5.7;-20.2;0;826;1.44;;;;;;
;;;Viitasaari;1655;19610117;1961;1;17;3455000;6995000;-18.2;-14.1;-28.2;0;773;1.03;;;;;;
;;;Viitasaari;1655;19610118;1961;1;18;3455000;6995000;-8;-4.6;-18.7;0;523;3.76;;;;;;
;;;Viitasaari;1655;19610119;1961;1;19;3455000;6995000;-3.8;-2.5;-4.9;0;572;4.68;;;;;;
;;;Viitasaari;1655;19610120;1961;1;20;3455000;6995000;-5.8;-3.4;-6.8;0;594;3.86;;;;;;
;;;Viitasaari;1655;19610121;1961;1;21;3455000;6995000;-7.7;-6.3;-8.9;0;618;3.09;;;;;;
;;;Viitasaari;1655;19610122;1961;1;22;3455000;6995000;-9;-8.2;-11;0;756;2.66;;;;;;
;;;Viitasaari;1655;19610123;1961;1;23;3455000;6995000;-10.8;-7.3;-11;0;905;2.69;;;;;;
;;;Viitasaari;1655;19610124;1961;1;24;3455000;6995000;-15.7;-10.3;-20.7;0;1198;1.62;;;;;;
;;;Viitasaari;1655;19610125;1961;1;25;3455000;6995000;-13.5;-10.9;-19.2;0;1081;1.95;;;;;;
;;;Viitasaari;1655;19610126;1961;1;26;3455000;6995000;-8.3;-6;-13;0;996;2.91;;;;;;
;;;Viitasaari;1655;19610127;1961;1;27;3455000;6995000;-5.2;-4.1;-7.6;0;741;3.74;;;;;;
;;;Viitasaari;1655;19610128;1961;1;28;3455000;6995000;-3.9;-2;-5.7;1;811;4.28;;;;;;
;;;Viitasaari;1655;19610129;1961;1;29;3455000;6995000;-1.6;-1;-6.1;2;986;5.15;;;;;;
;;;Viitasaari;1655;19610130;1961;1;30;3455000;6995000;-0.1;0.7;-2;7;892;5.87;;;;;;
;;;Viitasaari;1655;19610131;1961;1;31;3455000;6995000;-3.6;0.7;-7;1;868;4.51;;;;;;
;;;Viitasaari;1655;19610201;1961;2;1;3455000;6995000;-10.1;-6.8;-12.7;0;923;2.86;;;;;;
;;;Viitasaari;1655;19610202;1961;2;2;3455000;6995000;-6.9;-4.2;-14.1;3;1048;3.28;;;;;;
;;;Viitasaari;1655;19610203;1961;2;3;3455000;6995000;-2;-0.9;-4.5;0;887;4.92;;;;;;
;;;Viitasaari;1655;19610204;1961;2;4;3455000;6995000;-4.4;-0.8;-6.4;1;1008;4.21;;;;;;
;;;Viitasaari;1655;19610205;1961;2;5;3455000;6995000;-12.2;-6.5;-12.3;0;1401;2.42;;;;;;
;;;Viitasaari;1655;19610206;1961;2;6;3455000;6995000;-14;-11.9;-24.4;3;1753;1.43;;;;;;
;;;Viitasaari;1655;19610207;1961;2;7;3455000;6995000;-4.5;-1.7;-15.3;0;1113;4.66;;;;;;
;;;Viitasaari;1655;19610208;1961;2;8;3455000;6995000;-5.1;-0.7;-6.9;1;1328;4.52;;;;;;
;;;Viitasaari;1655;19610209;1961;2;9;3455000;6995000;-9.9;-6.3;-17.7;1;1816;2.54;;;;;;
;;;Viitasaari;1655;19610210;1961;2;10;3455000;6995000;-10;-8.4;-13.3;1;1367;3.1;;;;;;
;;;Viitasaari;1655;19610211;1961;2;11;3455000;6995000;-5;-0.5;-13;3;1170;4.31;;;;;;
;;;Viitasaari;1655;19610212;1961;2;12;3455000;6995000;-5;0.3;-9.1;0;1728;4.88;;;;;;
;;;Viitasaari;1655;19610213;1961;2;13;3455000;6995000;-8.3;-4.3;-14.5;2;2926;2.93;;;;;;
;;;Viitasaari;1655;19610214;1961;2;14;3455000;6995000;-2;1.2;-14.2;0;1388;5.65;;;;;;
;;;Viitasaari;1655;19610215;1961;2;15;3455000;6995000;-1.6;1.5;-5.2;0;3079;4.71;;;;;;
;;;Viitasaari;1655;19610216;1961;2;16;3455000;6995000;-3.3;0.7;-14.2;0;1564;4.46;;;;;;
;;;Viitasaari;1655;19610217;1961;2;17;3455000;6995000;0;2.1;-6.7;0;1655;5.82;;;;;;
;;;Viitasaari;1655;19610218;1961;2;18;3455000;6995000;2.1;6.9;-0.1;0;3186;6.2;;;;;;
;;;Viitasaari;1655;19610219;1961;2;19;3455000;6995000;-1.5;1.2;-4.6;0;2546;4.21;;;;;;
;;;Viitasaari;1655;19610220;1961;2;20;3455000;6995000;0.9;4.7;-5.1;0;1684;5.56;;;;;;
;;;Viitasaari;1655;19610221;1961;2;21;3455000;6995000;1.6;5.1;-2;0;3132;5.43;;;;;;
;;;Viitasaari;1655;19610222;1961;2;22;3455000;6995000;1.2;4;-2.1;0;3413;5.01;;;;;;
;;;Viitasaari;1655;19610223;1961;2;23;3455000;6995000;0.4;4.9;-2;0;3998;5.44;;;;;;
;;;Viitasaari;1655;19610224;1961;2;24;3455000;6995000;-0.9;3.4;-6.9;0;2913;5.27;;;;;;
;;;Viitasaari;1655;19610225;1961;2;25;3455000;6995000;-0.4;1.2;-3.7;0;1908;5.51;;;;;;
;;;Viitasaari;1655;19610226;1961;2;26;3455000;6995000;0.5;2.4;-0.9;0;2574;5.52;;;;;;
;;;Viitasaari;1655;19610227;1961;2;27;3455000;6995000;1.1;1.8;-1.1;1;2092;6.3;;;;;;
;;;Viitasaari;1655;19610228;1961;2;28;3455000;6995000;1.9;4.8;0.9;0;4400;5.84;;;;;;
;;;Viitasaari;1655;19610301;1961;3;1;3455000;6995000;-0.4;2.3;-3.7;1;3210;5.57;;;;;;
;;;Viitasaari;1655;19610302;1961;3;2;3455000;6995000;0.5;1.8;-0.3;0;2339;5.79;;;;;;
;;;Viitasaari;1655;19610303;1961;3;3;3455000;6995000;-0.1;0.9;-1.6;0;2493;5.4;;;;;;
;;;Viitasaari;1655;19610304;1961;3;4;3455000;6995000;1.1;2.9;0;0;2649;5.86;;;;;;
;;;Viitasaari;1655;19610305;1961;3;5;3455000;6995000;0.6;3.6;-3.5;0;5544;5.23;;;;;;
;;;Viitasaari;1655;19610306;1961;3;6;3455000;6995000;4.2;6.6;0.7;2;4491;6.35;;;;;;
;;;Viitasaari;1655;19610307;1961;3;7;3455000;6995000;0.5;4.7;-2.1;0;4638;4.57;;;;;;
;;;Viitasaari;1655;19610308;1961;3;8;3455000;6995000;-3.7;-1;-7.6;1;5410;3.53;;;;;;
;;;Viitasaari;1655;19610309;1961;3;9;3455000;6995000;2.1;5.7;-3.5;0;4852;6.07;;;;;;
;;;Viitasaari;1655;19610310;1961;3;10;3455000;6995000;2.1;6.2;-1;0;4003;5.94;;;;;;
;;;Viitasaari;1655;19610311;1961;3;11;3455000;6995000;1.1;2.9;-1.6;1;2691;5.62;;;;;;
;;;Viitasaari;1655;19610312;1961;3;12;3455000;6995000;-0.1;3.4;-3;0;6179;4.47;;;;;;
;;;Viitasaari;1655;19610313;1961;3;13;3455000;6995000;-1.8;1.5;-6.3;0;6944;4.25;;;;;;
;;;Viitasaari;1655;19610314;1961;3;14;3455000;6995000;-1.6;0.6;-3.4;5;6007;3.95;;;;;;
;;;Viitasaari;1655;19610315;1961;3;15;3455000;6995000;-1.7;0.1;-3.3;1;2931;4.62;;;;;;
;;;Viitasaari;1655;19610316;1961;3;16;3455000;6995000;-5.8;-0.9;-12.8;0;9129;3.01;;;;;;
;;;Viitasaari;1655;19610317;1961;3;17;3455000;6995000;-7.1;-1.6;-16.8;4;5002;3.54;;;;;;
;;;Viitasaari;1655;19610318;1961;3;18;3455000;6995000;-4.7;0.4;-6.8;0;2983;3.87;;;;;;
;;;Viitasaari;1655;19610319;1961;3;19;3455000;6995000;-7.7;-4.4;-11.4;0;8911;2.35;;;;;;
;;;Viitasaari;1655;19610320;1961;3;20;3455000;6995000;-11.1;-4.7;-20.3;0;7979;2.23;;;;;;
;;;Viitasaari;1655;19610321;1961;3;21;3455000;6995000;-10.9;-1.5;-21.7;0;10685;2.1;;;;;;
;;;Viitasaari;1655;19610322;1961;3;22;3455000;6995000;-8.5;-0.9;-21.3;2;10417;2.24;;;;;;
;;;Viitasaari;1655;19610323;1961;3;23;3455000;6995000;-0.6;3.9;-5.3;0;6238;4.6;;;;;;
;;;Viitasaari;1655;19610324;1961;3;24;3455000;6995000;-2.2;1.2;-6.4;0;8189;3.83;;;;;;
;;;Viitasaari;1655;19610325;1961;3;25;3455000;6995000;-2.8;0.5;-6.3;3;8409;3.41;;;;;;
;;;Viitasaari;1655;19610326;1961;3;26;3455000;6995000;-1.5;2.6;-10.5;2;3511;5.14;;;;;;
;;;Viitasaari;1655;19610327;1961;3;27;3455000;6995000;-3.2;2.4;-6.6;2;4566;4.4;;;;;;
;;;Viitasaari;1655;19610328;1961;3;28;3455000;6995000;-4.6;-0.7;-11.9;0;6508;3.64;;;;;;
;;;Viitasaari;1655;19610329;1961;3;29;3455000;6995000;-6.1;0.5;-17;0;11613;2.62;;;;;;
;;;Viitasaari;1655;19610330;1961;3;30;3455000;6995000;-4.8;-0.6;-12;3;10307;3.36;;;;;;
;;;Viitasaari;1655;19610331;1961;3;31;3455000;6995000;-4.8;-2;-6.5;0;7424;3.13;;;;;;
;;;Viitasaari;1655;19610401;1961;4;1;3455000;6995000;-6.3;-0.3;-14.5;0;9169;3.01;;;;;;
;;;Viitasaari;1655;19610402;1961;4;2;3455000;6995000;-6.7;2.1;-15.9;0;13355;2.53;;;;;;
;;;Viitasaari;1655;19610403;1961;4;3;3455000;6995000;-6.3;1.9;-17.1;0;11267;2.93;;;;;;
;;;Viitasaari;1655;19610404;1961;4;4;3455000;6995000;-5.8;3.3;-16.1;0;11785;3.22;;;;;;
;;;Viitasaari;1655;19610405;1961;4;5;3455000;6995000;-4.1;4.1;-15.2;0;14087;2.96;;;;;;
;;;Viitasaari;1655;19610406;1961;4;6;3455000;6995000;-2.6;2.4;-10.5;0;7757;4.26;;;;;;
;;;Viitasaari;1655;19610407;1961;4;7;3455000;6995000;-0.9;2.9;-5.7;0;7992;4.93;;;;;;
;;;Viitasaari;1655;19610408;1961;4;8;3455000;6995000;-1.1;3.2;-4.2;0;9239;4.56;;;;;;
;;;Viitasaari;1655;19610409;1961;4;9;3455000;6995000;-2.7;1.7;-10.8;0;11868;3.7;;;;;;
;;;Viitasaari;1655;19610410;1961;4;10;3455000;6995000;-4.2;0;-9;0;14617;2.89;;;;;;
;;;Viitasaari;1655;19610411;1961;4;11;3455000;6995000;-6.7;-1;-17;0;12162;2.68;;;;;;
;;;Viitasaari;1655;19610412;1961;4;12;3455000;6995000;-5.1;2;-15.3;0;15860;2.76;;;;;;
;;;Viitasaari;1655;19610413;1961;4;13;3455000;6995000;-2.9;2.2;-11.5;0;17417;3.27;;;;;;
;;;Viitasaari;1655;19610414;1961;4;14;3455000;6995000;-1.5;0.3;-3.9;2;4829;4.81;;;;;;
;;;Viitasaari;1655;19610415;1961;4;15;3455000;6995000;2.1;3.6;0.3;1;2350;7.06;;;;;;
;;;Viitasaari;1655;19610416;1961;4;16;3455000;6995000;3.3;7.1;0.5;0;9653;6.11;;;;;;
;;;Viitasaari;1655;19610417;1961;4;17;3455000;6995000;3.5;8.6;-4;0;15420;4.99;;;;;;
;;;Viitasaari;1655;19610418;1961;4;18;3455000;6995000;5.4;9.3;2.7;0;11882;5.26;;;;;;
;;;Viitasaari;1655;19610419;1961;4;19;3455000;6995000;1.7;5.1;-3.6;0;16106;4.43;;;;;;
;;;Viitasaari;1655;19610420;1961;4;20;3455000;6995000;-0.4;2.2;-2.6;0;14573;3.74;;;;;;
;;;Viitasaari;1655;19610421;1961;4;21;3455000;6995000;0.5;5.4;-7;0;15495;3.86;;;;;;
;;;Viitasaari;1655;19610422;1961;4;22;3455000;6995000;3.7;7.6;-1.2;0;15098;5.18;;;;;;
;;;Viitasaari;1655;19610423;1961;4;23;3455000;6995000;3.2;6.5;-2.5;0;18881;4.77;;;;;;
;;;Viitasaari;1655;19610424;1961;4;24;3455000;6995000;3.4;9;-4.4;0;15183;4.32;;;;;;
;;;Viitasaari;1655;19610425;1961;4;25;3455000;6995000;7.5;16.2;-1.5;0;18438;5.98;;;;;;
;;;Viitasaari;1655;19610426;1961;4;26;3455000;6995000;9.8;17.1;-1;0;20747;6.57;;;;;;
;;;Viitasaari;1655;19610427;1961;4;27;3455000;6995000;3.7;10.7;0.8;0;16088;5.19;;;;;;
;;;Viitasaari;1655;19610428;1961;4;28;3455000;6995000;-1.1;2;-6;0;16367;3.83;;;;;;
;;;Viitasaari;1655;19610429;1961;4;29;3455000;6995000;-0.3;5.1;-9.5;0;10499;4.16;;;;;;
;;;Viitasaari;1655;19610430;1961;4;30;3455000;6995000;0.1;2.4;-3.8;0;14003;4.21;;;;;;
;;;Viitasaari;1655;19610501;1961;5;1;3455000;6995000;0.7;6.3;-7.4;0;19176;3.69;;;;;;
;;;Viitasaari;1655;19610502;1961;5;2;3455000;6995000;3.5;7.8;-2.6;1;9353;5.58;;;;;;
;;;Viitasaari;1655;19610503;1961;5;3;3455000;6995000;7.2;13.5;0.7;0;16696;5.54;;;;;;
;;;Viitasaari;1655;19610504;1961;5;4;3455000;6995000;9;15.7;-0.5;0;18688;6.15;;;;;;
;;;Viitasaari;1655;19610505;1961;5;5;3455000;6995000;6.1;12.2;5;1;7299;8.13;;;;;;
;;;Viitasaari;1655;19610506;1961;5;6;3455000;6995000;5.1;8.1;1;10;7024;8.72;;;;;;
;;;Viitasaari;1655;19610507;1961;5;7;3455000;6995000;7.7;9.6;5.9;2;7377;9.56;;;;;;
;;;Viitasaari;1655;19610508;1961;5;8;3455000;6995000;8.4;11.8;4.4;0;11041;8.6;;;;;;
;;;Viitasaari;1655;19610509;1961;5;9;3455000;6995000;7.1;10.4;4.6;1;8723;8.78;;;;;;
;;;Viitasaari;1655;19610510;1961;5;10;3455000;6995000;3.8;5.9;2.1;0;9230;7.25;;;;;;
;;;Viitasaari;1655;19610511;1961;5;11;3455000;6995000;5.6;8.7;2.9;0;9145;7.5;;;;;;
;;;Viitasaari;1655;19610512;1961;5;12;3455000;6995000;8.2;14;3.9;0;15351;7.72;;;;;;
;;;Viitasaari;1655;19610513;1961;5;13;3455000;6995000;4.9;9.3;1.5;0;7812;7.7;;;;;;
;;;Viitasaari;1655;19610514;1961;5;14;3455000;6995000;5.2;7.4;2.9;1;8670;7.93;;;;;;
;;;Viitasaari;1655;19610515;1961;5;15;3455000;6995000;6.7;9.5;3.8;0;10824;8.09;;;;;;
;;;Viitasaari;1655;19610516;1961;5;16;3455000;6995000;5.6;9.7;-1.1;0;10349;7.33;;;;;;
;;;Viitasaari;1655;19610517;1961;5;17;3455000;6995000;7.8;13.1;0.1;0;24506;5.81;;;;;;
;;;Viitasaari;1655;19610518;1961;5;18;3455000;6995000;6.6;11;-0.6;0;12117;7.27;;;;;;
;;;Viitasaari;1655;19610519;1961;5;19;3455000;6995000;7.5;11;3.7;5;14709;8.48;;;;;;
;;;Viitasaari;1655;19610520;1961;5;20;3455000;6995000;7.8;11.3;5;1;14407;8.57;;;;;;
;;;Viitasaari;1655;19610521;1961;5;21;3455000;6995000;6.1;9.1;4.8;1;11096;7.65;;;;;;
;;;Viitasaari;1655;19610522;1961;5;22;3455000;6995000;6.1;10.4;1.9;0;17078;5.65;;;;;;
;;;Viitasaari;1655;19610523;1961;5;23;3455000;6995000;8.5;13.6;-1.4;0;16792;6.18;;;;;;
;;;Viitasaari;1655;19610524;1961;5;24;3455000;6995000;10;14.6;4.8;5;14867;8.15;;;;;;
;;;Viitasaari;1655;19610525;1961;5;25;3455000;6995000;10.4;14.8;5.1;0;20927;7.27;;;;;;
;;;Viitasaari;1655;19610526;1961;5;26;3455000;6995000;10.6;15;5;0;23524;6.74;;;;;;
;;;Viitasaari;1655;19610527;1961;5;27;3455000;6995000;12.5;17.7;4.8;0;21133;8.1;;;;;;
;;;Viitasaari;1655;19610528;1961;5;28;3455000;6995000;14.4;20.2;6.5;0;10666;10.48;;;;;;
;;;Viitasaari;1655;19610529;1961;5;29;3455000;6995000;15.5;21.3;10.1;1;17641;12.21;;;;;;
;;;Viitasaari;1655;19610530;1961;5;30;3455000;6995000;14.4;19.4;9.3;0;27436;11.54;;;;;;
;;;Viitasaari;1655;19610531;1961;5;31;3455000;6995000;18.8;25.1;9.9;0;27535;11.72;;;;;;
;;;Viitasaari;1655;19610601;1961;6;1;3455000;6995000;20.1;25.2;13.3;0;26628;11.41;;;;;;
;;;Viitasaari;1655;19610602;1961;6;2;3455000;6995000;20.2;24.7;13.6;0;28178;11.92;;;;;;
;;;Viitasaari;1655;19610603;1961;6;3;3455000;6995000;18.9;24.9;11.6;0;20010;12.89;;;;;;
;;;Viitasaari;1655;19610604;1961;6;4;3455000;6995000;20.3;26.3;12;0;26753;13.09;;;;;;
;;;Viitasaari;1655;19610605;1961;6;5;3455000;6995000;20.6;27.6;10.1;0;24434;13.36;;;;;;
;;;Viitasaari;1655;19610606;1961;6;6;3455000;6995000;21.4;27.5;12.8;0;24284;13.97;;;;;;
;;;Viitasaari;1655;19610607;1961;6;7;3455000;6995000;20.6;26.6;10.2;0;26230;13.34;;;;;;
;;;Viitasaari;1655;19610608;1961;6;8;3455000;6995000;19.2;26.7;9.8;2;25129;13.76;;;;;;
;;;Viitasaari;1655;19610609;1961;6;9;3455000;6995000;16.6;20.6;9.7;1;16550;15.79;;;;;;
;;;Viitasaari;1655;19610610;1961;6;10;3455000;6995000;19.6;24.1;15.5;0;22473;15.73;;;;;;
;;;Viitasaari;1655;19610611;1961;6;11;3455000;6995000;16;21.4;10.6;5;16767;14.71;;;;;;
;;;Viitasaari;1655;19610612;1961;6;12;3455000;6995000;16.9;22;12.3;0;13952;15.96;;;;;;
;;;Viitasaari;1655;19610613;1961;6;13;3455000;6995000;17.3;23.3;10.8;11;18505;16.9;;;;;;
;;;Viitasaari;1655;19610614;1961;6;14;3455000;6995000;17.5;22.8;12.4;10;16099;17.05;;;;;;
;;;Viitasaari;1655;19610615;1961;6;15;3455000;6995000;17;20.6;13.3;1;18580;15.57;;;;;;
;;;Viitasaari;1655;19610616;1961;6;16;3455000;6995000;13.9;17.2;12.6;5;11692;14.96;;;;;;
;;;Viitasaari;1655;19610617;1961;6;17;3455000;6995000;17.7;22.6;12.7;0;19882;14.12;;;;;;
;;;Viitasaari;1655;19610618;1961;6;18;3455000;6995000;13.9;19.1;12;12;11533;13.7;;;;;;
;;;Viitasaari;1655;19610619;1961;6;19;3455000;6995000;12.9;18.6;6;1;21498;10.25;;;;;;
;;;Viitasaari;1655;19610620;1961;6;20;3455000;6995000;11.4;15.7;6;1;18827;8.7;;;;;;
;;;Viitasaari;1655;19610621;1961;6;21;3455000;6995000;12.2;17.2;5.9;1;18578;9.54;;;;;;
;;;Viitasaari;1655;19610622;1961;6;22;3455000;6995000;12.7;18.1;6.3;1;21355;10.09;;;;;;
;;;Viitasaari;1655;19610623;1961;6;23;3455000;6995000;12.1;15.8;5.4;5;15213;11.42;;;;;;
;;;Viitasaari;1655;19610624;1961;6;24;3455000;6995000;12.6;15.8;10.3;5;13204;11.98;;;;;;
;;;Viitasaari;1655;19610625;1961;6;25;3455000;6995000;12.7;16.7;8.4;2;18948;11.24;;;;;;
;;;Viitasaari;1655;19610626;1961;6;26;3455000;6995000;11.9;18.8;5.9;1;21652;10.44;;;;;;
;;;Viitasaari;1655;19610627;1961;6;27;3455000;6995000;13.4;18.9;4.5;15;24511;9.92;;;;;;
;;;Viitasaari;1655;19610628;1961;6;28;3455000;6995000;14.6;18.7;11.2;0;9263;14.22;;;;;;
;;;Viitasaari;1655;19610629;1961;6;29;3455000;6995000;13.9;18.6;8.6;0;24172;9.71;;;;;;
;;;Viitasaari;1655;19610630;1961;6;30;3455000;6995000;12.6;16.2;8;0;23913;8.49;;;;;;
;;;Viitasaari;1655;19610701;1961;7;1;3455000;6995000;13.6;18.5;4.8;0;23207;9.17;;;;;;
;;;Viitasaari;1655;19610702;1961;7;2;3455000;6995000;13.3;20.4;2.9;0;21371;11.26;;;;;;
;;;Viitasaari;1655;19610703;1961;7;3;3455000;6995000;15.5;21.9;6.7;10;20409;12.91;;;;;;
;;;Viitasaari;1655;19610704;1961;7;4;3455000;6995000;13.8;16.5;10.9;1;15225;11.62;;;;;;
;;;Viitasaari;1655;19610705;1961;7;5;3455000;6995000;12.5;14.8;9.1;4;12333;13.25;;;;;;
;;;Viitasaari;1655;19610706;1961;7;6;3455000;6995000;15;18.4;11;0;19118;11.62;;;;;;
;;;Viitasaari;1655;19610707;1961;7;7;3455000;6995000;12.4;17.6;5;0;17152;11.85;;;;;;
;;;Viitasaari;1655;19610708;1961;7;8;3455000;6995000;12.9;18;5;1;20566;11.81;;;;;;
;;;Viitasaari;1655;19610709;1961;7;9;3455000;6995000;14;19.3;3.9;0;21077;11.32;;;;;;
;;;Viitasaari;1655;19610710;1961;7;10;3455000;6995000;13;16;10.2;2;18522;13.23;;;;;;
;;;Viitasaari;1655;19610711;1961;7;11;3455000;6995000;15.5;22;7.4;1;18152;14.6;;;;;;
;;;Viitasaari;1655;19610712;1961;7;12;3455000;6995000;17;21.1;13.2;0;20631;13.97;;;;;;
;;;Viitasaari;1655;19610713;1961;7;13;3455000;6995000;14.7;19.2;8.3;5;16800;15.07;;;;;;
;;;Viitasaari;1655;19610714;1961;7;14;3455000;6995000;19;25.1;12.5;4;22654;16.75;;;;;;
;;;Viitasaari;1655;19610715;1961;7;15;3455000;6995000;20.8;25.8;15.1;1;19299;18.15;;;;;;
;;;Viitasaari;1655;19610716;1961;7;16;3455000;6995000;20.3;25.4;15.3;1;16125;18.74;;;;;;
;;;Viitasaari;1655;19610717;1961;7;17;3455000;6995000;19.3;24.3;12.7;2;17333;18.14;;;;;;
;;;Viitasaari;1655;19610718;1961;7;18;3455000;6995000;19.6;23.6;14.2;0;20830;18.37;;;;;;
;;;Viitasaari;1655;19610719;1961;7;19;3455000;6995000;19.2;24.9;13.5;0;20110;17.83;;;;;;
;;;Viitasaari;1655;19610720;1961;7;20;3455000;6995000;18.5;23.7;13.9;0;22750;16.22;;;;;;
;;;Viitasaari;1655;19610721;1961;7;21;3455000;6995000;18.1;22.7;11.8;8;17058;17.38;;;;;;
;;;Viitasaari;1655;19610722;1961;7;22;3455000;6995000;16.5;20.3;13.8;0;17310;14.78;;;;;;
;;;Viitasaari;1655;19610723;1961;7;23;3455000;6995000;17.5;23.3;9.4;0;22081;15.09;;;;;;
;;;Viitasaari;1655;19610724;1961;7;24;3455000;6995000;16.7;22.6;10.1;0;18511;14.66;;;;;;
;;;Viitasaari;1655;19610725;1961;7;25;3455000;6995000;15.3;20.6;11.3;1;19051;12.1;;;;;;
;;;Viitasaari;1655;19610726;1961;7;26;3455000;6995000;12.8;17.4;9.9;10;14923;11.99;;;;;;
;;;Viitasaari;1655;19610727;1961;7;27;3455000;6995000;13.8;16;11.6;9;10153;14.76;;;;;;
;;;Viitasaari;1655;19610728;1961;7;28;3455000;6995000;13.4;17.3;11.9;6;13139;13.94;;;;;;
;;;Viitasaari;1655;19610729;1961;7;29;3455000;6995000;14.3;18.1;11.3;2;14664;13.29;;;;;;
;;;Viitasaari;1655;19610730;1961;7;30;3455000;6995000;15.6;21.2;10.9;0;17152;14.04;;;;;;
;;;Viitasaari;1655;19610731;1961;7;31;3455000;6995000;15.8;22.9;6.5;0;20515;14.07;;;;;;
;;;Viitasaari;1655;19610801;1961;8;1;3455000;6995000;18.4;23.3;11.9;1;17488;17.9;;;;;;
;;;Viitasaari;1655;19610802;1961;8;2;3455000;6995000;17.8;21.7;14.5;3;11807;16.08;;;;;;
;;;Viitasaari;1655;19610803;1961;8;3;3455000;6995000;16;19.2;13.5;0;12862;14.87;;;;;;
;;;Viitasaari;1655;19610804;1961;8;4;3455000;6995000;14.6;17.9;13;1;12367;14.05;;;;;;
;;;Viitasaari;1655;19610805;1961;8;5;3455000;6995000;13.6;18.3;5.3;0;12957;12.19;;;;;;
;;;Viitasaari;1655;19610806;1961;8;6;3455000;6995000;14.3;19.1;8.1;4;16846;12.36;;;;;;
;;;Viitasaari;1655;19610807;1961;8;7;3455000;6995000;15.5;20.3;12.9;0;15805;13.98;;;;;;
;;;Viitasaari;1655;19610808;1961;8;8;3455000;6995000;13.9;19.8;7;4;16355;12.53;;;;;;
;;;Viitasaari;1655;19610809;1961;8;9;3455000;6995000;13.6;21;5.3;0;21901;11.96;;;;;;
;;;Viitasaari;1655;19610810;1961;8;10;3455000;6995000;14.1;21;5.1;1;14894;12.54;;;;;;
;;;Viitasaari;1655;19610811;1961;8;11;3455000;6995000;12.5;18.6;5.8;2;13028;12.33;;;;;;
;;;Viitasaari;1655;19610812;1961;8;12;3455000;6995000;12.4;18.8;5.1;6;12000;13;;;;;;
;;;Viitasaari;1655;19610813;1961;8;13;3455000;6995000;12;18.6;5.4;2;13201;12.78;;;;;;
;;;Viitasaari;1655;19610814;1961;8;14;3455000;6995000;11.9;16.8;8.8;4;13165;12.41;;;;;;
;;;Viitasaari;1655;19610815;1961;8;15;3455000;6995000;12.2;18.4;3.1;0;16403;11.09;;;;;;
;;;Viitasaari;1655;19610816;1961;8;16;3455000;6995000;13.3;19.1;3.9;0;15138;11.4;;;;;;
;;;Viitasaari;1655;19610817;1961;8;17;3455000;6995000;13.4;16;11.3;14;8618;13.11;;;;;;
;;;Viitasaari;1655;19610818;1961;8;18;3455000;6995000;12.5;16.2;10.6;4;9880;12.53;;;;;;
;;;Viitasaari;1655;19610819;1961;8;19;3455000;6995000;11.5;13;10.5;30;4483;12.83;;;;;;
;;;Viitasaari;1655;19610820;1961;8;20;3455000;6995000;13.4;15.5;12.1;11;6660;14.26;;;;;;
;;;Viitasaari;1655;19610821;1961;8;21;3455000;6995000;11.8;13.2;11.2;4;4692;13.13;;;;;;
;;;Viitasaari;1655;19610822;1961;8;22;3455000;6995000;11.1;13;9.8;1;6757;11.64;;;;;;
