OmaTunniste;OmaIt‰;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa
;;;Kankaanp‰‰;1010;19610101;1961;01;01;3255000;6875000;-4.4;-3.4;-4.8;1;430;-999
;;;Kankaanp‰‰;1010;19610102;1961;01;02;3255000;6875000;-3.4;-1.9;-5.4;2;445;4.59
;;;Kankaanp‰‰;1010;19610103;1961;01;03;3255000;6875000;-0.8;0.3;-2.4;0;454;5.58
;;;Kankaanp‰‰;1010;19610104;1961;01;04;3255000;6875000;-2.5;-1.2;-3.8;6;469;4.68
;;;Kankaanp‰‰;1010;19610105;1961;01;05;3255000;6875000;-0.2;1.8;-3.7;0;477;5.91
;;;Kankaanp‰‰;1010;19610106;1961;01;06;3255000;6875000;-1.8;0.2;-3.4;2;487;4.94
;;;Kankaanp‰‰;1010;19610107;1961;01;07;3255000;6875000;-1.5;-1;-3.5;8;509;5.25
;;;Kankaanp‰‰;1010;19610108;1961;01;08;3255000;6875000;-3.6;-1.2;-6.6;0;529;4.6
;;;Kankaanp‰‰;1010;19610109;1961;01;09;3255000;6875000;-6.2;-4.9;-8.5;1;694;3.53
;;;Kankaanp‰‰;1010;19610110;1961;01;10;3255000;6875000;-6.6;-5.4;-10;7;821;3.35
;;;Kankaanp‰‰;1010;19610111;1961;01;11;3255000;6875000;-1.8;0.1;-6.4;0;577;5.38
;;;Kankaanp‰‰;1010;19610112;1961;01;12;3255000;6875000;-7.7;-2.3;-15.2;1;591;3.01
;;;Kankaanp‰‰;1010;19610113;1961;01;13;3255000;6875000;-1.4;-0.1;-6.8;6;607;5.34
;;;Kankaanp‰‰;1010;19610114;1961;01;14;3255000;6875000;-2.3;-0.2;-4.7;0;1050;4.84
;;;Kankaanp‰‰;1010;19610115;1961;01;15;3255000;6875000;-0.5;2.4;-5.2;0;913;5.55
;;;Kankaanp‰‰;1010;19610116;1961;01;16;3255000;6875000;-13;0.6;-17.9;0;1129;2.03
;;;Kankaanp‰‰;1010;19610117;1961;01;17;3255000;6875000;-12.6;-9;-20;0;941;2.02
;;;Kankaanp‰‰;1010;19610118;1961;01;18;3255000;6875000;-2.4;-0.3;-9.7;0;722;4.95
;;;Kankaanp‰‰;1010;19610119;1961;01;19;3255000;6875000;-2.5;-0.6;-3.9;0;749;4.52
;;;Kankaanp‰‰;1010;19610120;1961;01;20;3255000;6875000;-5.4;-2.7;-8.8;0;781;3.85
;;;Kankaanp‰‰;1010;19610121;1961;01;21;3255000;6875000;-10.2;-6.8;-13.4;0;774;2.55
;;;Kankaanp‰‰;1010;19610122;1961;01;22;3255000;6875000;-9.4;-7;-13.5;0;1384;2.76
;;;Kankaanp‰‰;1010;19610123;1961;01;23;3255000;6875000;-9.1;-6.6;-14.6;0;965;2.88
;;;Kankaanp‰‰;1010;19610124;1961;01;24;3255000;6875000;-11.4;-7.3;-14.6;0;910;2.29
;;;Kankaanp‰‰;1010;19610125;1961;01;25;3255000;6875000;-11.5;-8.5;-18;0;1144;2.19
;;;Kankaanp‰‰;1010;19610126;1961;01;26;3255000;6875000;-5.6;-2.2;-11.1;0;1047;3.73
;;;Kankaanp‰‰;1010;19610127;1961;01;27;3255000;6875000;-3.7;-1.8;-7.5;0;1015;4.12
;;;Kankaanp‰‰;1010;19610128;1961;01;28;3255000;6875000;-1.8;0.7;-4.7;0;974;4.85
;;;Kankaanp‰‰;1010;19610129;1961;01;29;3255000;6875000;-1.1;0;-5.2;3;997;5.5
;;;Kankaanp‰‰;1010;19610130;1961;01;30;3255000;6875000;0.7;1.9;-1.3;9;1027;6.42
;;;Kankaanp‰‰;1010;19610131;1961;01;31;3255000;6875000;-3.9;1.6;-6.6;0;1063;4.4
;;;Kankaanp‰‰;1010;19610201;1961;02;01;3255000;6875000;-5.1;-4.6;-6.3;1;1157;3.96
;;;Kankaanp‰‰;1010;19610202;1961;02;02;3255000;6875000;-2.1;-0.5;-5.4;4;1148;5.03
;;;Kankaanp‰‰;1010;19610203;1961;02;03;3255000;6875000;-0.7;0.3;-2;1;1177;5.74
;;;Kankaanp‰‰;1010;19610204;1961;02;04;3255000;6875000;-2.1;-0.1;-3.3;2;1150;5.17
;;;Kankaanp‰‰;1010;19610205;1961;02;05;3255000;6875000;-9.9;-2.5;-14.9;0;1848;2.81
;;;Kankaanp‰‰;1010;19610206;1961;02;06;3255000;6875000;-10.8;-5.1;-18.3;3;1268;2.52
;;;Kankaanp‰‰;1010;19610207;1961;02;07;3255000;6875000;0.3;2;-5.7;1;1292;5.95
;;;Kankaanp‰‰;1010;19610208;1961;02;08;3255000;6875000;-2.4;2.2;-6.9;0;2278;4.47
;;;Kankaanp‰‰;1010;19610209;1961;02;09;3255000;6875000;-6.5;-3.4;-9.7;0;1317;3.62
;;;Kankaanp‰‰;1010;19610210;1961;02;10;3255000;6875000;-6;-4.5;-9.8;2;1608;3.64
;;;Kankaanp‰‰;1010;19610211;1961;02;11;3255000;6875000;-0.7;1;-7.6;0;1399;5.7
;;;Kankaanp‰‰;1010;19610212;1961;02;12;3255000;6875000;-1.2;1;-3.7;0;3044;5.3
;;;Kankaanp‰‰;1010;19610213;1961;02;13;3255000;6875000;-4;-0.4;-8.4;2;3431;4.06
;;;Kankaanp‰‰;1010;19610214;1961;02;14;3255000;6875000;0.8;1.7;-3.8;0;1496;6.16
;;;Kankaanp‰‰;1010;19610215;1961;02;15;3255000;6875000;-0.4;2.3;-4.2;0;3678;5.16
;;;Kankaanp‰‰;1010;19610216;1961;02;16;3255000;6875000;-0.2;4.4;-5.7;1;2906;5.42
;;;Kankaanp‰‰;1010;19610217;1961;02;17;3255000;6875000;1.4;4.6;-2.1;0;2506;6.15
;;;Kankaanp‰‰;1010;19610218;1961;02;18;3255000;6875000;2.1;6;-0.1;0;2670;6.46
;;;Kankaanp‰‰;1010;19610219;1961;02;19;3255000;6875000;-2.2;1.9;-4.4;0;3044;4.98
;;;Kankaanp‰‰;1010;19610220;1961;02;20;3255000;6875000;-0.7;3.6;-4.9;0;2195;5.56
;;;Kankaanp‰‰;1010;19610221;1961;02;21;3255000;6875000;0.8;4.8;-3;0;4029;5.54
;;;Kankaanp‰‰;1010;19610222;1961;02;22;3255000;6875000;-0.1;3.9;-3;0;3984;5.17
;;;Kankaanp‰‰;1010;19610223;1961;02;23;3255000;6875000;-0.7;4.1;-4.5;0;4619;5.28
;;;Kankaanp‰‰;1010;19610224;1961;02;24;3255000;6875000;-1.3;5.9;-7.5;0;5246;4.91
;;;Kankaanp‰‰;1010;19610225;1961;02;25;3255000;6875000;-1.6;0.1;-3.8;0;2094;5.21
;;;Kankaanp‰‰;1010;19610226;1961;02;26;3255000;6875000;0.4;1.8;-1.4;1;3085;5.94
;;;Kankaanp‰‰;1010;19610227;1961;02;27;3255000;6875000;1.8;3;-0.5;1;2246;6.75
;;;Kankaanp‰‰;1010;19610228;1961;02;28;3255000;6875000;1.2;4.5;-1;0;5691;5.73
;;;Kankaanp‰‰;1010;19610301;1961;03;01;3255000;6875000;-0.3;4.2;-3.8;0;3656;5.4
;;;Kankaanp‰‰;1010;19610302;1961;03;02;3255000;6875000;-0.7;1.3;-3;0;2605;5.34
;;;Kankaanp‰‰;1010;19610303;1961;03;03;3255000;6875000;-0.7;0.6;-3.8;0;2589;5.69
;;;Kankaanp‰‰;1010;19610304;1961;03;04;3255000;6875000;1.1;3.2;-0.8;0;2596;6.09
;;;Kankaanp‰‰;1010;19610305;1961;03;05;3255000;6875000;2.4;3.8;-0.2;0;4097;5.74
;;;Kankaanp‰‰;1010;19610306;1961;03;06;3255000;6875000;4.5;7.3;1.8;0;4143;6.8
;;;Kankaanp‰‰;1010;19610307;1961;03;07;3255000;6875000;1.6;4.9;-0.8;0;5457;4.91
;;;Kankaanp‰‰;1010;19610308;1961;03;08;3255000;6875000;-2.6;0.3;-7.9;2;3018;4.55
;;;Kankaanp‰‰;1010;19610309;1961;03;09;3255000;6875000;4.2;7;-0.4;0;3866;6.62
;;;Kankaanp‰‰;1010;19610310;1961;03;10;3255000;6875000;4.9;10;1.5;0;7591;6.94
;;;Kankaanp‰‰;1010;19610311;1961;03;11;3255000;6875000;1.8;4.4;-0.1;0;5187;5.59
;;;Kankaanp‰‰;1010;19610312;1961;03;12;3255000;6875000;2;3.8;-1.1;0;6126;5.24
;;;Kankaanp‰‰;1010;19610313;1961;03;13;3255000;6875000;-0.7;3.6;-4;0;3199;4.33
;;;Kankaanp‰‰;1010;19610314;1961;03;14;3255000;6875000;-2.1;1.5;-11.2;1;3290;4.05
;;;Kankaanp‰‰;1010;19610315;1961;03;15;3255000;6875000;-0.2;1.2;-1.6;0;7097;4.23
;;;Kankaanp‰‰;1010;19610316;1961;03;16;3255000;6875000;-2.7;1.8;-7;0;6815;3.85
;;;Kankaanp‰‰;1010;19610317;1961;03;17;3255000;6875000;0;4.4;-3;0;3049;5.43
;;;Kankaanp‰‰;1010;19610318;1961;03;18;3255000;6875000;-3.5;2.6;-5.9;3;3300;4.2
;;;Kankaanp‰‰;1010;19610319;1961;03;19;3255000;6875000;-5.7;-2.4;-8.4;0;9464;2.63
;;;Kankaanp‰‰;1010;19610320;1961;03;20;3255000;6875000;-5.8;-0.2;-11.3;0;10368;2.84
;;;Kankaanp‰‰;1010;19610321;1961;03;21;3255000;6875000;-5.4;-0.5;-11.8;0;11228;2.6
;;;Kankaanp‰‰;1010;19610322;1961;03;22;3255000;6875000;-4.4;1.7;-12.4;2;9874;3.19
;;;Kankaanp‰‰;1010;19610323;1961;03;23;3255000;6875000;1.9;4.7;-2.7;0;5875;5.65
;;;Kankaanp‰‰;1010;19610324;1961;03;24;3255000;6875000;0.1;2.6;-2.8;0;7088;4.28
;;;Kankaanp‰‰;1010;19610325;1961;03;25;3255000;6875000;-1.1;2.5;-3.7;0;11580;3.81
;;;Kankaanp‰‰;1010;19610326;1961;03;26;3255000;6875000;1.8;5.7;-3.4;0;3802;6.16
;;;Kankaanp‰‰;1010;19610327;1961;03;27;3255000;6875000;0;2.4;-2.4;0;7004;5.1
;;;Kankaanp‰‰;1010;19610328;1961;03;28;3255000;6875000;-2;1.4;-4.3;0;5872;4.29
;;;Kankaanp‰‰;1010;19610329;1961;03;29;3255000;6875000;-3.7;2.2;-9.5;0;7424;3.65
;;;Kankaanp‰‰;1010;19610330;1961;03;30;3255000;6875000;-3.1;0;-7.2;0;4712;3.78
;;;Kankaanp‰‰;1010;19610331;1961;03;31;3255000;6875000;-3.2;-0.2;-5.4;0;7244;3.6
;;;Kankaanp‰‰;1010;19610401;1961;04;01;3255000;6875000;-3.4;1.8;-8.4;0;12442;3.54
;;;Kankaanp‰‰;1010;19610402;1961;04;02;3255000;6875000;-3.6;3.3;-9.1;1;9599;4.24
;;;Kankaanp‰‰;1010;19610403;1961;04;03;3255000;6875000;-3.5;3.8;-10;0;10360;3.83
;;;Kankaanp‰‰;1010;19610404;1961;04;04;3255000;6875000;-2.3;4.4;-8.4;0;13333;3.79
;;;Kankaanp‰‰;1010;19610405;1961;04;05;3255000;6875000;-2.5;3.8;-8.8;0;14232;3.78
;;;Kankaanp‰‰;1010;19610406;1961;04;06;3255000;6875000;-0.3;2.2;-3.1;1;4766;5.33
;;;Kankaanp‰‰;1010;19610407;1961;04;07;3255000;6875000;0.5;2.5;-0.5;0;4935;5.88
;;;Kankaanp‰‰;1010;19610408;1961;04;08;3255000;6875000;-0.3;3.3;-3.6;0;10792;4.48
;;;Kankaanp‰‰;1010;19610409;1961;04;09;3255000;6875000;-1.2;2.5;-4.7;0;12746;3.9
;;;Kankaanp‰‰;1010;19610410;1961;04;10;3255000;6875000;-2.1;0.7;-6;0;9342;4.08
;;;Kankaanp‰‰;1010;19610411;1961;04;11;3255000;6875000;-2.9;1.5;-8.3;0;13454;3.25
;;;Kankaanp‰‰;1010;19610412;1961;04;12;3255000;6875000;-3;2.9;-10.2;0;13978;3.81
;;;Kankaanp‰‰;1010;19610413;1961;04;13;3255000;6875000;0.2;4.4;-2.2;1;14907;4.71
;;;Kankaanp‰‰;1010;19610414;1961;04;14;3255000;6875000;1.6;4.3;-1.7;0;5361;6.8
;;;Kankaanp‰‰;1010;19610415;1961;04;15;3255000;6875000;4;6.4;2.2;1;4597;8.14
;;;Kankaanp‰‰;1010;19610416;1961;04;16;3255000;6875000;3.6;7.6;0.7;0;14874;6.2
;;;Kankaanp‰‰;1010;19610417;1961;04;17;3255000;6875000;4.5;10.5;-2.5;0;10006;5.1
;;;Kankaanp‰‰;1010;19610418;1961;04;18;3255000;6875000;5.1;9.2;1.7;0;14220;5.64
;;;Kankaanp‰‰;1010;19610419;1961;04;19;3255000;6875000;2.7;6.4;0.7;0;12512;5.03
;;;Kankaanp‰‰;1010;19610420;1961;04;20;3255000;6875000;0.6;4.8;-2.7;0;17901;3.65
;;;Kankaanp‰‰;1010;19610421;1961;04;21;3255000;6875000;2.2;8.3;-5.7;0;18953;4.74
;;;Kankaanp‰‰;1010;19610422;1961;04;22;3255000;6875000;4.3;10;0.5;0;10717;5.46
;;;Kankaanp‰‰;1010;19610423;1961;04;23;3255000;6875000;6;14.5;-2.4;0;16871;5.36
;;;Kankaanp‰‰;1010;19610424;1961;04;24;3255000;6875000;9.9;17.6;2.5;0;14714;6.56
;;;Kankaanp‰‰;1010;19610425;1961;04;25;3255000;6875000;10.2;17.1;1.6;0;19795;7.09
;;;Kankaanp‰‰;1010;19610426;1961;04;26;3255000;6875000;10.6;16.5;3.3;0;21282;7.28
;;;Kankaanp‰‰;1010;19610427;1961;04;27;3255000;6875000;6.4;11.9;2.1;0;19037;5.84
;;;Kankaanp‰‰;1010;19610428;1961;04;28;3255000;6875000;2.5;7.3;-2.8;0;16744;4.2
;;;Kankaanp‰‰;1010;19610429;1961;04;29;3255000;6875000;2.6;8;-4.4;0;11583;4.58
;;;Kankaanp‰‰;1010;19610430;1961;04;30;3255000;6875000;2.3;6.8;-1.8;0;15440;4.75
;;;Kankaanp‰‰;1010;19610501;1961;05;01;3255000;6875000;2.2;8.3;-5;0;21326;4.07
;;;Kankaanp‰‰;1010;19610502;1961;05;02;3255000;6875000;4.9;9.8;0;0;13665;5.47
;;;Kankaanp‰‰;1010;19610503;1961;05;03;3255000;6875000;8.3;15.4;1.5;0;20466;6.29
;;;Kankaanp‰‰;1010;19610504;1961;05;04;3255000;6875000;9.7;18.2;2;0;16570;7.45
;;;Kankaanp‰‰;1010;19610505;1961;05;05;3255000;6875000;9.5;15.7;4;5;12973;9.02
;;;Kankaanp‰‰;1010;19610506;1961;05;06;3255000;6875000;8.1;12.3;6.5;6;7399;10.41
;;;Kankaanp‰‰;1010;19610507;1961;05;07;3255000;6875000;7.5;9.5;6.5;2;7348;9.93
;;;Kankaanp‰‰;1010;19610508;1961;05;08;3255000;6875000;7.9;10.9;5;17;7142;10
;;;Kankaanp‰‰;1010;19610509;1961;05;09;3255000;6875000;7.8;9.9;6.5;3;8307;9.4
;;;Kankaanp‰‰;1010;19610510;1961;05;10;3255000;6875000;5.5;8.2;3.4;4;7241;8.28
;;;Kankaanp‰‰;1010;19610511;1961;05;11;3255000;6875000;3.9;7;1.7;0;7513;7.22
;;;Kankaanp‰‰;1010;19610512;1961;05;12;3255000;6875000;7.3;13;2;2;11223;8.4
;;;Kankaanp‰‰;1010;19610513;1961;05;13;3255000;6875000;7.6;12.2;6;0;8212;9.14
;;;Kankaanp‰‰;1010;19610514;1961;05;14;3255000;6875000;7.4;10.5;5;0;9690;8.69
;;;Kankaanp‰‰;1010;19610515;1961;05;15;3255000;6875000;8.2;11.4;4.3;0;14408;7.94
;;;Kankaanp‰‰;1010;19610516;1961;05;16;3255000;6875000;8.9;12.5;5.7;0;13639;7.63
;;;Kankaanp‰‰;1010;19610517;1961;05;17;3255000;6875000;8.8;14.6;1.6;0;24799;6.66
;;;Kankaanp‰‰;1010;19610518;1961;05;18;3255000;6875000;7.6;13.7;2.8;0;8365;7.61
;;;Kankaanp‰‰;1010;19610519;1961;05;19;3255000;6875000;7.9;12.3;4.3;0;11833;8.06
;;;Kankaanp‰‰;1010;19610520;1961;05;20;3255000;6875000;7.5;11.6;2.2;1;12362;8.65
;;;Kankaanp‰‰;1010;19610521;1961;05;21;3255000;6875000;6.5;11.3;3.2;0;15400;7.4
;;;Kankaanp‰‰;1010;19610522;1961;05;22;3255000;6875000;6.3;12.1;-1.8;0;21980;5.43
;;;Kankaanp‰‰;1010;19610523;1961;05;23;3255000;6875000;8.4;15.2;0.9;0;19569;6.91
;;;Kankaanp‰‰;1010;19610524;1961;05;24;3255000;6875000;10.1;15.9;2.8;0;19865;8.48
;;;Kankaanp‰‰;1010;19610525;1961;05;25;3255000;6875000;10.2;14.3;5.9;0;25767;7.06
;;;Kankaanp‰‰;1010;19610526;1961;05;26;3255000;6875000;9.8;15.6;2.9;0;24791;6.41
;;;Kankaanp‰‰;1010;19610527;1961;05;27;3255000;6875000;9;13.3;2.7;1;9808;9.16
;;;Kankaanp‰‰;1010;19610528;1961;05;28;3255000;6875000;12.6;19.4;7.8;2;12446;12.3
;;;Kankaanp‰‰;1010;19610529;1961;05;29;3255000;6875000;14.7;22.6;9.6;2;19690;13.84
;;;Kankaanp‰‰;1010;19610530;1961;05;30;3255000;6875000;18.8;26;10.1;0;27025;13.77
;;;Kankaanp‰‰;1010;19610531;1961;05;31;3255000;6875000;21.7;28.6;13.7;0;25543;13.58
;;;Kankaanp‰‰;1010;19610601;1961;06;01;3255000;6875000;23.1;29.4;15.4;0;23973;13.16
;;;Kankaanp‰‰;1010;19610602;1961;06;02;3255000;6875000;19.3;26.5;15.1;2;17401;15.68
;;;Kankaanp‰‰;1010;19610603;1961;06;03;3255000;6875000;17.9;23.9;13.7;1;18926;16.52
;;;Kankaanp‰‰;1010;19610604;1961;06;04;3255000;6875000;20.5;26.5;13.5;0;24034;13.73
;;;Kankaanp‰‰;1010;19610605;1961;06;05;3255000;6875000;21.6;28.3;13.9;0;23285;13.02
;;;Kankaanp‰‰;1010;19610606;1961;06;06;3255000;6875000;20.4;26.4;13.5;0;24515;13.25
;;;Kankaanp‰‰;1010;19610607;1961;06;07;3255000;6875000;20.1;25.9;12.9;0;27631;12.8
;;;Kankaanp‰‰;1010;19610608;1961;06;08;3255000;6875000;21;27.6;12.4;0;25794;13.09
;;;Kankaanp‰‰;1010;19610609;1961;06;09;3255000;6875000;17.1;25.1;14.9;15;10926;17.29
;;;Kankaanp‰‰;1010;19610610;1961;06;10;3255000;6875000;18.8;23.4;14.3;0;21348;14.73
;;;Kankaanp‰‰;1010;19610611;1961;06;11;3255000;6875000;14.9;21.1;12.3;7;11200;15.23
;;;Kankaanp‰‰;1010;19610612;1961;06;12;3255000;6875000;17.6;21.9;13.9;4;13541;16.91
;;;Kankaanp‰‰;1010;19610613;1961;06;13;3255000;6875000;16.7;22.9;12.9;8;14262;17.27
;;;Kankaanp‰‰;1010;19610614;1961;06;14;3255000;6875000;17.3;20.9;14.9;0;17961;15.36
;;;Kankaanp‰‰;1010;19610615;1961;06;15;3255000;6875000;16.7;21.2;11.5;0;18514;13.96
;;;Kankaanp‰‰;1010;19610616;1961;06;16;3255000;6875000;14.1;18;12.2;8;9581;14.92
;;;Kankaanp‰‰;1010;19610617;1961;06;17;3255000;6875000;15.7;21.5;11.3;0;14545;15.11
;;;Kankaanp‰‰;1010;19610618;1961;06;18;3255000;6875000;13.2;17.1;12.3;18;10272;14
;;;Kankaanp‰‰;1010;19610619;1961;06;19;3255000;6875000;12.5;15.7;9.3;0;15588;9.67
;;;Kankaanp‰‰;1010;19610620;1961;06;20;3255000;6875000;11;15.1;6.7;0;19645;8.18
;;;Kankaanp‰‰;1010;19610621;1961;06;21;3255000;6875000;10.8;16.4;5.4;3;12123;10.68
;;;Kankaanp‰‰;1010;19610622;1961;06;22;3255000;6875000;12.9;17.7;6.2;0;21635;10.25
;;;Kankaanp‰‰;1010;19610623;1961;06;23;3255000;6875000;12.6;15.6;9.9;4;10976;12.08
;;;Kankaanp‰‰;1010;19610624;1961;06;24;3255000;6875000;12.1;15.9;10.1;0;13787;11.65
;;;Kankaanp‰‰;1010;19610625;1961;06;25;3255000;6875000;12.4;17.7;7.5;3;22274;10.47
;;;Kankaanp‰‰;1010;19610626;1961;06;26;3255000;6875000;13;18.5;8.2;0;19108;10.46
;;;Kankaanp‰‰;1010;19610627;1961;06;27;3255000;6875000;13.6;20;7;28;19176;10.15
;;;Kankaanp‰‰;1010;19610628;1961;06;28;3255000;6875000;13.2;16.2;9.1;0;9611;13.9
;;;Kankaanp‰‰;1010;19610629;1961;06;29;3255000;6875000;13.9;19.3;8.1;0;24241;9.32
;;;Kankaanp‰‰;1010;19610630;1961;06;30;3255000;6875000;12.3;16.6;8.2;0;26832;8.36
;;;Kankaanp‰‰;1010;19610701;1961;07;01;3255000;6875000;15.1;21.5;6.6;0;19368;10.89
;;;Kankaanp‰‰;1010;19610702;1961;07;02;3255000;6875000;17.5;22.9;11.2;0;21543;12.84
;;;Kankaanp‰‰;1010;19610703;1961;07;03;3255000;6875000;15;22.5;10.5;0;10571;13.14
;;;Kankaanp‰‰;1010;19610704;1961;07;04;3255000;6875000;13.2;17.3;10.7;2;11752;12.6
;;;Kankaanp‰‰;1010;19610705;1961;07;05;3255000;6875000;12.2;15.2;9.6;7;12804;13.41
;;;Kankaanp‰‰;1010;19610706;1961;07;06;3255000;6875000;12.7;14.9;10.8;6;9919;13.74
;;;Kankaanp‰‰;1010;19610707;1961;07;07;3255000;6875000;13.1;17.6;8.5;0;18274;12.54
;;;Kankaanp‰‰;1010;19610708;1961;07;08;3255000;6875000;14.3;19.7;7.8;0;21158;10.04
;;;Kankaanp‰‰;1010;19610709;1961;07;09;3255000;6875000;15.3;20.5;7.5;0;18883;11.36
;;;Kankaanp‰‰;1010;19610710;1961;07;10;3255000;6875000;16;21.6;9.1;0;15185;12.17
;;;Kankaanp‰‰;1010;19610711;1961;07;11;3255000;6875000;15.6;20.7;9.5;4;17389;14.54
;;;Kankaanp‰‰;1010;19610712;1961;07;12;3255000;6875000;14.7;19.1;10.5;1;15327;14.45
;;;Kankaanp‰‰;1010;19610713;1961;07;13;3255000;6875000;16.7;22.3;11.2;0;21518;13.28
;;;Kankaanp‰‰;1010;19610714;1961;07;14;3255000;6875000;18.6;23.1;13.5;2;15279;15.86
;;;Kankaanp‰‰;1010;19610715;1961;07;15;3255000;6875000;16.3;22.2;13.8;8;8730;17.25
;;;Kankaanp‰‰;1010;19610716;1961;07;16;3255000;6875000;16.4;18.7;14.3;0;9053;17.3
;;;Kankaanp‰‰;1010;19610717;1961;07;17;3255000;6875000;17;22.4;14.3;6;12486;17.64
;;;Kankaanp‰‰;1010;19610718;1961;07;18;3255000;6875000;18.7;23.2;15.2;0;14030;18.36
;;;Kankaanp‰‰;1010;19610719;1961;07;19;3255000;6875000;18.8;24.2;13.6;4;16982;17.5
;;;Kankaanp‰‰;1010;19610720;1961;07;20;3255000;6875000;16.9;22.4;11.2;0;21608;14.27
;;;Kankaanp‰‰;1010;19610721;1961;07;21;3255000;6875000;16.1;19.6;12.9;18;8768;16.13
;;;Kankaanp‰‰;1010;19610722;1961;07;22;3255000;6875000;14.8;18.4;12.7;1;8948;14.08
;;;Kankaanp‰‰;1010;19610723;1961;07;23;3255000;6875000;14.9;18.8;11.2;0;13734;13.79
;;;Kankaanp‰‰;1010;19610724;1961;07;24;3255000;6875000;12.4;16.3;9.5;0;10968;12.5
;;;Kankaanp‰‰;1010;19610725;1961;07;25;3255000;6875000;12.9;18.7;7.6;0;15880;11.66
;;;Kankaanp‰‰;1010;19610726;1961;07;26;3255000;6875000;11.9;16.6;8.1;11;12765;12.71
;;;Kankaanp‰‰;1010;19610727;1961;07;27;3255000;6875000;13.7;16.7;11.3;9;10928;14.44
;;;Kankaanp‰‰;1010;19610728;1961;07;28;3255000;6875000;12.9;14.5;12;17;8596;14.11
;;;Kankaanp‰‰;1010;19610729;1961;07;29;3255000;6875000;13.7;17;11.3;2;9488;14.3
;;;Kankaanp‰‰;1010;19610730;1961;07;30;3255000;6875000;14.7;20.7;10.6;0;20493;12.52
;;;Kankaanp‰‰;1010;19610731;1961;07;31;3255000;6875000;15.4;22;5.9;4;16813;12.96
;;;Kankaanp‰‰;1010;19610801;1961;08;01;3255000;6875000;19.7;25.3;15.5;7;10944;19.87
;;;Kankaanp‰‰;1010;19610802;1961;08;02;3255000;6875000;15.4;23.2;14.4;1;9211;16.22
;;;Kankaanp‰‰;1010;19610803;1961;08;03;3255000;6875000;15.9;19.9;13.6;0;12462;15.2
;;;Kankaanp‰‰;1010;19610804;1961;08;04;3255000;6875000;13.8;18;12.4;1;12530;12.89
;;;Kankaanp‰‰;1010;19610805;1961;08;05;3255000;6875000;12.4;15.9;9.3;1;9446;12.89
;;;Kankaanp‰‰;1010;19610806;1961;08;06;3255000;6875000;12.9;18;8.7;11;15102;12.81
;;;Kankaanp‰‰;1010;19610807;1961;08;07;3255000;6875000;14.9;19.4;12.6;0;17201;14.34
;;;Kankaanp‰‰;1010;19610808;1961;08;08;3255000;6875000;14;19.4;8.4;0;17772;12.67
;;;Kankaanp‰‰;1010;19610809;1961;08;09;3255000;6875000;14.9;21.6;8.5;0;13050;12.52
;;;Kankaanp‰‰;1010;19610810;1961;08;10;3255000;6875000;14.6;18.9;10.5;1;11956;12.82
;;;Kankaanp‰‰;1010;19610811;1961;08;11;3255000;6875000;14.1;18.4;11.1;0;18765;12.82
;;;Kankaanp‰‰;1010;19610812;1961;08;12;3255000;6875000;12.2;18.3;8.5;0;11759;13
;;;Kankaanp‰‰;1010;19610813;1961;08;13;3255000;6875000;12.6;19.3;6.4;0;10920;12.82
;;;Kankaanp‰‰;1010;19610814;1961;08;14;3255000;6875000;13.6;19.2;8.5;0;16920;12.85
;;;Kankaanp‰‰;1010;19610815;1961;08;15;3255000;6875000;12.7;18.4;8.2;0;12496;12.15
;;;Kankaanp‰‰;1010;19610816;1961;08;16;3255000;6875000;12.6;18.3;7.8;5;9765;12.47
;;;Kankaanp‰‰;1010;19610817;1961;08;17;3255000;6875000;12.2;15.7;11;28;7752;13.45
;;;Kankaanp‰‰;1010;19610818;1961;08;18;3255000;6875000;12.3;15.8;10.6;5;5566;13.22
;;;Kankaanp‰‰;1010;19610819;1961;08;19;3255000;6875000;10.6;14;9.3;17;5243;12.04
;;;Kankaanp‰‰;1010;19610820;1961;08;20;3255000;6875000;10.7;11.4;10.1;14;5192;12.52
;;;Kankaanp‰‰;1010;19610821;1961;08;21;3255000;6875000;11.5;13.4;10.6;0;5239;12.54
;;;Kankaanp‰‰;1010;19610822;1961;08;22;3255000;6875000;11.4;13.7;10.2;0;5442;12.04
;;;Kankaanp‰‰;1010;19610823;1961;08;23;3255000;6875000;10.6;14.5;8.1;1;6954;10.11
;;;Kankaanp‰‰;1010;19610824;1961;08;24;3255000;6875000;10.9;16;7.6;2;12494;11.11
;;;Kankaanp‰‰;1010;19610825;1961;08;25;3255000;6875000;9.2;13.2;6;1;6767;11.28
;;;Kankaanp‰‰;1010;19610826;1961;08;26;3255000;6875000;9.9;15.4;5.7;0;8839;11.42
;;;Kankaanp‰‰;1010;19610827;1961;08;27;3255000;6875000;10.9;17.4;4;8;11835;12.03
;;;Kankaanp‰‰;1010;19610828;1961;08;28;3255000;6875000;11.1;13.8;10.4;8;5633;12.47
;;;Kankaanp‰‰;1010;19610829;1961;08;29;3255000;6875000;12.1;17.2;8.9;0;12069;12.08
;;;Kankaanp‰‰;1010;19610830;1961;08;30;3255000;6875000;12.5;19.6;6;0;12950;12.33
;;;Kankaanp‰‰;1010;19610831;1961;08;31;3255000;6875000;15;21.6;11.5;0;15691;14.37
