OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;
;;;Toholampi;2077;19910620;1991;6;20;3365000;7085000;14.2;18.4;10.2;0;18423;9.21;;
;;;Toholampi;2077;19910621;1991;6;21;3365000;7085000;11.1;16.5;4.9;3;18284;10.67;;
;;;Toholampi;2077;19910622;1991;6;22;3365000;7085000;13.9;18.1;8.6;3;21980;9.23;;
;;;Toholampi;2077;19910623;1991;6;23;3365000;7085000;13.7;18.5;10.3;0;13067;12.02;;
;;;Toholampi;2077;19910624;1991;6;24;3365000;7085000;15.4;21.3;7.7;0;18972;11.77;;
;;;Toholampi;2077;19910625;1991;6;25;3365000;7085000;14.9;19.5;11.6;10;12651;14.27;;
;;;Toholampi;2077;19910626;1991;6;26;3365000;7085000;15.4;20.8;10.1;2;21023;11.32;;
;;;Toholampi;2077;19910627;1991;6;27;3365000;7085000;12.4;17.2;11;5;10507;12.86;;
;;;Toholampi;2077;19910628;1991;6;28;3365000;7085000;14.1;19.2;8.6;0;22039;9.92;;
;;;Toholampi;2077;19910629;1991;6;29;3365000;7085000;15.2;19.9;11.4;8;10946;14.66;;
;;;Toholampi;2077;19910630;1991;6;30;3365000;7085000;13.8;17.9;10.2;0;19403;12.42;;
;;;Toholampi;2077;19910701;1991;7;1;3365000;7085000;13.7;18;11.2;0;15761;11.31;;
;;;Toholampi;2077;19910702;1991;7;2;3365000;7085000;15.6;21.4;7.9;0;18688;11.09;;
;;;Toholampi;2077;19910703;1991;7;3;3365000;7085000;15.3;19.9;10.8;0;24924;10.47;;
;;;Toholampi;2077;19910704;1991;7;4;3365000;7085000;14.8;20.2;8.4;0;25502;10.06;;
;;;Toholampi;2077;19910705;1991;7;5;3365000;7085000;16.5;21.4;9.7;0;24026;11.54;;
;;;Toholampi;2077;19910706;1991;7;6;3365000;7085000;16.6;20.5;13.3;0;25428;11.49;;
;;;Toholampi;2077;19910707;1991;7;7;3365000;7085000;18.1;23;9.9;0;24961;13.08;;
;;;Toholampi;2077;19910708;1991;7;8;3365000;7085000;15.8;20.4;12.3;0;26608;10.7;;
;;;Toholampi;2077;19910709;1991;7;9;3365000;7085000;18.1;26.3;8.5;0;23235;12.71;;
;;;Toholampi;2077;19910710;1991;7;10;3365000;7085000;20.5;27.1;15.4;5;21984;15.76;;
;;;Toholampi;2077;19910711;1991;7;11;3365000;7085000;16;20.3;14.3;0;16549;13.21;;
;;;Toholampi;2077;19910712;1991;7;12;3365000;7085000;15.9;20.8;11.5;0;22234;12.22;;
;;;Toholampi;2077;19910713;1991;7;13;3365000;7085000;15.7;21.5;7.2;0;14446;13.87;;
;;;Toholampi;2077;19910714;1991;7;14;3365000;7085000;17.1;21.4;12.5;0;19069;14.53;;
;;;Toholampi;2077;19910715;1991;7;15;3365000;7085000;15.4;20.9;13.1;9;15720;15.54;;
;;;Toholampi;2077;19910716;1991;7;16;3365000;7085000;15.4;20.8;10.9;2;17892;14.17;;
;;;Toholampi;2077;19910717;1991;7;17;3365000;7085000;15.4;21.9;9.4;0;19323;12.29;;
;;;Toholampi;2077;19910718;1991;7;18;3365000;7085000;15.4;20.3;9.7;5;19026;14.27;;
;;;Toholampi;2077;19910719;1991;7;19;3365000;7085000;16;19.8;13.8;5;16107;16.09;;
;;;Toholampi;2077;19910720;1991;7;20;3365000;7085000;14.6;16.8;13.1;3;10811;15.09;;
;;;Toholampi;2077;19910721;1991;7;21;3365000;7085000;14.4;16.4;13.1;0;10876;14.75;;
;;;Toholampi;2077;19910722;1991;7;22;3365000;7085000;13.6;15.6;12.5;0;8848;13.98;;
;;;Toholampi;2077;19910723;1991;7;23;3365000;7085000;14.1;16.7;12.5;0;15253;14.08;;
;;;Toholampi;2077;19910724;1991;7;24;3365000;7085000;13.9;16.7;12.3;0;16221;13.73;;
;;;Toholampi;2077;19910725;1991;7;25;3365000;7085000;11.7;14.4;8.5;0;11760;10.3;;
;;;Toholampi;2077;19910726;1991;7;26;3365000;7085000;12.6;18.1;5.8;0;17527;10.32;;
;;;Toholampi;2077;19910727;1991;7;27;3365000;7085000;14;21;5;0;19734;10.93;;
;;;Toholampi;2077;19910728;1991;7;28;3365000;7085000;17.2;23.3;9.1;0;17982;13.91;;
;;;Toholampi;2077;19910729;1991;7;29;3365000;7085000;19.7;25.9;13;0;22225;16.53;;
;;;Toholampi;2077;19910730;1991;7;30;3365000;7085000;18.2;24.4;13.5;0;19425;15.33;;
;;;Toholampi;2077;19910731;1991;7;31;3365000;7085000;16.7;22.5;11.1;0;22100;12.16;;
;;;Toholampi;2077;19910801;1991;8;1;3365000;7085000;18.4;26.3;6.2;0;23692;11.66;;
;;;Toholampi;2077;19910802;1991;8;2;3365000;7085000;19.7;26.5;11.8;0;24049;15.15;;
;;;Toholampi;2077;19910803;1991;8;3;3365000;7085000;19.5;25.8;12;0;19894;14.43;;
;;;Toholampi;2077;19910804;1991;8;4;3365000;7085000;19;26.1;12.6;3;20592;17.2;;
;;;Toholampi;2077;19910805;1991;8;5;3365000;7085000;18.4;24.1;14.5;8;16120;17.96;;
;;;Toholampi;2077;19910806;1991;8;6;3365000;7085000;18.7;24;14.7;5;14241;16.58;;
;;;Toholampi;2077;19910807;1991;8;7;3365000;7085000;15.9;19.3;14.7;13;11015;16.69;;
;;;Toholampi;2077;19910808;1991;8;8;3365000;7085000;14.2;16.9;12.3;0;14179;14.56;;
;;;Toholampi;2077;19910809;1991;8;9;3365000;7085000;12.7;15.2;10.3;1;7335;12.57;;
;;;Toholampi;2077;19910810;1991;8;10;3365000;7085000;13;16.6;8.2;1;11449;12.1;;
;;;Toholampi;2077;19910811;1991;8;11;3365000;7085000;13.6;17.7;10.6;1;11839;13.5;;
;;;Toholampi;2077;19910812;1991;8;12;3365000;7085000;13.3;18.3;8.1;2;12343;12.34;;
;;;Toholampi;2077;19910813;1991;8;13;3365000;7085000;12.2;17;7;0;15019;9.43;;
;;;Toholampi;2077;19910814;1991;8;14;3365000;7085000;11.1;18.4;2.7;0;18358;9.47;;
;;;Toholampi;2077;19910815;1991;8;15;3365000;7085000;12.5;20.3;2.8;0;15272;10.59;;
;;;Toholampi;2077;19910816;1991;8;16;3365000;7085000;14.4;19.3;9.3;1;9966;13.82;;
;;;Toholampi;2077;19910817;1991;8;17;3365000;7085000;14.7;17.6;12.6;1;7074;14.68;;
;;;Toholampi;2077;19910818;1991;8;18;3365000;7085000;15.5;20.1;11.8;4;11495;13.82;;
;;;Toholampi;2077;19910819;1991;8;19;3365000;7085000;14.4;20.1;10.3;3;11290;14.13;;
;;;Toholampi;2077;19910820;1991;8;20;3365000;7085000;13.6;15.8;12.4;3;6817;13.84;;
;;;Toholampi;2077;19910821;1991;8;21;3365000;7085000;12.6;15.6;10.9;0;8092;12.06;;
;;;Toholampi;2077;19910822;1991;8;22;3365000;7085000;13.6;20.7;6.6;0;13094;12;;
;;;Toholampi;2077;19910823;1991;8;23;3365000;7085000;15.5;20.8;10.9;0;7741;14.8;;
;;;Toholampi;2077;19910824;1991;8;24;3365000;7085000;18.1;23.6;13.3;0;15778;14.92;;
;;;Toholampi;2077;19910825;1991;8;25;3365000;7085000;16.7;21.2;13;0;7626;15.7;;
;;;Toholampi;2077;19910826;1991;8;26;3365000;7085000;17.1;23.7;10.1;0;13876;14.29;;
;;;Toholampi;2077;19910827;1991;8;27;3365000;7085000;15.5;21;11;8;11785;15.01;;
;;;Toholampi;2077;19910828;1991;8;28;3365000;7085000;13.9;17.5;11.7;0;9151;12.29;;
;;;Toholampi;2077;19910829;1991;8;29;3365000;7085000;11.2;18.8;3.1;0;15935;9.64;;
;;;Toholampi;2077;19910830;1991;8;30;3365000;7085000;12.1;17.7;7.3;0;11841;10.07;;
;;;Toholampi;2077;19910831;1991;8;31;3365000;7085000;9.7;14.5;1.8;0;11234;9.1;;
;;;Toholampi;2077;19910901;1991;9;1;3365000;7085000;13.8;19.2;7.6;0;12828;11.84;;
;;;Toholampi;2077;19910902;1991;9;2;3365000;7085000;15.8;21.3;10.7;0;12698;12.57;;
;;;Toholampi;2077;19910903;1991;9;3;3365000;7085000;11.5;16.8;5.5;1;6080;10.37;;
;;;Toholampi;2077;19910904;1991;9;4;3365000;7085000;10;16.1;7.7;0;10654;6.84;;
;;;Toholampi;2077;19910905;1991;9;5;3365000;7085000;5.7;11.6;0.5;5;9694;7.38;;
;;;Toholampi;2077;19910906;1991;9;6;3365000;7085000;4;8.8;-1.2;1;11334;5.93;;
;;;Toholampi;2077;19910907;1991;9;7;3365000;7085000;5.1;8.2;0.6;1;6284;8;;
;;;Toholampi;2077;19910908;1991;9;8;3365000;7085000;8.1;10.9;5.1;0;6189;8.9;;
;;;Toholampi;2077;19910909;1991;9;9;3365000;7085000;7.2;9.8;4.3;2;6239;8.76;;
;;;Toholampi;2077;19910910;1991;9;10;3365000;7085000;7.6;11.6;1.9;8;8528;9.51;;
;;;Toholampi;2077;19910911;1991;9;11;3365000;7085000;6.4;9.3;3.5;31;4753;9.03;;
;;;Toholampi;2077;19910912;1991;9;12;3365000;7085000;4.3;7.4;1.3;0;8396;6.55;;
;;;Toholampi;2077;19910913;1991;9;13;3365000;7085000;5.4;10.5;-0.2;0;8515;7.06;;
;;;Toholampi;2077;19910914;1991;9;14;3365000;7085000;6;9.6;1.6;0;8732;8.2;;
;;;Toholampi;2077;19910915;1991;9;15;3365000;7085000;11.8;15.5;7;1;4524;11.59;;
;;;Toholampi;2077;19910916;1991;9;16;3365000;7085000;9.9;13.4;7.7;0;8866;8.95;;
;;;Toholampi;2077;19910917;1991;9;17;3365000;7085000;4.2;9.8;-0.5;0;10839;5.69;;
;;;Toholampi;2077;19910918;1991;9;18;3365000;7085000;2.1;10.3;-5.3;0;11304;4.94;;
;;;Toholampi;2077;19910919;1991;9;19;3365000;7085000;5.4;8.7;-0.1;1;4007;7.47;;
;;;Toholampi;2077;19910920;1991;9;20;3365000;7085000;6.5;7.6;5;3;3201;9.29;;
;;;Toholampi;2077;19910921;1991;9;21;3365000;7085000;5.7;6.9;4.9;0;4185;8.11;;
;;;Toholampi;2077;19910922;1991;9;22;3365000;7085000;5.3;8.5;2.9;0;5460;7.75;;
;;;Toholampi;2077;19910923;1991;9;23;3365000;7085000;7.2;9.9;4.6;6;2671;9.41;;
;;;Toholampi;2077;19910924;1991;9;24;3365000;7085000;7.7;9.7;5.9;5;4630;9.73;;
;;;Toholampi;2077;19910925;1991;9;25;3365000;7085000;8.2;11.2;5.9;1;4206;9.8;;
;;;Toholampi;2077;19910926;1991;9;26;3365000;7085000;7.9;13;4.8;0;5535;8.66;;
;;;Toholampi;2077;19910927;1991;9;27;3365000;7085000;4.8;7.4;0.7;25;2876;8.37;;
;;;Toholampi;2077;19910928;1991;9;28;3365000;7085000;5.7;8.6;3.4;2;5475;8.05;;
;;;Toholampi;2077;19910929;1991;9;29;3365000;7085000;4.5;10;1.2;0;5803;7.04;;
;;;Toholampi;2077;19910930;1991;9;30;3365000;7085000;2.2;5.6;-2;12;3954;6.88;;
;;;Toholampi;2077;19911001;1991;10;1;3365000;7085000;8.8;10.7;3.7;3;3295;10.78;;
;;;Toholampi;2077;19911002;1991;10;2;3365000;7085000;7.7;10.8;6.3;6;3935;9.45;;
;;;Toholampi;2077;19911003;1991;10;3;3365000;7085000;4.9;7.6;3;1;3746;7.58;;
;;;Toholampi;2077;19911004;1991;10;4;3365000;7085000;4.8;7.9;1.1;3;1843;8.16;;
;;;Toholampi;2077;19911005;1991;10;5;3365000;7085000;5.9;7.7;4;3;2004;8.53;;
;;;Toholampi;2077;19911006;1991;10;6;3365000;7085000;8.1;9.4;6.1;15;2129;10.23;;
;;;Toholampi;2077;19911007;1991;10;7;3365000;7085000;6.3;10.3;3.8;0;5648;8.15;;
;;;Toholampi;2077;19911008;1991;10;8;3365000;7085000;5.8;11.4;1.2;0;4548;7.72;;
;;;Toholampi;2077;19911009;1991;10;9;3365000;7085000;9.1;13.6;4.6;0;1857;10.33;;
;;;Toholampi;2077;19911010;1991;10;10;3365000;7085000;7.5;9.7;6.6;0;2840;9.33;;
;;;Toholampi;2077;19911011;1991;10;11;3365000;7085000;7.6;8.3;6.4;0;2487;9.12;;
;;;Toholampi;2077;19911012;1991;10;12;3365000;7085000;8.1;9.5;6.5;0;2238;9.38;;
;;;Toholampi;2077;19911013;1991;10;13;3365000;7085000;8.2;9.6;7;0;2449;8.33;;
;;;Toholampi;2077;19911014;1991;10;14;3365000;7085000;7.4;8.8;5.7;0;2370;8.28;;
;;;Toholampi;2077;19911015;1991;10;15;3365000;7085000;5.8;7.1;3.8;0;2188;7.99;;
;;;Toholampi;2077;19911016;1991;10;16;3365000;7085000;5.9;7.1;3.6;0;1932;8.53;;
;;;Toholampi;2077;19911017;1991;10;17;3365000;7085000;9.1;10.4;6.6;5;1650;10.64;;
;;;Toholampi;2077;19911018;1991;10;18;3365000;7085000;7.1;10.4;5;0;3096;8.92;;
;;;Toholampi;2077;19911019;1991;10;19;3365000;7085000;3.1;5.9;-1.3;0;1715;7.13;;
;;;Toholampi;2077;19911020;1991;10;20;3365000;7085000;-2.4;-0.4;-4.5;0;1978;4.1;;
;;;Toholampi;2077;19911021;1991;10;21;3365000;7085000;-5.1;-0.7;-10.5;0;2508;3.55;;
;;;Toholampi;2077;19911022;1991;10;22;3365000;7085000;0.3;2.9;-2.2;0;1713;5.63;;
;;;Toholampi;2077;19911023;1991;10;23;3365000;7085000;-0.6;0.8;-3.2;0;1621;5.14;;
;;;Toholampi;2077;19911024;1991;10;24;3365000;7085000;-2.8;-0.4;-4.7;0;2239;4.32;;
;;;Toholampi;2077;19911025;1991;10;25;3365000;7085000;2;4.2;-2.9;0;1895;6.72;;
;;;Toholampi;2077;19911026;1991;10;26;3365000;7085000;-0.1;2.8;-1.2;0;1007;5.82;;
;;;Toholampi;2077;19911027;1991;10;27;3365000;7085000;1.1;2.4;-1.4;1;1169;6.31;;
;;;Toholampi;2077;19911028;1991;10;28;3365000;7085000;-0.1;1.9;-1.2;0;1189;5.66;;
;;;Toholampi;2077;19911029;1991;10;29;3365000;7085000;1;2;-0.3;2;1218;6.1;;
;;;Toholampi;2077;19911030;1991;10;30;3365000;7085000;1.1;2;0.4;1;1199;6.19;;
;;;Toholampi;2077;19911031;1991;10;31;3365000;7085000;1.9;3.4;0.3;0;1278;6.35;;
;;;Toholampi;2077;19911101;1991;11;1;3365000;7085000;3.3;4.4;2.1;0;1083;5.83;;
;;;Toholampi;2077;19911102;1991;11;2;3365000;7085000;2.8;4.3;1.1;1;993;5.81;;
;;;Toholampi;2077;19911103;1991;11;3;3365000;7085000;5;6.7;1.3;5;1056;7.87;;
;;;Toholampi;2077;19911104;1991;11;4;3365000;7085000;4.7;6.4;3.2;8;1074;8.05;;
;;;Toholampi;2077;19911105;1991;11;5;3365000;7085000;4.2;4.9;2.9;9;982;7.61;;
;;;Toholampi;2077;19911106;1991;11;6;3365000;7085000;3.6;4.5;1.7;1;915;7.54;;
;;;Toholampi;2077;19911107;1991;11;7;3365000;7085000;2.3;3.9;0.5;0;1056;6.73;;
;;;Toholampi;2077;19911108;1991;11;8;3365000;7085000;1.8;3.2;0.6;2;835;6.5;;
;;;Toholampi;2077;19911109;1991;11;9;3365000;7085000;1.1;2.1;-0.2;0;799;6.32;;
;;;Toholampi;2077;19911110;1991;11;10;3365000;7085000;-0.3;0.6;-1;0;867;5.58;;
;;;Toholampi;2077;19911111;1991;11;11;3365000;7085000;-3.3;-0.1;-5.3;3;1196;4.37;;
;;;Toholampi;2077;19911112;1991;11;12;3365000;7085000;0.4;1.9;-3.3;0;939;5.91;;
;;;Toholampi;2077;19911113;1991;11;13;3365000;7085000;2.6;4.1;0.3;3;764;6.51;;
;;;Toholampi;2077;19911114;1991;11;14;3365000;7085000;4;4.6;0.6;0;950;6.36;;
;;;Toholampi;2077;19911115;1991;11;15;3365000;7085000;1.9;4.1;0.9;1;604;6.45;;
;;;Toholampi;2077;19911116;1991;11;16;3365000;7085000;-0.7;2.2;-3;0;662;5.3;;
;;;Toholampi;2077;19911117;1991;11;17;3365000;7085000;-2.3;0.2;-4.4;0;946;4.41;;
;;;Toholampi;2077;19911118;1991;11;18;3365000;7085000;-5.3;-3.4;-7.5;0;564;3.79;;
;;;Toholampi;2077;19911119;1991;11;19;3365000;7085000;-4.8;-3.3;-6;0;550;3.73;;
;;;Toholampi;2077;19911120;1991;11;20;3365000;7085000;-7;-4.1;-10.9;0;477;3.48;;
;;;Toholampi;2077;19911121;1991;11;21;3365000;7085000;-3.4;-2;-5.1;11;585;4.29;;
;;;Toholampi;2077;19911122;1991;11;22;3365000;7085000;-0.5;2.3;-2.6;0;576;5.09;;
;;;Toholampi;2077;19911123;1991;11;23;3365000;7085000;-1.1;3.1;-4;6;440;5.35;;
;;;Toholampi;2077;19911124;1991;11;24;3365000;7085000;0.7;3.7;-2.5;0;415;5.95;;
;;;Toholampi;2077;19911125;1991;11;25;3365000;7085000;4;5.1;2.6;0;390;7.52;;
;;;Toholampi;2077;19911126;1991;11;26;3365000;7085000;4.8;5.9;4;0;357;7.54;;
;;;Toholampi;2077;19911127;1991;11;27;3365000;7085000;2.9;4.3;1.9;0;377;6.81;;
;;;Toholampi;2077;19911128;1991;11;28;3365000;7085000;3.3;5.5;1.4;3;329;7.16;;
;;;Toholampi;2077;19911129;1991;11;29;3365000;7085000;3.5;5.6;1.4;2;367;7.21;;
;;;Toholampi;2077;19911130;1991;11;30;3365000;7085000;-0.5;1.6;-2;0;388;5.45;;
;;;Toholampi;2077;19911201;1991;12;1;3365000;7085000;2.2;2.9;-1.1;1;275;6.86;;
;;;Toholampi;2077;19911202;1991;12;2;3365000;7085000;0.6;2.7;-0.6;0;383;4.97;;
;;;Toholampi;2077;19911203;1991;12;3;3365000;7085000;-0.3;1.2;-2.8;0;296;5.31;;
;;;Toholampi;2077;19911204;1991;12;4;3365000;7085000;-2.9;0;-5.5;0;250;4.14;;
;;;Toholampi;2077;19911205;1991;12;5;3365000;7085000;-5.4;-2.2;-8.9;1;290;3.47;;
;;;Toholampi;2077;19911206;1991;12;6;3365000;7085000;-13.8;-2.1;-18.5;0;315;1.82;;
;;;Toholampi;2077;19911207;1991;12;7;3365000;7085000;-9.4;-5.4;-19;0;182;2.72;;
;;;Toholampi;2077;19911208;1991;12;8;3365000;7085000;-3.2;-1.5;-5.5;0;177;4.65;;
;;;Toholampi;2077;19911209;1991;12;9;3365000;7085000;-2.1;0.2;-4.1;0;265;4.89;;
;;;Toholampi;2077;19911210;1991;12;10;3365000;7085000;-2;-0.9;-4.7;0;163;4.96;;
;;;Toholampi;2077;19911211;1991;12;11;3365000;7085000;-0.2;1.5;-3;0;182;5.65;;
;;;Toholampi;2077;19911212;1991;12;12;3365000;7085000;-1.5;0.3;-3.8;0;185;5.03;;
;;;Toholampi;2077;19911213;1991;12;13;3365000;7085000;-0.5;1.4;-2.4;0;205;4.92;;
;;;Toholampi;2077;19911214;1991;12;14;3365000;7085000;-1.6;0.4;-3.6;0;219;4.03;;
;;;Toholampi;2077;19911215;1991;12;15;3365000;7085000;-7.5;-1.7;-13.8;5;154;3.31;;
;;;Toholampi;2077;19911216;1991;12;16;3365000;7085000;-5.4;-1.7;-9.2;0;181;3.65;;
;;;Toholampi;2077;19911217;1991;12;17;3365000;7085000;-5;0.5;-14.1;1;154;4.15;;
;;;Toholampi;2077;19911218;1991;12;18;3365000;7085000;2.2;3.3;0.3;0;142;6.19;;
;;;Toholampi;2077;19911219;1991;12;19;3365000;7085000;0;1.1;-0.2;1;138;5.64;;
;;;Toholampi;2077;19911220;1991;12;20;3365000;7085000;0.5;1.9;-0.7;4;156;5.75;;
;;;Toholampi;2077;19911221;1991;12;21;3365000;7085000;-0.2;0.8;-1.2;2;141;5.85;;
;;;Toholampi;2077;19911222;1991;12;22;3365000;7085000;-4.4;0.1;-6.4;0;186;3.97;;
;;;Toholampi;2077;19911223;1991;12;23;3365000;7085000;-5;-2;-10.2;8;136;3.85;;
;;;Toholampi;2077;19911224;1991;12;24;3365000;7085000;-9.5;-2.2;-17.1;1;177;2.48;;
;;;Toholampi;2077;19911225;1991;12;25;3365000;7085000;-10;-4;-21.5;0;181;2.48;;
;;;Toholampi;2077;19911226;1991;12;26;3365000;7085000;-6.9;-4.8;-12.9;1;158;3.2;;
;;;Toholampi;2077;19911227;1991;12;27;3365000;7085000;-9.9;-5.7;-13.9;1;184;2.58;;
;;;Toholampi;2077;19911228;1991;12;28;3365000;7085000;-2.9;1.3;-9.7;0;163;4.9;;
;;;Toholampi;2077;19911229;1991;12;29;3365000;7085000;1.7;3.1;0.6;0;188;5.85;;
;;;Toholampi;2077;19911230;1991;12;30;3365000;7085000;-0.9;1.3;-2.2;0;223;3.29;;
;;;Toholampi;2077;19911231;1991;12;31;3365000;7085000;-7.2;-1.7;-14;1;225;2.85;;
;;;Toholampi;2077;19920101;1992;1;1;3365000;7085000;0.2;1.5;-3.7;6;183;5.79;;
;;;Toholampi;2077;19920102;1992;1;2;3365000;7085000;-1;1.6;-3.6;4;275;4.77;;
;;;Toholampi;2077;19920103;1992;1;3;3365000;7085000;-2.6;0.4;-6;0;245;4.65;;
;;;Toholampi;2077;19920104;1992;1;4;3365000;7085000;-4.9;-1.1;-8.5;0;267;3.96;;
;;;Toholampi;2077;19920105;1992;1;5;3365000;7085000;-6.1;-2.7;-10.9;0;295;3.57;;
;;;Toholampi;2077;19920106;1992;1;6;3365000;7085000;-6.3;-3.3;-11.7;0;325;3.28;;
;;;Toholampi;2077;19920107;1992;1;7;3365000;7085000;-10.4;-6.1;-14.6;3;252;2.57;;
;;;Toholampi;2077;19920108;1992;1;8;3365000;7085000;-4.3;-2.2;-7.8;13;249;4.23;;
;;;Toholampi;2077;19920109;1992;1;9;3365000;7085000;-6;-2;-9;1;286;3.58;;
;;;Toholampi;2077;19920110;1992;1;10;3365000;7085000;-17.1;-8.7;-24.6;5;362;1.38;;
;;;Toholampi;2077;19920111;1992;1;11;3365000;7085000;-1;1.9;-12.2;3;377;5.05;;
;;;Toholampi;2077;19920112;1992;1;12;3365000;7085000;-3.3;-0.4;-5.2;0;371;3.48;;
;;;Toholampi;2077;19920113;1992;1;13;3365000;7085000;-12.5;-4.7;-19.6;3;463;1.64;;
;;;Toholampi;2077;19920114;1992;1;14;3365000;7085000;-7.4;-3.8;-20;4;348;3.33;;
;;;Toholampi;2077;19920115;1992;1;15;3365000;7085000;-1;2.3;-4.6;2;463;4.92;;
;;;Toholampi;2077;19920116;1992;1;16;3365000;7085000;-7.5;2.3;-13.1;0;519;2.95;;
;;;Toholampi;2077;19920117;1992;1;17;3365000;7085000;-8.1;-5;-13.2;0;631;2.53;;
;;;Toholampi;2077;19920118;1992;1;18;3365000;7085000;-6.8;-3.4;-10.2;0;590;3.12;;
;;;Toholampi;2077;19920119;1992;1;19;3365000;7085000;-17.9;-9.8;-21.3;0;750;1.24;;
;;;Toholampi;2077;19920120;1992;1;20;3365000;7085000;-6.1;-3.5;-18.9;0;496;3.51;;
;;;Toholampi;2077;19920121;1992;1;21;3365000;7085000;-5.6;-3.3;-8.8;0;729;3.85;;
;;;Toholampi;2077;19920122;1992;1;22;3365000;7085000;-3.4;-2.3;-7.2;0;692;4.43;;
;;;Toholampi;2077;19920123;1992;1;23;3365000;7085000;-1.4;-0.4;-3.8;0;697;5.26;;
;;;Toholampi;2077;19920124;1992;1;24;3365000;7085000;-3.2;-2;-5.3;0;847;4.3;;
;;;Toholampi;2077;19920125;1992;1;25;3365000;7085000;-3.3;-1.6;-7.4;0;616;4.35;;
;;;Toholampi;2077;19920126;1992;1;26;3365000;7085000;-0.9;0.1;-2.8;0;1150;4.43;;
;;;Toholampi;2077;19920127;1992;1;27;3365000;7085000;1.1;3.3;-1.9;1;800;5.92;;
;;;Toholampi;2077;19920128;1992;1;28;3365000;7085000;4.1;6.2;1.9;0;1007;5.8;;
;;;Toholampi;2077;19920129;1992;1;29;3365000;7085000;-0.6;2.8;-2.4;0;1347;3.39;;
;;;Toholampi;2077;19920130;1992;1;30;3365000;7085000;-1.6;1.9;-7;0;1161;4.9;;
;;;Toholampi;2077;19920131;1992;1;31;3365000;7085000;-1;1.7;-2.4;0;1372;5.24;;
;;;Toholampi;2077;19920201;1992;2;1;3365000;7085000;-1.9;-0.4;-4.4;0;736;5.11;;
;;;Toholampi;2077;19920202;1992;2;2;3365000;7085000;-0.5;0.8;-1.5;0;1143;5.31;;
;;;Toholampi;2077;19920203;1992;2;3;3365000;7085000;-0.5;0.3;-1.7;8;896;5.6;;
;;;Toholampi;2077;19920204;1992;2;4;3365000;7085000;-1.5;0.2;-3.4;4;1014;5.18;;
;;;Toholampi;2077;19920205;1992;2;5;3365000;7085000;-5.3;-3.1;-7.7;0;1369;3.8;;
;;;Toholampi;2077;19920206;1992;2;6;3365000;7085000;-10.6;-5.3;-14.4;0;1869;2.26;;
;;;Toholampi;2077;19920207;1992;2;7;3365000;7085000;-3.7;1.4;-13.1;0;1055;4.56;;
;;;Toholampi;2077;19920208;1992;2;8;3365000;7085000;2;4.3;-0.1;0;1666;4.98;;
;;;Toholampi;2077;19920209;1992;2;9;3365000;7085000;-5.4;0.1;-11.2;0;2153;3.48;;
;;;Toholampi;2077;19920210;1992;2;10;3365000;7085000;0;1.3;-5.3;1;1258;5.7;;
;;;Toholampi;2077;19920211;1992;2;11;3365000;7085000;-0.1;0.9;-1.2;1;1202;5.44;;
;;;Toholampi;2077;19920212;1992;2;12;3365000;7085000;-1.8;0.2;-2.9;0;1701;4.79;;
;;;Toholampi;2077;19920213;1992;2;13;3365000;7085000;-7.3;-2.5;-10.8;1;1831;3.12;;
;;;Toholampi;2077;19920214;1992;2;14;3365000;7085000;-8.4;-6.6;-11.3;0;1937;2.7;;
;;;Toholampi;2077;19920215;1992;2;15;3365000;7085000;-7.8;-6.4;-11.4;0;1925;2.96;;
;;;Toholampi;2077;19920216;1992;2;16;3365000;7085000;-9.4;-6.3;-13.8;0;2480;2.73;;
;;;Toholampi;2077;19920217;1992;2;17;3365000;7085000;-5.8;-2;-13.2;0;1604;3.45;;
;;;Toholampi;2077;19920218;1992;2;18;3365000;7085000;-6.7;-2.3;-11.9;0;2632;2.98;;
;;;Toholampi;2077;19920219;1992;2;19;3365000;7085000;-9.6;-4.7;-19.8;0;1350;2.78;;
;;;Toholampi;2077;19920220;1992;2;20;3365000;7085000;-12.5;-5.4;-17;0;2740;2.07;;
;;;Toholampi;2077;19920221;1992;2;21;3365000;7085000;-10.9;-3.9;-21.4;0;2168;2.69;;
;;;Toholampi;2077;19920222;1992;2;22;3365000;7085000;-1.8;-0.3;-4.9;1;2074;4.73;;
;;;Toholampi;2077;19920223;1992;2;23;3365000;7085000;0.5;1.5;-1.4;4;1662;5.94;;
;;;Toholampi;2077;19920224;1992;2;24;3365000;7085000;-2.4;0.6;-5.6;0;4464;4.02;;
;;;Toholampi;2077;19920225;1992;2;25;3365000;7085000;0.3;3.4;-2.8;0;3496;4.73;;
;;;Toholampi;2077;19920226;1992;2;26;3365000;7085000;-0.1;3.9;-3.5;0;4820;4.31;;
;;;Toholampi;2077;19920227;1992;2;27;3365000;7085000;-0.5;2.8;-4.7;0;3965;4.53;;
;;;Toholampi;2077;19920228;1992;2;28;3365000;7085000;-2.6;1;-9.5;2;2068;4.59;;
;;;Toholampi;2077;19920229;1992;2;29;3365000;7085000;0;3.9;-2.7;0;4306;4.78;;
;;;Toholampi;2077;19920301;1992;3;1;3365000;7085000;1.6;5.8;-1.5;0;3644;5.76;;
;;;Toholampi;2077;19920302;1992;3;2;3365000;7085000;0;2.4;-2.9;4;2662;5.76;;
