OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;;
;;;Toholampi;2077;19610101;1961;1;1;3365000;7085000;-5.2;-3.9;-6.7;3;200;-999;;
;;;Toholampi;2077;19610102;1961;1;2;3365000;7085000;-4.6;-3.6;-6.6;2;205;4.02;;
;;;Toholampi;2077;19610103;1961;1;3;3365000;7085000;-2.5;-0.6;-7.1;0;227;5.04;;
;;;Toholampi;2077;19610104;1961;1;4;3365000;7085000;-2.5;-0.6;-3.6;1;235;4.42;;
;;;Toholampi;2077;19610105;1961;1;5;3365000;7085000;-1.2;1.1;-3.6;3;243;5.51;;
;;;Toholampi;2077;19610106;1961;1;6;3365000;7085000;-3;1.1;-4.3;0;251;4.52;;
;;;Toholampi;2077;19610107;1961;1;7;3365000;7085000;-4.1;-2.1;-6.5;2;282;4.06;;
;;;Toholampi;2077;19610108;1961;1;8;3365000;7085000;-4;-1.7;-6.5;3;275;4.25;;
;;;Toholampi;2077;19610109;1961;1;9;3365000;7085000;-6.1;-3.2;-7.9;0;354;3;;
;;;Toholampi;2077;19610110;1961;1;10;3365000;7085000;-5.8;-4.7;-8.3;3;368;2.94;;
;;;Toholampi;2077;19610111;1961;1;11;3365000;7085000;-6.1;-1.6;-9.5;0;340;3.97;;
;;;Toholampi;2077;19610112;1961;1;12;3365000;7085000;-8.3;-5.4;-13.2;0;356;2.8;;
;;;Toholampi;2077;19610113;1961;1;13;3365000;7085000;-4.9;-2.7;-8.8;0;372;4.06;;
;;;Toholampi;2077;19610114;1961;1;14;3365000;7085000;-5;-3.5;-8.3;0;492;3.7;;
;;;Toholampi;2077;19610115;1961;1;15;3365000;7085000;-6.8;-0.3;-10.4;0;556;3.98;;
;;;Toholampi;2077;19610116;1961;1;16;3365000;7085000;-15.8;-9.1;-21.8;0;664;1.27;;
;;;Toholampi;2077;19610117;1961;1;17;3365000;7085000;-11;-6.7;-21.5;0;565;1.98;;
;;;Toholampi;2077;19610118;1961;1;18;3365000;7085000;-3.9;-2.3;-7.1;0;456;4.47;;
;;;Toholampi;2077;19610119;1961;1;19;3365000;7085000;-3.2;-2.2;-4.6;0;491;4.59;;
;;;Toholampi;2077;19610120;1961;1;20;3365000;7085000;-5.3;-3.1;-6.3;0;470;3.86;;
;;;Toholampi;2077;19610121;1961;1;21;3365000;7085000;-8.1;-5.9;-9.6;0;519;2.92;;
;;;Toholampi;2077;19610122;1961;1;22;3365000;7085000;-8.9;-7.5;-11.9;0;583;2.7;;
;;;Toholampi;2077;19610123;1961;1;23;3365000;7085000;-10.3;-6.6;-11.5;0;911;2.73;;
;;;Toholampi;2077;19610124;1961;1;24;3365000;7085000;-13.2;-10;-16.7;0;962;1.96;;
;;;Toholampi;2077;19610125;1961;1;25;3365000;7085000;-12.3;-9.2;-16.7;0;981;1.86;;
;;;Toholampi;2077;19610126;1961;1;26;3365000;7085000;-7.8;-5.3;-12.2;0;978;2.88;;
;;;Toholampi;2077;19610127;1961;1;27;3365000;7085000;-6.2;-4.6;-13.5;1;759;3.32;;
;;;Toholampi;2077;19610128;1961;1;28;3365000;7085000;-3.2;-1.4;-6.6;1;747;4.4;;
;;;Toholampi;2077;19610129;1961;1;29;3365000;7085000;-1.3;-0.1;-2.6;4;935;5.23;;
;;;Toholampi;2077;19610130;1961;1;30;3365000;7085000;-0.9;0.3;-2.4;5;819;5.62;;
;;;Toholampi;2077;19610131;1961;1;31;3365000;7085000;-5.6;0;-8.7;0;855;3.56;;
;;;Toholampi;2077;19610201;1961;2;1;3365000;7085000;-10.7;-8.1;-11.3;0;990;2.54;;
;;;Toholampi;2077;19610202;1961;2;2;3365000;7085000;-9.1;-5.8;-16.2;2;1126;2.86;;
;;;Toholampi;2077;19610203;1961;2;3;3365000;7085000;-5.2;-3.7;-11.1;2;945;3.98;;
;;;Toholampi;2077;19610204;1961;2;4;3365000;7085000;-6;-3.8;-7.4;1;880;3.63;;
;;;Toholampi;2077;19610205;1961;2;5;3365000;7085000;-12.2;-6.4;-13.5;0;1505;2.1;;
;;;Toholampi;2077;19610206;1961;2;6;3365000;7085000;-14.5;-12.2;-24.3;2;1634;1.28;;
;;;Toholampi;2077;19610207;1961;2;7;3365000;7085000;-2.7;0.6;-13.3;2;1037;5.13;;
;;;Toholampi;2077;19610208;1961;2;8;3365000;7085000;-4.1;0.9;-9.1;0;1431;4.3;;
;;;Toholampi;2077;19610209;1961;2;9;3365000;7085000;-7.9;-5.6;-10.5;0;1310;3.07;;
;;;Toholampi;2077;19610210;1961;2;10;3365000;7085000;-10.9;-8.6;-17.5;0;1506;2.51;;
;;;Toholampi;2077;19610211;1961;2;11;3365000;7085000;-5.1;-1.1;-11.4;3;1198;4.4;;
;;;Toholampi;2077;19610212;1961;2;12;3365000;7085000;-5.4;0;-8.1;0;2259;4.2;;
;;;Toholampi;2077;19610213;1961;2;13;3365000;7085000;-6.4;-4.6;-12.3;1;2669;2.85;;
;;;Toholampi;2077;19610214;1961;2;14;3365000;7085000;-0.6;1.4;-8.2;0;1310;5.91;;
;;;Toholampi;2077;19610215;1961;2;15;3365000;7085000;-1.7;2;-6.5;0;2927;4.4;;
;;;Toholampi;2077;19610216;1961;2;16;3365000;7085000;-1.8;1.4;-11;0;2143;4.76;;
;;;Toholampi;2077;19610217;1961;2;17;3365000;7085000;1.2;3.5;-3.9;0;1676;5.84;;
;;;Toholampi;2077;19610218;1961;2;18;3365000;7085000;2.1;5.6;1.6;0;3087;6.12;;
;;;Toholampi;2077;19610219;1961;2;19;3365000;7085000;-2.5;2.1;-6.5;0;2223;3.88;;
;;;Toholampi;2077;19610220;1961;2;20;3365000;7085000;1.1;4.2;-3.3;0;1723;5.78;;
;;;Toholampi;2077;19610221;1961;2;21;3365000;7085000;1.8;4.3;0.4;0;3064;5.33;;
;;;Toholampi;2077;19610222;1961;2;22;3365000;7085000;1;3;-1.3;0;2568;5.18;;
;;;Toholampi;2077;19610223;1961;2;23;3365000;7085000;0;4.7;-0.7;0;3680;5.58;;
;;;Toholampi;2077;19610224;1961;2;24;3365000;7085000;-2.3;4.4;-8.2;0;3666;4.88;;
;;;Toholampi;2077;19610225;1961;2;25;3365000;7085000;-2.4;-1;-5.4;0;1834;4.89;;
;;;Toholampi;2077;19610226;1961;2;26;3365000;7085000;0.5;2.2;-1.7;1;2218;5.72;;
;;;Toholampi;2077;19610227;1961;2;27;3365000;7085000;1.3;2.3;-0.3;0;1941;6.49;;
;;;Toholampi;2077;19610228;1961;2;28;3365000;7085000;2.1;4.1;0.4;0;3775;5.65;;
;;;Toholampi;2077;19610301;1961;3;1;3365000;7085000;0.4;2.3;-0.8;0;2471;5.82;;
;;;Toholampi;2077;19610302;1961;3;2;3365000;7085000;0;1;-1;0;2275;5.52;;
;;;Toholampi;2077;19610303;1961;3;3;3365000;7085000;-0.8;0.5;-2.4;0;2407;5.37;;
;;;Toholampi;2077;19610304;1961;3;4;3365000;7085000;1;2.6;-0.1;0;2678;5.69;;
;;;Toholampi;2077;19610305;1961;3;5;3365000;7085000;0.6;2.6;-1.6;1;4281;5.27;;
;;;Toholampi;2077;19610306;1961;3;6;3365000;7085000;3.2;5.1;0.1;5;3369;6.39;;
;;;Toholampi;2077;19610307;1961;3;7;3365000;7085000;0;3.8;-2.4;0;4846;4.42;;
;;;Toholampi;2077;19610308;1961;3;8;3365000;7085000;-3.7;-1.1;-7.4;0;3851;3.96;;
;;;Toholampi;2077;19610309;1961;3;9;3365000;7085000;2;5.2;-2.2;0;4470;6.05;;
;;;Toholampi;2077;19610310;1961;3;10;3365000;7085000;3.4;6.7;0.5;0;3882;6.45;;
;;;Toholampi;2077;19610311;1961;3;11;3365000;7085000;1.8;4.6;0.5;2;3396;5.46;;
;;;Toholampi;2077;19610312;1961;3;12;3365000;7085000;0;2.5;-2.5;0;6583;4.59;;
;;;Toholampi;2077;19610313;1961;3;13;3365000;7085000;-2.2;1.9;-6.3;0;5977;4.22;;
;;;Toholampi;2077;19610314;1961;3;14;3365000;7085000;-2.5;0.8;-5.5;2;5252;3.8;;
;;;Toholampi;2077;19610315;1961;3;15;3365000;7085000;-1.3;0.2;-2.7;0;3441;4.41;;
;;;Toholampi;2077;19610316;1961;3;16;3365000;7085000;-5.1;-1.1;-9;0;8846;3.04;;
;;;Toholampi;2077;19610317;1961;3;17;3365000;7085000;-5.3;-0.2;-13.2;5;3860;4.17;;
;;;Toholampi;2077;19610318;1961;3;18;3365000;7085000;-6.4;1.4;-8.7;0;4623;3.25;;
;;;Toholampi;2077;19610319;1961;3;19;3365000;7085000;-7.8;-4.2;-11.1;0;9889;2.46;;
;;;Toholampi;2077;19610320;1961;3;20;3365000;7085000;-9.6;-4.3;-15.3;0;8180;2.3;;
;;;Toholampi;2077;19610321;1961;3;21;3365000;7085000;-8.8;-2.5;-15.8;0;10302;2.29;;
;;;Toholampi;2077;19610322;1961;3;22;3365000;7085000;-6.6;-0.4;-15.8;0;8094;2.8;;
;;;Toholampi;2077;19610323;1961;3;23;3365000;7085000;-0.2;2.9;-3.8;0;6807;4.71;;
;;;Toholampi;2077;19610324;1961;3;24;3365000;7085000;-2.5;0.2;-5.9;0;8166;3.75;;
;;;Toholampi;2077;19610325;1961;3;25;3365000;7085000;-2.6;0.4;-4.4;2;9698;3.51;;
;;;Toholampi;2077;19610326;1961;3;26;3365000;7085000;-1.2;1.8;-5.9;10;3433;5.26;;
;;;Toholampi;2077;19610327;1961;3;27;3365000;7085000;-3.7;1.1;-4.8;3;5549;4.24;;
;;;Toholampi;2077;19610328;1961;3;28;3365000;7085000;-3.9;-1.2;-6.8;0;7343;3.71;;
;;;Toholampi;2077;19610329;1961;3;29;3365000;7085000;-6.5;0.7;-18.2;0;8095;2.9;;
;;;Toholampi;2077;19610330;1961;3;30;3365000;7085000;-4.8;0;-11.9;0;11148;3.24;;
;;;Toholampi;2077;19610331;1961;3;31;3365000;7085000;-6;-2.7;-8.7;0;7367;2.89;;
;;;Toholampi;2077;19610401;1961;4;1;3365000;7085000;-6.7;-2;-12.6;0;10298;2.79;;
;;;Toholampi;2077;19610402;1961;4;2;3365000;7085000;-6.5;1;-14;0;11977;2.95;;
;;;Toholampi;2077;19610403;1961;4;3;3365000;7085000;-6.5;1.7;-15.4;0;10021;2.94;;
;;;Toholampi;2077;19610404;1961;4;4;3365000;7085000;-5.4;3.6;-13;0;12078;3.08;;
;;;Toholampi;2077;19610405;1961;4;5;3365000;7085000;-3.9;1.9;-12.8;0;13132;3.33;;
;;;Toholampi;2077;19610406;1961;4;6;3365000;7085000;-3.8;2.7;-11.4;0;6717;4.07;;
;;;Toholampi;2077;19610407;1961;4;7;3365000;7085000;-2;2;-7.4;0;8933;4.71;;
;;;Toholampi;2077;19610408;1961;4;8;3365000;7085000;-3.3;1.3;-10;0;11498;3.99;;
;;;Toholampi;2077;19610409;1961;4;9;3365000;7085000;-2.9;0.8;-7;0;11008;3.62;;
;;;Toholampi;2077;19610410;1961;4;10;3365000;7085000;-5.3;-0.2;-10.4;0;14278;2.89;;
;;;Toholampi;2077;19610411;1961;4;11;3365000;7085000;-7.1;-2.2;-14;0;13705;2.69;;
;;;Toholampi;2077;19610412;1961;4;12;3365000;7085000;-4.9;1.5;-13.4;0;14894;2.99;;
;;;Toholampi;2077;19610413;1961;4;13;3365000;7085000;-2.8;3;-9.7;0;18143;3.56;;
;;;Toholampi;2077;19610414;1961;4;14;3365000;7085000;-0.9;1.9;-3.5;2;4507;5.35;;
;;;Toholampi;2077;19610415;1961;4;15;3365000;7085000;2;3.8;0.5;2;2813;6.93;;
;;;Toholampi;2077;19610416;1961;4;16;3365000;7085000;2.6;6;0.1;0;11797;5.93;;
;;;Toholampi;2077;19610417;1961;4;17;3365000;7085000;3.1;7.7;-1.7;0;11303;5.24;;
;;;Toholampi;2077;19610418;1961;4;18;3365000;7085000;3.4;6.2;1.2;0;10381;5.73;;
;;;Toholampi;2077;19610419;1961;4;19;3365000;7085000;0.9;4.6;-1.8;0;14036;4.21;;
;;;Toholampi;2077;19610420;1961;4;20;3365000;7085000;-0.9;1.8;-3.1;0;13130;3.8;;
;;;Toholampi;2077;19610421;1961;4;21;3365000;7085000;0.3;5.5;-5.3;0;15060;4.28;;
;;;Toholampi;2077;19610422;1961;4;22;3365000;7085000;2.9;8.6;-3.5;0;16570;4.99;;
;;;Toholampi;2077;19610423;1961;4;23;3365000;7085000;2;5.2;-1;0;17654;4.79;;
;;;Toholampi;2077;19610424;1961;4;24;3365000;7085000;2.2;8.2;-6;0;12394;4.43;;
;;;Toholampi;2077;19610425;1961;4;25;3365000;7085000;6.6;14;-0.9;0;16934;5.91;;
;;;Toholampi;2077;19610426;1961;4;26;3365000;7085000;8.7;13.7;3.3;0;19839;6.74;;
;;;Toholampi;2077;19610427;1961;4;27;3365000;7085000;2.7;8.7;1.1;0;15847;5.02;;
;;;Toholampi;2077;19610428;1961;4;28;3365000;7085000;-1.1;1.9;-4.5;0;14805;3.9;;
;;;Toholampi;2077;19610429;1961;4;29;3365000;7085000;-0.1;4.9;-7;0;7143;4.17;;
;;;Toholampi;2077;19610430;1961;4;30;3365000;7085000;-0.3;3.1;-4.6;0;14423;4.26;;
;;;Toholampi;2077;19610501;1961;5;1;3365000;7085000;1.2;6.2;-6.5;0;17661;3.89;;
;;;Toholampi;2077;19610502;1961;5;2;3365000;7085000;3.8;7.6;0.1;0;8160;5.9;;
;;;Toholampi;2077;19610503;1961;5;3;3365000;7085000;6.6;12.4;2.2;0;17293;5.57;;
;;;Toholampi;2077;19610504;1961;5;4;3365000;7085000;8.2;15.3;0.2;1;18902;6.33;;
;;;Toholampi;2077;19610505;1961;5;5;3365000;7085000;6;10.7;4.8;2;7643;8.5;;
;;;Toholampi;2077;19610506;1961;5;6;3365000;7085000;5.1;6.8;2.8;13;7583;8.95;;
;;;Toholampi;2077;19610507;1961;5;7;3365000;7085000;5.6;7.1;4.1;0;6615;8.62;;
;;;Toholampi;2077;19610508;1961;5;8;3365000;7085000;4.6;8;1.6;0;7615;7.86;;
;;;Toholampi;2077;19610509;1961;5;9;3365000;7085000;6.1;8.5;4.1;2;9221;8.67;;
;;;Toholampi;2077;19610510;1961;5;10;3365000;7085000;2.4;6;1.6;0;7396;6.87;;
;;;Toholampi;2077;19610511;1961;5;11;3365000;7085000;2.9;4.3;1.5;0;7993;6.86;;
;;;Toholampi;2077;19610512;1961;5;12;3365000;7085000;6.5;12.6;0.9;0;14755;7.56;;
;;;Toholampi;2077;19610513;1961;5;13;3365000;7085000;4.4;9.1;1.4;0;8007;7.64;;
;;;Toholampi;2077;19610514;1961;5;14;3365000;7085000;4.3;6;2.8;0;8529;7.38;;
;;;Toholampi;2077;19610515;1961;5;15;3365000;7085000;5.5;8.2;2.6;0;15553;7.08;;
;;;Toholampi;2077;19610516;1961;5;16;3365000;7085000;5.6;8.3;2.6;0;12591;6.26;;
;;;Toholampi;2077;19610517;1961;5;17;3365000;7085000;6.6;11.6;-1.1;0;24893;5.84;;
;;;Toholampi;2077;19610518;1961;5;18;3365000;7085000;6.5;9.7;2.1;0;9323;7.39;;
;;;Toholampi;2077;19610519;1961;5;19;3365000;7085000;6.7;11.6;2;6;14429;8.27;;
;;;Toholampi;2077;19610520;1961;5;20;3365000;7085000;5.9;8.6;4.8;3;12978;8.18;;
;;;Toholampi;2077;19610521;1961;5;21;3365000;7085000;4.7;6.7;3.3;0;13452;6.94;;
;;;Toholampi;2077;19610522;1961;5;22;3365000;7085000;5.6;10.1;-1.1;0;19562;5.41;;
;;;Toholampi;2077;19610523;1961;5;23;3365000;7085000;7.9;13;1.7;0;17935;6.51;;
;;;Toholampi;2077;19610524;1961;5;24;3365000;7085000;8.6;14.3;2.5;4;16590;8.09;;
;;;Toholampi;2077;19610525;1961;5;25;3365000;7085000;7.8;10.8;2.9;0;19370;7.17;;
;;;Toholampi;2077;19610526;1961;5;26;3365000;7085000;7.7;11;3.4;0;21187;6.68;;
;;;Toholampi;2077;19610527;1961;5;27;3365000;7085000;9.1;13.8;4.3;2;17278;8.47;;
;;;Toholampi;2077;19610528;1961;5;28;3365000;7085000;9.8;13.9;6.8;3;6309;10.78;;
;;;Toholampi;2077;19610529;1961;5;29;3365000;7085000;8.2;10.6;6.4;0;12190;10.47;;
;;;Toholampi;2077;19610530;1961;5;30;3365000;7085000;12.1;16.3;6.4;0;29107;10.3;;
;;;Toholampi;2077;19610531;1961;5;31;3365000;7085000;15;20.3;7.3;0;28090;10.87;;
;;;Toholampi;2077;19610601;1961;6;1;3365000;7085000;17.6;23.2;9.5;0;25023;11.04;;
;;;Toholampi;2077;19610602;1961;6;2;3365000;7085000;18.3;24.1;11.2;0;26108;12.35;;
;;;Toholampi;2077;19610603;1961;6;3;3365000;7085000;16.4;22.3;10.4;3;15948;14.92;;
;;;Toholampi;2077;19610604;1961;6;4;3365000;7085000;18.2;25.5;10.3;0;26937;14.06;;
;;;Toholampi;2077;19610605;1961;6;5;3365000;7085000;19.1;26.3;10.6;0;24446;13.08;;
;;;Toholampi;2077;19610606;1961;6;6;3365000;7085000;19.3;26.1;11;0;23463;13.5;;
;;;Toholampi;2077;19610607;1961;6;7;3365000;7085000;19.9;25.9;12.5;0;27075;12.54;;
;;;Toholampi;2077;19610608;1961;6;8;3365000;7085000;18.9;25.5;11.7;2;27901;12.64;;
;;;Toholampi;2077;19610609;1961;6;9;3365000;7085000;17.8;22.9;12.1;1;19664;14.84;;
;;;Toholampi;2077;19610610;1961;6;10;3365000;7085000;18.1;23.6;13.6;0;22703;14.98;;
;;;Toholampi;2077;19610611;1961;6;11;3365000;7085000;14.5;19.8;12.6;2;13432;13.04;;
;;;Toholampi;2077;19610612;1961;6;12;3365000;7085000;13.6;17.3;8.7;1;12081;14.33;;
;;;Toholampi;2077;19610613;1961;6;13;3365000;7085000;16.8;23.1;11;6;20008;16.48;;
;;;Toholampi;2077;19610614;1961;6;14;3365000;7085000;16.5;20.4;13.3;14;16325;16.68;;
;;;Toholampi;2077;19610615;1961;6;15;3365000;7085000;13.8;16.6;11.9;0;19294;12.51;;
;;;Toholampi;2077;19610616;1961;6;16;3365000;7085000;11.7;14.8;9.9;1;13072;12.6;;
;;;Toholampi;2077;19610617;1961;6;17;3365000;7085000;15.3;21.3;9.3;0;15659;14.15;;
;;;Toholampi;2077;19610618;1961;6;18;3365000;7085000;12.9;18.7;10.1;20;11112;13.48;;
;;;Toholampi;2077;19610619;1961;6;19;3365000;7085000;11.6;17.1;7.3;0;23417;9.58;;
;;;Toholampi;2077;19610620;1961;6;20;3365000;7085000;11.1;15.1;6.9;0;17506;8.24;;
;;;Toholampi;2077;19610621;1961;6;21;3365000;7085000;10.9;14.7;6;0;18118;9.3;;
;;;Toholampi;2077;19610622;1961;6;22;3365000;7085000;12.1;17.7;5.6;2;22458;9.91;;
;;;Toholampi;2077;19610623;1961;6;23;3365000;7085000;11.8;15;8.1;8;14717;11.55;;
;;;Toholampi;2077;19610624;1961;6;24;3365000;7085000;11.6;14.9;9.1;6;12667;12.09;;
;;;Toholampi;2077;19610625;1961;6;25;3365000;7085000;11.4;15.7;7.7;0;17900;11.28;;
;;;Toholampi;2077;19610626;1961;6;26;3365000;7085000;12.4;16.8;6.8;0;19502;10.67;;
;;;Toholampi;2077;19610627;1961;6;27;3365000;7085000;13;17.7;8;19;25041;9.1;;
;;;Toholampi;2077;19610628;1961;6;28;3365000;7085000;13.2;18;10.2;3;7944;13.8;;
;;;Toholampi;2077;19610629;1961;6;29;3365000;7085000;11.9;17.2;7.7;1;21464;9.65;;
;;;Toholampi;2077;19610630;1961;6;30;3365000;7085000;11.2;15.5;6.9;0;24276;8.45;;
;;;Toholampi;2077;19610701;1961;7;1;3365000;7085000;12.9;16.8;6.4;0;24115;9.3;;
;;;Toholampi;2077;19610702;1961;7;2;3365000;7085000;14.7;20.4;8;0;24006;11.86;;
;;;Toholampi;2077;19610703;1961;7;3;3365000;7085000;14;19.6;8.4;11;16208;13.06;;
;;;Toholampi;2077;19610704;1961;7;4;3365000;7085000;12.8;15.8;10;0;17506;10.85;;
;;;Toholampi;2077;19610705;1961;7;5;3365000;7085000;12.1;15.1;9;6;15944;12.65;;
;;;Toholampi;2077;19610706;1961;7;6;3365000;7085000;13.5;17.2;10.8;2;13811;12.46;;
;;;Toholampi;2077;19610707;1961;7;7;3365000;7085000;13;17.8;9.3;2;18507;12.34;;
;;;Toholampi;2077;19610708;1961;7;8;3365000;7085000;13.6;17.1;8.7;0;21289;11.56;;
;;;Toholampi;2077;19610709;1961;7;9;3365000;7085000;14.2;19.4;6.4;0;22380;10.65;;
;;;Toholampi;2077;19610710;1961;7;10;3365000;7085000;12.2;16.2;10.3;1;17609;13.2;;
;;;Toholampi;2077;19610711;1961;7;11;3365000;7085000;15.4;20.4;11.9;1;15889;14.83;;
;;;Toholampi;2077;19610712;1961;7;12;3365000;7085000;16.8;20.6;13.8;0;19284;14.2;;
;;;Toholampi;2077;19610713;1961;7;13;3365000;7085000;15;19.1;8.8;4;20270;14.53;;
;;;Toholampi;2077;19610714;1961;7;14;3365000;7085000;17.9;26.3;12.9;19;23605;16.34;;
;;;Toholampi;2077;19610715;1961;7;15;3365000;7085000;19.4;24.8;14.7;1;17006;18.26;;
;;;Toholampi;2077;19610716;1961;7;16;3365000;7085000;19.7;24.8;15.7;4;14220;18.58;;
;;;Toholampi;2077;19610717;1961;7;17;3365000;7085000;19.4;24.9;13.7;2;19438;17.77;;
;;;Toholampi;2077;19610718;1961;7;18;3365000;7085000;20.6;25;15;0;21835;18.34;;
;;;Toholampi;2077;19610719;1961;7;19;3365000;7085000;20;25.2;14.4;3;18389;17.85;;
;;;Toholampi;2077;19610720;1961;7;20;3365000;7085000;18;22.2;14.9;0;21985;15.97;;
;;;Toholampi;2077;19610721;1961;7;21;3365000;7085000;17.4;21.7;10.5;9;17220;15.58;;
;;;Toholampi;2077;19610722;1961;7;22;3365000;7085000;16.8;20.4;14.9;0;14529;15.54;;
;;;Toholampi;2077;19610723;1961;7;23;3365000;7085000;17.8;22;13;0;21720;14.88;;
;;;Toholampi;2077;19610724;1961;7;24;3365000;7085000;16.3;20.3;11.9;0;16671;14.33;;
;;;Toholampi;2077;19610725;1961;7;25;3365000;7085000;14.9;20.5;11.6;0;18728;11.76;;
;;;Toholampi;2077;19610726;1961;7;26;3365000;7085000;11.6;16;9.6;14;15412;11.67;;
;;;Toholampi;2077;19610727;1961;7;27;3365000;7085000;13;15.8;10.5;4;10503;14.28;;
;;;Toholampi;2077;19610728;1961;7;28;3365000;7085000;13.8;16.3;12.1;10;12376;14.31;;
;;;Toholampi;2077;19610729;1961;7;29;3365000;7085000;14;16.9;11.3;5;13350;13.69;;
;;;Toholampi;2077;19610730;1961;7;30;3365000;7085000;15.8;19.5;12.1;0;18906;12.8;;
;;;Toholampi;2077;19610731;1961;7;31;3365000;7085000;15.4;20.4;7.7;0;22814;12.69;;
;;;Toholampi;2077;19610801;1961;8;1;3365000;7085000;18.3;23.4;12.2;0;15613;16.53;;
;;;Toholampi;2077;19610802;1961;8;2;3365000;7085000;17.7;22.2;14.9;1;11378;15.98;;
;;;Toholampi;2077;19610803;1961;8;3;3365000;7085000;15.6;19.7;12.5;0;13054;14.97;;
;;;Toholampi;2077;19610804;1961;8;4;3365000;7085000;14.3;18.3;12.2;0;14356;12.49;;
;;;Toholampi;2077;19610805;1961;8;5;3365000;7085000;13.5;18.4;6.8;0;11611;11.85;;
;;;Toholampi;2077;19610806;1961;8;6;3365000;7085000;14.2;19.8;8.3;8;17379;12.04;;
;;;Toholampi;2077;19610807;1961;8;7;3365000;7085000;15;19.5;12.3;1;14849;13.75;;
;;;Toholampi;2077;19610808;1961;8;8;3365000;7085000;14;19.2;8.6;0;15803;12.4;;
;;;Toholampi;2077;19610809;1961;8;9;3365000;7085000;14.8;21.1;8.2;0;21789;11.55;;
;;;Toholampi;2077;19610810;1961;8;10;3365000;7085000;13.7;19.5;7.5;2;13148;11.7;;
;;;Toholampi;2077;19610811;1961;8;11;3365000;7085000;13.6;16.9;10.5;2;12692;12.61;;
;;;Toholampi;2077;19610812;1961;8;12;3365000;7085000;13.5;18.4;9.5;2;13662;12.97;;
;;;Toholampi;2077;19610813;1961;8;13;3365000;7085000;13;17.3;8.2;4;10485;12.87;;
;;;Toholampi;2077;19610814;1961;8;14;3365000;7085000;13.3;17.6;9.8;0;15036;11.7;;
;;;Toholampi;2077;19610815;1961;8;15;3365000;7085000;12.3;18.9;4.5;0;16995;10.79;;
;;;Toholampi;2077;19610816;1961;8;16;3365000;7085000;13.6;18.9;6.5;1;15530;11.38;;
;;;Toholampi;2077;19610817;1961;8;17;3365000;7085000;14.1;17.3;11.8;2;8656;12.86;;
;;;Toholampi;2077;19610818;1961;8;18;3365000;7085000;11.4;14.7;9.6;1;7623;11.73;;
;;;Toholampi;2077;19610819;1961;8;19;3365000;7085000;10.2;12.6;9.4;26;4234;11.64;;
;;;Toholampi;2077;19610820;1961;8;20;3365000;7085000;11.3;12.6;9.5;14;5593;12.96;;
;;;Toholampi;2077;19610821;1961;8;21;3365000;7085000;10.7;12.2;9.2;3;4444;12.71;;
;;;Toholampi;2077;19610822;1961;8;22;3365000;7085000;9.9;11.6;8.9;1;7220;10.35;;
;;;Toholampi;2077;19610823;1961;8;23;3365000;7085000;9.1;10.6;7.4;0;10038;9.65;;
;;;Toholampi;2077;19610824;1961;8;24;3365000;7085000;9.5;12.7;7.7;0;10387;10.22;;
;;;Toholampi;2077;19610825;1961;8;25;3365000;7085000;9.7;15.2;4;0;10647;10.32;;
;;;Toholampi;2077;19610826;1961;8;26;3365000;7085000;10.9;17.4;3.5;0;13486;10.31;;
;;;Toholampi;2077;19610827;1961;8;27;3365000;7085000;11.1;17.9;3.8;4;15618;10.09;;
;;;Toholampi;2077;19610828;1961;8;28;3365000;7085000;11.3;14.1;10.7;6;8156;12.56;;
;;;Toholampi;2077;19610829;1961;8;29;3365000;7085000;11.6;17.1;7.8;0;13758;11.55;;
;;;Toholampi;2077;19610830;1961;8;30;3365000;7085000;12.1;17.4;7;0;10200;12.62;;
;;;Toholampi;2077;19610831;1961;8;31;3365000;7085000;13.1;18;10;0;14026;12.35;;
;;;Toholampi;2077;19610901;1961;9;1;3365000;7085000;12.7;18.4;7.4;0;8600;11.21;;
;;;Toholampi;2077;19610902;1961;9;2;3365000;7085000;11.1;14.6;7.6;0;13055;8.68;;
;;;Toholampi;2077;19610903;1961;9;3;3365000;7085000;7.8;10.9;4.1;0;7783;8.51;;
;;;Toholampi;2077;19610904;1961;9;4;3365000;7085000;5.6;9.2;0.7;0;9670;6.63;;
;;;Toholampi;2077;19610905;1961;9;5;3365000;7085000;5.5;9.8;0.9;0;10547;6.1;;
;;;Toholampi;2077;19610906;1961;9;6;3365000;7085000;4.5;11.9;-3.1;0;15435;5.58;;
;;;Toholampi;2077;19610907;1961;9;7;3365000;7085000;6.9;13.1;-0.9;0;12103;6.84;;
;;;Toholampi;2077;19610908;1961;9;8;3365000;7085000;8.1;12.3;5;0;8525;8.76;;
;;;Toholampi;2077;19610909;1961;9;9;3365000;7085000;6.7;9.6;2.6;0;8891;7.22;;
;;;Toholampi;2077;19610910;1961;9;10;3365000;7085000;6.3;10;2.1;0;10049;7.63;;
;;;Toholampi;2077;19610911;1961;9;11;3365000;7085000;6.1;11.7;0.7;3;9886;7.36;;
;;;Toholampi;2077;19610912;1961;9;12;3365000;7085000;7.6;8.9;5.9;2;4761;10.05;;
;;;Toholampi;2077;19610913;1961;9;13;3365000;7085000;6.6;9.8;4.8;0;4383;8.14;;
